"body_mass_value","migration_strategy","population"
26.64,"for_strat_understory",0
26.64,"for_strat_midhigh",0
26.64,"for_strat_canopy",0
26.64,"for_strat_aerial",0
36.08,"for_strat_watbelowsurf",0
36.08,"for_strat_wataroundsurf",0
36.08,"for_strat_ground",80
36.08,"for_strat_understory",20
36.08,"for_strat_midhigh",0
36.08,"for_strat_canopy",0
36.08,"for_strat_aerial",0
63.48,"for_strat_watbelowsurf",0
63.48,"for_strat_wataroundsurf",0
63.48,"for_strat_ground",100
63.48,"for_strat_understory",0
63.48,"for_strat_midhigh",0
63.48,"for_strat_canopy",0
63.48,"for_strat_aerial",0
35.06,"for_strat_watbelowsurf",0
35.06,"for_strat_wataroundsurf",0
35.06,"for_strat_ground",80
35.06,"for_strat_understory",10
35.06,"for_strat_midhigh",0
35.06,"for_strat_canopy",0
35.06,"for_strat_aerial",10
26.64,"for_strat_watbelowsurf",0
26.64,"for_strat_wataroundsurf",0
26.64,"for_strat_ground",0
26.64,"for_strat_understory",20
26.64,"for_strat_midhigh",60
26.64,"for_strat_canopy",20
26.64,"for_strat_aerial",0
34.26,"for_strat_watbelowsurf",0
34.26,"for_strat_wataroundsurf",0
34.26,"for_strat_ground",0
34.26,"for_strat_understory",20
34.26,"for_strat_midhigh",60
34.26,"for_strat_canopy",20
34.26,"for_strat_aerial",0
29.04,"for_strat_watbelowsurf",0
29.04,"for_strat_wataroundsurf",0
29.04,"for_strat_ground",50
29.04,"for_strat_understory",50
29.04,"for_strat_midhigh",0
29.04,"for_strat_canopy",0
29.04,"for_strat_aerial",0
23.52,"for_strat_watbelowsurf",0
23.52,"for_strat_wataroundsurf",0
23.52,"for_strat_ground",100
23.52,"for_strat_understory",0
23.52,"for_strat_midhigh",0
23.52,"for_strat_canopy",0
23.52,"for_strat_aerial",0
23.02,"for_strat_watbelowsurf",0
23.02,"for_strat_wataroundsurf",0
23.02,"for_strat_ground",0
23.02,"for_strat_understory",50
23.02,"for_strat_midhigh",50
23.02,"for_strat_canopy",0
23.02,"for_strat_aerial",0
18.5,"for_strat_watbelowsurf",0
18.5,"for_strat_wataroundsurf",0
18.5,"for_strat_ground",0
18.5,"for_strat_understory",33
18.5,"for_strat_midhigh",33
18.5,"for_strat_canopy",33
18.5,"for_strat_aerial",0
23.39,"for_strat_watbelowsurf",0
23.39,"for_strat_wataroundsurf",0
23.39,"for_strat_ground",0
23.39,"for_strat_understory",50
23.39,"for_strat_midhigh",50
23.39,"for_strat_canopy",0
23.39,"for_strat_aerial",0
26.64,"for_strat_watbelowsurf",0
26.64,"for_strat_wataroundsurf",0
26.64,"for_strat_ground",100
26.64,"for_strat_understory",0
26.64,"for_strat_midhigh",0
26.64,"for_strat_canopy",0
26.64,"for_strat_aerial",0
29.99,"for_strat_watbelowsurf",0
29.99,"for_strat_wataroundsurf",0
29.99,"for_strat_ground",0
29.99,"for_strat_understory",0
29.99,"for_strat_midhigh",20
29.99,"for_strat_canopy",80
29.99,"for_strat_aerial",0
26.64,"for_strat_watbelowsurf",0
26.64,"for_strat_wataroundsurf",0
26.64,"for_strat_ground",70
26.64,"for_strat_understory",30
26.64,"for_strat_midhigh",0
26.64,"for_strat_canopy",0
26.64,"for_strat_aerial",0
36.8,"for_strat_watbelowsurf",0
36.8,"for_strat_wataroundsurf",0
36.8,"for_strat_ground",70
36.8,"for_strat_understory",30
36.8,"for_strat_midhigh",0
36.8,"for_strat_canopy",0
36.8,"for_strat_aerial",0
27.2,"for_strat_watbelowsurf",0
27.2,"for_strat_wataroundsurf",0
27.2,"for_strat_ground",50
27.2,"for_strat_understory",50
27.2,"for_strat_midhigh",0
27.2,"for_strat_canopy",0
27.2,"for_strat_aerial",0
23.8,"for_strat_watbelowsurf",0
23.8,"for_strat_wataroundsurf",0
23.8,"for_strat_ground",30
23.8,"for_strat_understory",60
23.8,"for_strat_midhigh",10
23.8,"for_strat_canopy",0
23.8,"for_strat_aerial",0
23.8,"for_strat_watbelowsurf",0
23.8,"for_strat_wataroundsurf",0
23.8,"for_strat_ground",0
23.8,"for_strat_understory",70
23.8,"for_strat_midhigh",30
23.8,"for_strat_canopy",0
23.8,"for_strat_aerial",0
19.8,"for_strat_watbelowsurf",0
19.8,"for_strat_wataroundsurf",0
19.8,"for_strat_ground",50
19.8,"for_strat_understory",20
19.8,"for_strat_midhigh",20
19.8,"for_strat_canopy",0
19.8,"for_strat_aerial",10
17.4,"for_strat_watbelowsurf",0
17.4,"for_strat_wataroundsurf",0
17.4,"for_strat_ground",70
17.4,"for_strat_understory",30
17.4,"for_strat_midhigh",0
17.4,"for_strat_canopy",0
17.4,"for_strat_aerial",0
28.2,"for_strat_watbelowsurf",0
28.2,"for_strat_wataroundsurf",0
28.2,"for_strat_ground",40
28.2,"for_strat_understory",10
28.2,"for_strat_midhigh",10
28.2,"for_strat_canopy",30
28.2,"for_strat_aerial",10
18.6,"for_strat_watbelowsurf",0
18.6,"for_strat_wataroundsurf",0
18.6,"for_strat_ground",50
18.6,"for_strat_understory",10
18.6,"for_strat_midhigh",10
18.6,"for_strat_canopy",20
18.6,"for_strat_aerial",10
34.31,"for_strat_watbelowsurf",0
34.31,"for_strat_wataroundsurf",0
34.31,"for_strat_ground",20
34.31,"for_strat_understory",20
34.31,"for_strat_midhigh",30
34.31,"for_strat_canopy",30
34.31,"for_strat_aerial",0
34.54,"for_strat_watbelowsurf",0
34.54,"for_strat_wataroundsurf",0
34.54,"for_strat_ground",70
34.54,"for_strat_understory",30
34.54,"for_strat_midhigh",0
34.54,"for_strat_canopy",0
34.54,"for_strat_aerial",0
31.6,"for_strat_watbelowsurf",0
31.6,"for_strat_wataroundsurf",0
31.6,"for_strat_ground",100
31.6,"for_strat_understory",0
31.6,"for_strat_midhigh",0
31.6,"for_strat_canopy",0
31.6,"for_strat_aerial",0
26.64,"for_strat_watbelowsurf",0
26.64,"for_strat_wataroundsurf",0
26.64,"for_strat_ground",0
26.64,"for_strat_understory",0
26.64,"for_strat_midhigh",50
26.64,"for_strat_canopy",50
26.64,"for_strat_aerial",0
29.83,"for_strat_watbelowsurf",0
29.83,"for_strat_wataroundsurf",0
29.83,"for_strat_ground",70
29.83,"for_strat_understory",30
29.83,"for_strat_midhigh",0
29.83,"for_strat_canopy",0
29.83,"for_strat_aerial",0
20.79,"for_strat_watbelowsurf",0
20.79,"for_strat_wataroundsurf",0
20.79,"for_strat_ground",40
20.79,"for_strat_understory",60
20.79,"for_strat_midhigh",0
20.79,"for_strat_canopy",0
20.79,"for_strat_aerial",0
27.5,"for_strat_watbelowsurf",0
27.5,"for_strat_wataroundsurf",0
27.5,"for_strat_ground",80
27.5,"for_strat_understory",20
27.5,"for_strat_midhigh",0
27.5,"for_strat_canopy",0
27.5,"for_strat_aerial",0
26.64,"for_strat_watbelowsurf",0
26.64,"for_strat_wataroundsurf",0
26.64,"for_strat_ground",0
26.64,"for_strat_understory",0
26.64,"for_strat_midhigh",30
26.64,"for_strat_canopy",70
26.64,"for_strat_aerial",0
22,"for_strat_watbelowsurf",0
22,"for_strat_wataroundsurf",0
22,"for_strat_ground",40
22,"for_strat_understory",60
22,"for_strat_midhigh",0
22,"for_strat_canopy",0
22,"for_strat_aerial",0
21.4,"for_strat_watbelowsurf",0
21.4,"for_strat_wataroundsurf",0
21.4,"for_strat_ground",50
21.4,"for_strat_understory",50
21.4,"for_strat_midhigh",0
21.4,"for_strat_canopy",0
21.4,"for_strat_aerial",0
46.31,"for_strat_watbelowsurf",0
46.31,"for_strat_wataroundsurf",0
46.31,"for_strat_ground",40
46.31,"for_strat_understory",30
46.31,"for_strat_midhigh",30
46.31,"for_strat_canopy",0
46.31,"for_strat_aerial",0
46.31,"for_strat_watbelowsurf",0
46.31,"for_strat_wataroundsurf",0
46.31,"for_strat_ground",40
46.31,"for_strat_understory",30
46.31,"for_strat_midhigh",30
46.31,"for_strat_canopy",0
46.31,"for_strat_aerial",0
37,"for_strat_watbelowsurf",0
37,"for_strat_wataroundsurf",0
37,"for_strat_ground",40
37,"for_strat_understory",30
37,"for_strat_midhigh",30
37,"for_strat_canopy",0
37,"for_strat_aerial",0
63,"for_strat_watbelowsurf",0
63,"for_strat_wataroundsurf",0
63,"for_strat_ground",80
63,"for_strat_understory",10
63,"for_strat_midhigh",10
63,"for_strat_canopy",0
63,"for_strat_aerial",0
28,"for_strat_watbelowsurf",0
28,"for_strat_wataroundsurf",0
28,"for_strat_ground",70
28,"for_strat_understory",20
28,"for_strat_midhigh",10
28,"for_strat_canopy",0
28,"for_strat_aerial",0
30,"for_strat_watbelowsurf",0
30,"for_strat_wataroundsurf",0
30,"for_strat_ground",20
30,"for_strat_understory",30
30,"for_strat_midhigh",30
30,"for_strat_canopy",20
30,"for_strat_aerial",0
38.78,"for_strat_watbelowsurf",0
38.78,"for_strat_wataroundsurf",0
38.78,"for_strat_ground",80
38.78,"for_strat_understory",20
38.78,"for_strat_midhigh",0
38.78,"for_strat_canopy",0
38.78,"for_strat_aerial",0
46.31,"for_strat_watbelowsurf",0
46.31,"for_strat_wataroundsurf",0
46.31,"for_strat_ground",70
46.31,"for_strat_understory",30
46.31,"for_strat_midhigh",0
46.31,"for_strat_canopy",0
46.31,"for_strat_aerial",0
37.83,"for_strat_watbelowsurf",0
37.83,"for_strat_wataroundsurf",0
37.83,"for_strat_ground",0
37.83,"for_strat_understory",10
37.83,"for_strat_midhigh",80
37.83,"for_strat_canopy",10
37.83,"for_strat_aerial",0
36.1,"for_strat_watbelowsurf",0
36.1,"for_strat_wataroundsurf",0
36.1,"for_strat_ground",0
36.1,"for_strat_understory",0
36.1,"for_strat_midhigh",30
36.1,"for_strat_canopy",70
36.1,"for_strat_aerial",0
42.2,"for_strat_watbelowsurf",0
42.2,"for_strat_wataroundsurf",0
42.2,"for_strat_ground",0
42.2,"for_strat_understory",0
42.2,"for_strat_midhigh",10
42.2,"for_strat_canopy",90
42.2,"for_strat_aerial",0
22.57,"for_strat_watbelowsurf",0
22.57,"for_strat_wataroundsurf",0
22.57,"for_strat_ground",80
22.57,"for_strat_understory",20
22.57,"for_strat_midhigh",0
22.57,"for_strat_canopy",0
22.57,"for_strat_aerial",0
25.3,"for_strat_watbelowsurf",0
25.3,"for_strat_wataroundsurf",0
25.3,"for_strat_ground",90
25.3,"for_strat_understory",10
25.3,"for_strat_midhigh",0
25.3,"for_strat_canopy",0
25.3,"for_strat_aerial",0
12.69,"for_strat_watbelowsurf",0
12.69,"for_strat_wataroundsurf",0
12.69,"for_strat_ground",80
12.69,"for_strat_understory",20
12.69,"for_strat_midhigh",0
12.69,"for_strat_canopy",0
12.69,"for_strat_aerial",0
19.32,"for_strat_watbelowsurf",0
19.32,"for_strat_wataroundsurf",0
19.32,"for_strat_ground",100
19.32,"for_strat_understory",0
19.32,"for_strat_midhigh",0
19.32,"for_strat_canopy",0
19.32,"for_strat_aerial",0
18.59,"for_strat_watbelowsurf",0
18.59,"for_strat_wataroundsurf",0
18.59,"for_strat_ground",50
18.59,"for_strat_understory",50
18.59,"for_strat_midhigh",0
18.59,"for_strat_canopy",0
18.59,"for_strat_aerial",0
16.59,"for_strat_watbelowsurf",0
16.59,"for_strat_wataroundsurf",0
16.59,"for_strat_ground",0
16.59,"for_strat_understory",0
16.59,"for_strat_midhigh",30
16.59,"for_strat_canopy",70
16.59,"for_strat_aerial",0
24.51,"for_strat_watbelowsurf",0
24.51,"for_strat_wataroundsurf",0
24.51,"for_strat_ground",0
24.51,"for_strat_understory",0
24.51,"for_strat_midhigh",0
24.51,"for_strat_canopy",80
24.51,"for_strat_aerial",20
18.9,"for_strat_watbelowsurf",0
18.9,"for_strat_wataroundsurf",0
18.9,"for_strat_ground",0
18.9,"for_strat_understory",0
18.9,"for_strat_midhigh",20
18.9,"for_strat_canopy",60
18.9,"for_strat_aerial",20
17.7,"for_strat_watbelowsurf",0
17.7,"for_strat_wataroundsurf",0
17.7,"for_strat_ground",0
17.7,"for_strat_understory",30
17.7,"for_strat_midhigh",70
17.7,"for_strat_canopy",0
17.7,"for_strat_aerial",0
17.1,"for_strat_watbelowsurf",0
17.1,"for_strat_wataroundsurf",0
17.1,"for_strat_ground",0
17.1,"for_strat_understory",60
17.1,"for_strat_midhigh",40
17.1,"for_strat_canopy",0
17.1,"for_strat_aerial",0
15.34,"for_strat_watbelowsurf",0
15.34,"for_strat_wataroundsurf",0
15.34,"for_strat_ground",30
15.34,"for_strat_understory",30
15.34,"for_strat_midhigh",40
15.34,"for_strat_canopy",0
15.34,"for_strat_aerial",0
14.29,"for_strat_watbelowsurf",0
14.29,"for_strat_wataroundsurf",0
14.29,"for_strat_ground",80
14.29,"for_strat_understory",20
14.29,"for_strat_midhigh",0
14.29,"for_strat_canopy",0
14.29,"for_strat_aerial",0
13.9,"for_strat_watbelowsurf",0
13.9,"for_strat_wataroundsurf",0
13.9,"for_strat_ground",80
13.9,"for_strat_understory",20
13.9,"for_strat_midhigh",0
13.9,"for_strat_canopy",0
13.9,"for_strat_aerial",0
28.27,"for_strat_watbelowsurf",0
28.27,"for_strat_wataroundsurf",0
28.27,"for_strat_ground",70
28.27,"for_strat_understory",30
28.27,"for_strat_midhigh",0
28.27,"for_strat_canopy",0
28.27,"for_strat_aerial",0
19.37,"for_strat_watbelowsurf",0
19.37,"for_strat_wataroundsurf",0
19.37,"for_strat_ground",90
19.37,"for_strat_understory",10
19.37,"for_strat_midhigh",0
19.37,"for_strat_canopy",0
19.37,"for_strat_aerial",0
16,"for_strat_watbelowsurf",0
16,"for_strat_wataroundsurf",0
16,"for_strat_ground",0
16,"for_strat_understory",20
16,"for_strat_midhigh",80
16,"for_strat_canopy",0
16,"for_strat_aerial",0
22.97,"for_strat_watbelowsurf",0
22.97,"for_strat_wataroundsurf",0
22.97,"for_strat_ground",0
22.97,"for_strat_understory",0
22.97,"for_strat_midhigh",20
22.97,"for_strat_canopy",80
22.97,"for_strat_aerial",0
12.5,"for_strat_watbelowsurf",0
12.5,"for_strat_wataroundsurf",0
12.5,"for_strat_ground",0
12.5,"for_strat_understory",0
12.5,"for_strat_midhigh",50
12.5,"for_strat_canopy",50
12.5,"for_strat_aerial",0
21,"for_strat_watbelowsurf",0
21,"for_strat_wataroundsurf",0
21,"for_strat_ground",0
21,"for_strat_understory",100
21,"for_strat_midhigh",0
21,"for_strat_canopy",0
21,"for_strat_aerial",0
30.51,"for_strat_watbelowsurf",0
30.51,"for_strat_wataroundsurf",0
30.51,"for_strat_ground",0
30.51,"for_strat_understory",0
30.51,"for_strat_midhigh",40
30.51,"for_strat_canopy",60
30.51,"for_strat_aerial",0
25.12,"for_strat_watbelowsurf",0
25.12,"for_strat_wataroundsurf",0
25.12,"for_strat_ground",0
25.12,"for_strat_understory",30
25.12,"for_strat_midhigh",70
25.12,"for_strat_canopy",0
25.12,"for_strat_aerial",0
21.66,"for_strat_watbelowsurf",0
21.66,"for_strat_wataroundsurf",0
21.66,"for_strat_ground",0
21.66,"for_strat_understory",20
21.66,"for_strat_midhigh",60
21.66,"for_strat_canopy",20
21.66,"for_strat_aerial",0
21.05,"for_strat_watbelowsurf",0
21.05,"for_strat_wataroundsurf",0
21.05,"for_strat_ground",25
21.05,"for_strat_understory",25
21.05,"for_strat_midhigh",25
21.05,"for_strat_canopy",25
21.05,"for_strat_aerial",0
19.02,"for_strat_watbelowsurf",0
19.02,"for_strat_wataroundsurf",0
19.02,"for_strat_ground",40
19.02,"for_strat_understory",40
19.02,"for_strat_midhigh",20
19.02,"for_strat_canopy",0
19.02,"for_strat_aerial",0
35.5,"for_strat_watbelowsurf",0
35.5,"for_strat_wataroundsurf",0
35.5,"for_strat_ground",0
35.5,"for_strat_understory",0
35.5,"for_strat_midhigh",30
35.5,"for_strat_canopy",70
35.5,"for_strat_aerial",0
35.5,"for_strat_watbelowsurf",0
35.5,"for_strat_wataroundsurf",0
35.5,"for_strat_ground",0
35.5,"for_strat_understory",0
35.5,"for_strat_midhigh",10
35.5,"for_strat_canopy",90
35.5,"for_strat_aerial",0
35.1,"for_strat_watbelowsurf",0
35.1,"for_strat_wataroundsurf",0
35.1,"for_strat_ground",0
35.1,"for_strat_understory",0
35.1,"for_strat_midhigh",100
35.1,"for_strat_canopy",0
35.1,"for_strat_aerial",0
37.03,"for_strat_watbelowsurf",0
37.03,"for_strat_wataroundsurf",0
37.03,"for_strat_ground",0
37.03,"for_strat_understory",0
37.03,"for_strat_midhigh",90
37.03,"for_strat_canopy",10
37.03,"for_strat_aerial",0
20.53,"for_strat_watbelowsurf",0
20.53,"for_strat_wataroundsurf",0
20.53,"for_strat_ground",0
20.53,"for_strat_understory",50
20.53,"for_strat_midhigh",50
20.53,"for_strat_canopy",0
20.53,"for_strat_aerial",0
41.59,"for_strat_watbelowsurf",0
41.59,"for_strat_wataroundsurf",0
41.59,"for_strat_ground",0
41.59,"for_strat_understory",30
41.59,"for_strat_midhigh",70
41.59,"for_strat_canopy",0
41.59,"for_strat_aerial",0
9.49,"for_strat_watbelowsurf",0
9.49,"for_strat_wataroundsurf",0
9.49,"for_strat_ground",0
9.49,"for_strat_understory",50
9.49,"for_strat_midhigh",50
9.49,"for_strat_canopy",0
9.49,"for_strat_aerial",0
9.4,"for_strat_watbelowsurf",0
9.4,"for_strat_wataroundsurf",0
9.4,"for_strat_ground",50
9.4,"for_strat_understory",50
9.4,"for_strat_midhigh",0
9.4,"for_strat_canopy",0
9.4,"for_strat_aerial",0
9.1,"for_strat_watbelowsurf",0
9.1,"for_strat_wataroundsurf",0
9.1,"for_strat_ground",50
9.1,"for_strat_understory",50
9.1,"for_strat_midhigh",0
9.1,"for_strat_canopy",0
9.1,"for_strat_aerial",0
10.5,"for_strat_watbelowsurf",0
10.5,"for_strat_wataroundsurf",0
10.5,"for_strat_ground",25
10.5,"for_strat_understory",25
10.5,"for_strat_midhigh",25
10.5,"for_strat_canopy",25
10.5,"for_strat_aerial",0
13.2,"for_strat_watbelowsurf",0
13.2,"for_strat_wataroundsurf",0
13.2,"for_strat_ground",33
13.2,"for_strat_understory",33
13.2,"for_strat_midhigh",33
13.2,"for_strat_canopy",0
13.2,"for_strat_aerial",0
18.7,"for_strat_watbelowsurf",0
18.7,"for_strat_wataroundsurf",0
18.7,"for_strat_ground",0
18.7,"for_strat_understory",33
18.7,"for_strat_midhigh",33
18.7,"for_strat_canopy",33
18.7,"for_strat_aerial",0
7.6,"for_strat_watbelowsurf",0
7.6,"for_strat_wataroundsurf",0
7.6,"for_strat_ground",40
7.6,"for_strat_understory",30
7.6,"for_strat_midhigh",30
7.6,"for_strat_canopy",0
7.6,"for_strat_aerial",0
8.4,"for_strat_watbelowsurf",0
8.4,"for_strat_wataroundsurf",0
8.4,"for_strat_ground",50
8.4,"for_strat_understory",50
8.4,"for_strat_midhigh",0
8.4,"for_strat_canopy",0
8.4,"for_strat_aerial",0
11.6,"for_strat_watbelowsurf",0
11.6,"for_strat_wataroundsurf",0
11.6,"for_strat_ground",100
11.6,"for_strat_understory",0
11.6,"for_strat_midhigh",0
11.6,"for_strat_canopy",0
11.6,"for_strat_aerial",0
14.5,"for_strat_watbelowsurf",0
14.5,"for_strat_wataroundsurf",0
14.5,"for_strat_ground",100
14.5,"for_strat_understory",0
14.5,"for_strat_midhigh",0
14.5,"for_strat_canopy",0
14.5,"for_strat_aerial",0
14.3,"for_strat_watbelowsurf",0
14.3,"for_strat_wataroundsurf",0
14.3,"for_strat_ground",100
14.3,"for_strat_understory",0
14.3,"for_strat_midhigh",0
14.3,"for_strat_canopy",0
14.3,"for_strat_aerial",0
16.6,"for_strat_watbelowsurf",0
16.6,"for_strat_wataroundsurf",0
16.6,"for_strat_ground",100
16.6,"for_strat_understory",0
16.6,"for_strat_midhigh",0
16.6,"for_strat_canopy",0
16.6,"for_strat_aerial",0
15.4,"for_strat_watbelowsurf",0
15.4,"for_strat_wataroundsurf",0
15.4,"for_strat_ground",60
15.4,"for_strat_understory",40
15.4,"for_strat_midhigh",0
15.4,"for_strat_canopy",0
15.4,"for_strat_aerial",0
14.8,"for_strat_watbelowsurf",0
14.8,"for_strat_wataroundsurf",0
14.8,"for_strat_ground",100
14.8,"for_strat_understory",0
14.8,"for_strat_midhigh",0
14.8,"for_strat_canopy",0
14.8,"for_strat_aerial",0
9.6,"for_strat_watbelowsurf",0
9.6,"for_strat_wataroundsurf",0
9.6,"for_strat_ground",50
9.6,"for_strat_understory",50
9.6,"for_strat_midhigh",0
9.6,"for_strat_canopy",0
9.6,"for_strat_aerial",0
12.4,"for_strat_watbelowsurf",0
12.4,"for_strat_wataroundsurf",0
12.4,"for_strat_ground",70
12.4,"for_strat_understory",0
12.4,"for_strat_midhigh",30
12.4,"for_strat_canopy",0
12.4,"for_strat_aerial",0
12.2,"for_strat_watbelowsurf",0
12.2,"for_strat_wataroundsurf",0
12.2,"for_strat_ground",50
12.2,"for_strat_understory",50
12.2,"for_strat_midhigh",0
12.2,"for_strat_canopy",0
12.2,"for_strat_aerial",0
13,"for_strat_watbelowsurf",0
13,"for_strat_wataroundsurf",0
13,"for_strat_ground",50
13,"for_strat_understory",50
13,"for_strat_midhigh",0
13,"for_strat_canopy",0
13,"for_strat_aerial",0
17.6,"for_strat_watbelowsurf",0
17.6,"for_strat_wataroundsurf",0
17.6,"for_strat_ground",60
17.6,"for_strat_understory",40
17.6,"for_strat_midhigh",0
17.6,"for_strat_canopy",0
17.6,"for_strat_aerial",0
19.19,"for_strat_watbelowsurf",0
19.19,"for_strat_wataroundsurf",0
19.19,"for_strat_ground",100
19.19,"for_strat_understory",0
19.19,"for_strat_midhigh",0
19.19,"for_strat_canopy",0
19.19,"for_strat_aerial",0
22.35,"for_strat_watbelowsurf",0
22.35,"for_strat_wataroundsurf",0
22.35,"for_strat_ground",50
22.35,"for_strat_understory",50
22.35,"for_strat_midhigh",0
22.35,"for_strat_canopy",0
22.35,"for_strat_aerial",0
19.45,"for_strat_watbelowsurf",0
19.45,"for_strat_wataroundsurf",0
19.45,"for_strat_ground",50
19.45,"for_strat_understory",50
19.45,"for_strat_midhigh",0
19.45,"for_strat_canopy",0
19.45,"for_strat_aerial",0
19.8,"for_strat_watbelowsurf",0
19.8,"for_strat_wataroundsurf",0
19.8,"for_strat_ground",100
19.8,"for_strat_understory",0
19.8,"for_strat_midhigh",0
19.8,"for_strat_canopy",0
19.8,"for_strat_aerial",0
23,"for_strat_watbelowsurf",0
23,"for_strat_wataroundsurf",0
23,"for_strat_ground",50
23,"for_strat_understory",50
23,"for_strat_midhigh",0
23,"for_strat_canopy",0
23,"for_strat_aerial",0
23.6,"for_strat_watbelowsurf",0
23.6,"for_strat_wataroundsurf",0
23.6,"for_strat_ground",50
23.6,"for_strat_understory",50
23.6,"for_strat_midhigh",0
23.6,"for_strat_canopy",0
23.6,"for_strat_aerial",0
14.9,"for_strat_watbelowsurf",0
14.9,"for_strat_wataroundsurf",0
14.9,"for_strat_ground",100
14.9,"for_strat_understory",0
14.9,"for_strat_midhigh",0
14.9,"for_strat_canopy",0
14.9,"for_strat_aerial",0
14.6,"for_strat_watbelowsurf",0
14.6,"for_strat_wataroundsurf",0
14.6,"for_strat_ground",50
14.6,"for_strat_understory",50
14.6,"for_strat_midhigh",0
14.6,"for_strat_canopy",0
14.6,"for_strat_aerial",0
12.8,"for_strat_watbelowsurf",0
12.8,"for_strat_wataroundsurf",0
12.8,"for_strat_ground",100
12.8,"for_strat_understory",0
12.8,"for_strat_midhigh",0
12.8,"for_strat_canopy",0
12.8,"for_strat_aerial",0
13.4,"for_strat_watbelowsurf",0
13.4,"for_strat_wataroundsurf",0
13.4,"for_strat_ground",100
13.4,"for_strat_understory",0
13.4,"for_strat_midhigh",0
13.4,"for_strat_canopy",0
13.4,"for_strat_aerial",0
12,"for_strat_watbelowsurf",0
12,"for_strat_wataroundsurf",0
12,"for_strat_ground",100
12,"for_strat_understory",0
12,"for_strat_midhigh",0
12,"for_strat_canopy",0
12,"for_strat_aerial",0
9.3,"for_strat_watbelowsurf",0
9.3,"for_strat_wataroundsurf",0
9.3,"for_strat_ground",100
9.3,"for_strat_understory",0
9.3,"for_strat_midhigh",0
9.3,"for_strat_canopy",0
9.3,"for_strat_aerial",0
9.21,"for_strat_watbelowsurf",0
9.21,"for_strat_wataroundsurf",0
9.21,"for_strat_ground",100
9.21,"for_strat_understory",0
9.21,"for_strat_midhigh",0
9.21,"for_strat_canopy",0
9.21,"for_strat_aerial",0
10.4,"for_strat_watbelowsurf",0
10.4,"for_strat_wataroundsurf",0
10.4,"for_strat_ground",100
10.4,"for_strat_understory",0
10.4,"for_strat_midhigh",0
10.4,"for_strat_canopy",0
10.4,"for_strat_aerial",0
10.16,"for_strat_watbelowsurf",0
10.16,"for_strat_wataroundsurf",0
10.16,"for_strat_ground",100
10.16,"for_strat_understory",0
10.16,"for_strat_midhigh",0
10.16,"for_strat_canopy",0
10.16,"for_strat_aerial",0
9.29,"for_strat_watbelowsurf",0
9.29,"for_strat_wataroundsurf",0
9.29,"for_strat_ground",100
9.29,"for_strat_understory",0
9.29,"for_strat_midhigh",0
9.29,"for_strat_canopy",0
9.29,"for_strat_aerial",0
10.6,"for_strat_watbelowsurf",0
10.6,"for_strat_wataroundsurf",0
10.6,"for_strat_ground",60
10.6,"for_strat_understory",40
10.6,"for_strat_midhigh",0
10.6,"for_strat_canopy",0
10.6,"for_strat_aerial",0
9.3,"for_strat_watbelowsurf",0
9.3,"for_strat_wataroundsurf",0
9.3,"for_strat_ground",50
9.3,"for_strat_understory",50
9.3,"for_strat_midhigh",0
9.3,"for_strat_canopy",0
9.3,"for_strat_aerial",0
9.88,"for_strat_watbelowsurf",0
9.88,"for_strat_wataroundsurf",0
9.88,"for_strat_ground",50
9.88,"for_strat_understory",50
9.88,"for_strat_midhigh",0
9.88,"for_strat_canopy",0
9.88,"for_strat_aerial",0
9.9,"for_strat_watbelowsurf",0
9.9,"for_strat_wataroundsurf",0
9.9,"for_strat_ground",100
9.9,"for_strat_understory",0
9.9,"for_strat_midhigh",0
9.9,"for_strat_canopy",0
9.9,"for_strat_aerial",0
9.9,"for_strat_watbelowsurf",0
9.9,"for_strat_wataroundsurf",0
9.9,"for_strat_ground",100
9.9,"for_strat_understory",0
9.9,"for_strat_midhigh",0
9.9,"for_strat_canopy",0
9.9,"for_strat_aerial",0
9.8,"for_strat_watbelowsurf",0
9.8,"for_strat_wataroundsurf",0
9.8,"for_strat_ground",100
9.8,"for_strat_understory",0
9.8,"for_strat_midhigh",0
9.8,"for_strat_canopy",0
9.8,"for_strat_aerial",0
14.1,"for_strat_watbelowsurf",0
14.1,"for_strat_wataroundsurf",0
14.1,"for_strat_ground",100
14.1,"for_strat_understory",0
14.1,"for_strat_midhigh",0
14.1,"for_strat_canopy",0
14.1,"for_strat_aerial",0
11.8,"for_strat_watbelowsurf",0
11.8,"for_strat_wataroundsurf",0
11.8,"for_strat_ground",80
11.8,"for_strat_understory",20
11.8,"for_strat_midhigh",0
11.8,"for_strat_canopy",0
11.8,"for_strat_aerial",0
9.4,"for_strat_watbelowsurf",0
9.4,"for_strat_wataroundsurf",0
9.4,"for_strat_ground",33
9.4,"for_strat_understory",33
9.4,"for_strat_midhigh",33
9.4,"for_strat_canopy",0
9.4,"for_strat_aerial",0
7.4,"for_strat_watbelowsurf",0
7.4,"for_strat_wataroundsurf",0
7.4,"for_strat_ground",33
7.4,"for_strat_understory",33
7.4,"for_strat_midhigh",33
7.4,"for_strat_canopy",0
7.4,"for_strat_aerial",0
7.6,"for_strat_watbelowsurf",0
7.6,"for_strat_wataroundsurf",0
7.6,"for_strat_ground",100
7.6,"for_strat_understory",0
7.6,"for_strat_midhigh",0
7.6,"for_strat_canopy",0
7.6,"for_strat_aerial",0
