"body_mass_value","migration_strategy","population"
350.11,"for_strat_understory",20
350.11,"for_strat_midhigh",0
350.11,"for_strat_canopy",0
350.11,"for_strat_aerial",0
364.57,"for_strat_watbelowsurf",0
364.57,"for_strat_wataroundsurf",20
364.57,"for_strat_ground",60
364.57,"for_strat_understory",20
364.57,"for_strat_midhigh",0
364.57,"for_strat_canopy",0
364.57,"for_strat_aerial",0
400.08,"for_strat_watbelowsurf",0
400.08,"for_strat_wataroundsurf",0
400.08,"for_strat_ground",100
400.08,"for_strat_understory",0
400.08,"for_strat_midhigh",0
400.08,"for_strat_canopy",0
400.08,"for_strat_aerial",0
308,"for_strat_watbelowsurf",0
308,"for_strat_wataroundsurf",0
308,"for_strat_ground",80
308,"for_strat_understory",20
308,"for_strat_midhigh",0
308,"for_strat_canopy",0
308,"for_strat_aerial",0
802.99,"for_strat_watbelowsurf",0
802.99,"for_strat_wataroundsurf",20
802.99,"for_strat_ground",80
802.99,"for_strat_understory",0
802.99,"for_strat_midhigh",0
802.99,"for_strat_canopy",0
802.99,"for_strat_aerial",0
583.86,"for_strat_watbelowsurf",0
583.86,"for_strat_wataroundsurf",20
583.86,"for_strat_ground",80
583.86,"for_strat_understory",0
583.86,"for_strat_midhigh",0
583.86,"for_strat_canopy",0
583.86,"for_strat_aerial",0
792,"for_strat_watbelowsurf",0
792,"for_strat_wataroundsurf",20
792,"for_strat_ground",80
792,"for_strat_understory",0
792,"for_strat_midhigh",0
792,"for_strat_canopy",0
792,"for_strat_aerial",0
158.92,"for_strat_watbelowsurf",0
158.92,"for_strat_wataroundsurf",0
158.92,"for_strat_ground",100
158.92,"for_strat_understory",0
158.92,"for_strat_midhigh",0
158.92,"for_strat_canopy",0
158.92,"for_strat_aerial",0
158,"for_strat_watbelowsurf",0
158,"for_strat_wataroundsurf",80
158,"for_strat_ground",20
158,"for_strat_understory",0
158,"for_strat_midhigh",0
158,"for_strat_canopy",0
158,"for_strat_aerial",0
129,"for_strat_watbelowsurf",0
129,"for_strat_wataroundsurf",80
129,"for_strat_ground",20
129,"for_strat_understory",0
129,"for_strat_midhigh",0
129,"for_strat_canopy",0
129,"for_strat_aerial",0
77.5,"for_strat_watbelowsurf",0
77.5,"for_strat_wataroundsurf",60
77.5,"for_strat_ground",40
77.5,"for_strat_understory",0
77.5,"for_strat_midhigh",0
77.5,"for_strat_canopy",0
77.5,"for_strat_aerial",0
187,"for_strat_watbelowsurf",0
187,"for_strat_wataroundsurf",60
187,"for_strat_ground",40
187,"for_strat_understory",0
187,"for_strat_midhigh",0
187,"for_strat_canopy",0
187,"for_strat_aerial",0
158,"for_strat_watbelowsurf",0
158,"for_strat_wataroundsurf",50
158,"for_strat_ground",50
158,"for_strat_understory",0
158,"for_strat_midhigh",0
158,"for_strat_canopy",0
158,"for_strat_aerial",0
161.74,"for_strat_watbelowsurf",0
161.74,"for_strat_wataroundsurf",80
161.74,"for_strat_ground",20
161.74,"for_strat_understory",0
161.74,"for_strat_midhigh",0
161.74,"for_strat_canopy",0
161.74,"for_strat_aerial",0
77.5,"for_strat_watbelowsurf",0
77.5,"for_strat_wataroundsurf",50
77.5,"for_strat_ground",50
77.5,"for_strat_understory",0
77.5,"for_strat_midhigh",0
77.5,"for_strat_canopy",0
77.5,"for_strat_aerial",0
48.4,"for_strat_watbelowsurf",0
48.4,"for_strat_wataroundsurf",50
48.4,"for_strat_ground",50
48.4,"for_strat_understory",0
48.4,"for_strat_midhigh",0
48.4,"for_strat_canopy",0
48.4,"for_strat_aerial",0
71.4,"for_strat_watbelowsurf",0
71.4,"for_strat_wataroundsurf",50
71.4,"for_strat_ground",40
71.4,"for_strat_understory",10
71.4,"for_strat_midhigh",0
71.4,"for_strat_canopy",0
71.4,"for_strat_aerial",0
62.05,"for_strat_watbelowsurf",0
62.05,"for_strat_wataroundsurf",50
62.05,"for_strat_ground",50
62.05,"for_strat_understory",0
62.05,"for_strat_midhigh",0
62.05,"for_strat_canopy",0
62.05,"for_strat_aerial",0
78.8,"for_strat_watbelowsurf",0
78.8,"for_strat_wataroundsurf",50
78.8,"for_strat_ground",50
78.8,"for_strat_understory",0
78.8,"for_strat_midhigh",0
78.8,"for_strat_canopy",0
78.8,"for_strat_aerial",0
48,"for_strat_watbelowsurf",0
48,"for_strat_wataroundsurf",50
48,"for_strat_ground",50
48,"for_strat_understory",0
48,"for_strat_midhigh",0
48,"for_strat_canopy",0
48,"for_strat_aerial",0
40.4,"for_strat_watbelowsurf",0
40.4,"for_strat_wataroundsurf",20
40.4,"for_strat_ground",80
40.4,"for_strat_understory",0
40.4,"for_strat_midhigh",0
40.4,"for_strat_canopy",0
40.4,"for_strat_aerial",0
127,"for_strat_watbelowsurf",0
127,"for_strat_wataroundsurf",50
127,"for_strat_ground",50
127,"for_strat_understory",0
127,"for_strat_midhigh",0
127,"for_strat_canopy",0
127,"for_strat_aerial",0
108.24,"for_strat_watbelowsurf",0
108.24,"for_strat_wataroundsurf",50
108.24,"for_strat_ground",50
108.24,"for_strat_understory",0
108.24,"for_strat_midhigh",0
108.24,"for_strat_canopy",0
108.24,"for_strat_aerial",0
245.7,"for_strat_watbelowsurf",0
245.7,"for_strat_wataroundsurf",70
245.7,"for_strat_ground",30
245.7,"for_strat_understory",0
245.7,"for_strat_midhigh",0
245.7,"for_strat_canopy",0
245.7,"for_strat_aerial",0
36,"for_strat_watbelowsurf",0
36,"for_strat_wataroundsurf",0
36,"for_strat_ground",80
36,"for_strat_understory",20
36,"for_strat_midhigh",0
36,"for_strat_canopy",0
36,"for_strat_aerial",0
135.98,"for_strat_watbelowsurf",0
135.98,"for_strat_wataroundsurf",0
135.98,"for_strat_ground",100
135.98,"for_strat_understory",0
135.98,"for_strat_midhigh",0
135.98,"for_strat_canopy",0
135.98,"for_strat_aerial",0
126.21,"for_strat_watbelowsurf",0
126.21,"for_strat_wataroundsurf",0
126.21,"for_strat_ground",100
126.21,"for_strat_understory",0
126.21,"for_strat_midhigh",0
126.21,"for_strat_canopy",0
126.21,"for_strat_aerial",0
110.53,"for_strat_watbelowsurf",0
110.53,"for_strat_wataroundsurf",50
110.53,"for_strat_ground",50
110.53,"for_strat_understory",0
110.53,"for_strat_midhigh",0
110.53,"for_strat_canopy",0
110.53,"for_strat_aerial",0
104.4,"for_strat_watbelowsurf",0
104.4,"for_strat_wataroundsurf",50
104.4,"for_strat_ground",50
104.4,"for_strat_understory",0
104.4,"for_strat_midhigh",0
104.4,"for_strat_canopy",0
104.4,"for_strat_aerial",0
212,"for_strat_watbelowsurf",0
212,"for_strat_wataroundsurf",50
212,"for_strat_ground",50
212,"for_strat_understory",0
212,"for_strat_midhigh",0
212,"for_strat_canopy",0
212,"for_strat_aerial",0
200.97,"for_strat_watbelowsurf",0
200.97,"for_strat_wataroundsurf",0
200.97,"for_strat_ground",100
200.97,"for_strat_understory",0
200.97,"for_strat_midhigh",0
200.97,"for_strat_canopy",0
200.97,"for_strat_aerial",0
192,"for_strat_watbelowsurf",0
192,"for_strat_wataroundsurf",0
192,"for_strat_ground",80
192,"for_strat_understory",20
192,"for_strat_midhigh",0
192,"for_strat_canopy",0
192,"for_strat_aerial",0
141.87,"for_strat_watbelowsurf",0
141.87,"for_strat_wataroundsurf",0
141.87,"for_strat_ground",100
141.87,"for_strat_understory",0
141.87,"for_strat_midhigh",0
141.87,"for_strat_canopy",0
141.87,"for_strat_aerial",0
51.71,"for_strat_watbelowsurf",0
51.71,"for_strat_wataroundsurf",0
51.71,"for_strat_ground",100
51.71,"for_strat_understory",0
51.71,"for_strat_midhigh",0
51.71,"for_strat_canopy",0
51.71,"for_strat_aerial",0
27.5,"for_strat_watbelowsurf",0
27.5,"for_strat_wataroundsurf",20
27.5,"for_strat_ground",80
27.5,"for_strat_understory",0
27.5,"for_strat_midhigh",0
27.5,"for_strat_canopy",0
27.5,"for_strat_aerial",0
27.82,"for_strat_watbelowsurf",0
27.82,"for_strat_wataroundsurf",50
27.82,"for_strat_ground",50
27.82,"for_strat_understory",0
27.82,"for_strat_midhigh",0
27.82,"for_strat_canopy",0
27.82,"for_strat_aerial",0
21.1,"for_strat_watbelowsurf",0
21.1,"for_strat_wataroundsurf",50
21.1,"for_strat_ground",50
21.1,"for_strat_understory",0
21.1,"for_strat_midhigh",0
21.1,"for_strat_canopy",0
21.1,"for_strat_aerial",0
26.79,"for_strat_watbelowsurf",0
26.79,"for_strat_wataroundsurf",50
26.79,"for_strat_ground",50
26.79,"for_strat_understory",0
26.79,"for_strat_midhigh",0
26.79,"for_strat_canopy",0
26.79,"for_strat_aerial",0
23,"for_strat_watbelowsurf",0
23,"for_strat_wataroundsurf",20
23,"for_strat_ground",80
23,"for_strat_understory",0
23,"for_strat_midhigh",0
23,"for_strat_canopy",0
23,"for_strat_aerial",0
30.2,"for_strat_watbelowsurf",0
30.2,"for_strat_wataroundsurf",50
30.2,"for_strat_ground",50
30.2,"for_strat_understory",0
30.2,"for_strat_midhigh",0
30.2,"for_strat_canopy",0
30.2,"for_strat_aerial",0
22.88,"for_strat_watbelowsurf",0
22.88,"for_strat_wataroundsurf",20
22.88,"for_strat_ground",80
22.88,"for_strat_understory",0
22.88,"for_strat_midhigh",0
22.88,"for_strat_canopy",0
22.88,"for_strat_aerial",0
43.01,"for_strat_watbelowsurf",0
43.01,"for_strat_wataroundsurf",20
43.01,"for_strat_ground",80
43.01,"for_strat_understory",0
43.01,"for_strat_midhigh",0
43.01,"for_strat_canopy",0
43.01,"for_strat_aerial",0
40.97,"for_strat_watbelowsurf",0
40.97,"for_strat_wataroundsurf",20
40.97,"for_strat_ground",80
40.97,"for_strat_understory",0
40.97,"for_strat_midhigh",0
40.97,"for_strat_canopy",0
40.97,"for_strat_aerial",0
79.73,"for_strat_watbelowsurf",0
79.73,"for_strat_wataroundsurf",20
79.73,"for_strat_ground",80
79.73,"for_strat_understory",0
79.73,"for_strat_midhigh",0
79.73,"for_strat_canopy",0
79.73,"for_strat_aerial",0
66.08,"for_strat_watbelowsurf",0
66.08,"for_strat_wataroundsurf",20
66.08,"for_strat_ground",80
66.08,"for_strat_understory",0
66.08,"for_strat_midhigh",0
66.08,"for_strat_canopy",0
66.08,"for_strat_aerial",0
65.1,"for_strat_watbelowsurf",0
65.1,"for_strat_wataroundsurf",20
65.1,"for_strat_ground",60
65.1,"for_strat_understory",20
65.1,"for_strat_midhigh",0
65.1,"for_strat_canopy",0
65.1,"for_strat_aerial",0
81.32,"for_strat_watbelowsurf",0
81.32,"for_strat_wataroundsurf",50
81.32,"for_strat_ground",50
81.32,"for_strat_understory",0
81.32,"for_strat_midhigh",0
81.32,"for_strat_canopy",0
81.32,"for_strat_aerial",0
51.89,"for_strat_watbelowsurf",0
51.89,"for_strat_wataroundsurf",20
51.89,"for_strat_ground",80
51.89,"for_strat_understory",0
51.89,"for_strat_midhigh",0
51.89,"for_strat_canopy",0
51.89,"for_strat_aerial",0
58.08,"for_strat_watbelowsurf",0
58.08,"for_strat_wataroundsurf",50
58.08,"for_strat_ground",50
58.08,"for_strat_understory",0
58.08,"for_strat_midhigh",0
58.08,"for_strat_canopy",0
58.08,"for_strat_aerial",0
57.24,"for_strat_watbelowsurf",0
57.24,"for_strat_wataroundsurf",50
57.24,"for_strat_ground",50
57.24,"for_strat_understory",0
57.24,"for_strat_midhigh",0
57.24,"for_strat_canopy",0
57.24,"for_strat_aerial",0
62.1,"for_strat_watbelowsurf",0
62.1,"for_strat_wataroundsurf",0
62.1,"for_strat_ground",100
62.1,"for_strat_understory",0
62.1,"for_strat_midhigh",0
62.1,"for_strat_canopy",0
62.1,"for_strat_aerial",0
31.67,"for_strat_watbelowsurf",0
31.67,"for_strat_wataroundsurf",50
31.67,"for_strat_ground",50
31.67,"for_strat_understory",0
31.67,"for_strat_midhigh",0
31.67,"for_strat_canopy",0
31.67,"for_strat_aerial",0
37.1,"for_strat_watbelowsurf",0
37.1,"for_strat_wataroundsurf",20
37.1,"for_strat_ground",80
37.1,"for_strat_understory",0
37.1,"for_strat_midhigh",0
37.1,"for_strat_canopy",0
37.1,"for_strat_aerial",0
131.68,"for_strat_watbelowsurf",0
131.68,"for_strat_wataroundsurf",20
131.68,"for_strat_ground",60
131.68,"for_strat_understory",20
131.68,"for_strat_midhigh",0
131.68,"for_strat_canopy",0
131.68,"for_strat_aerial",0
59.39,"for_strat_watbelowsurf",0
59.39,"for_strat_wataroundsurf",80
59.39,"for_strat_ground",20
59.39,"for_strat_understory",0
59.39,"for_strat_midhigh",0
59.39,"for_strat_canopy",0
59.39,"for_strat_aerial",0
36.68,"for_strat_watbelowsurf",0
36.68,"for_strat_wataroundsurf",50
36.68,"for_strat_ground",50
36.68,"for_strat_understory",0
36.68,"for_strat_midhigh",0
36.68,"for_strat_canopy",0
36.68,"for_strat_aerial",0
55.59,"for_strat_watbelowsurf",0
55.59,"for_strat_wataroundsurf",50
55.59,"for_strat_ground",50
55.59,"for_strat_understory",0
55.59,"for_strat_midhigh",0
55.59,"for_strat_canopy",0
55.59,"for_strat_aerial",0
121,"for_strat_watbelowsurf",0
121,"for_strat_wataroundsurf",50
121,"for_strat_ground",50
121,"for_strat_understory",0
121,"for_strat_midhigh",0
121,"for_strat_canopy",0
121,"for_strat_aerial",0
76.6,"for_strat_watbelowsurf",0
76.6,"for_strat_wataroundsurf",50
76.6,"for_strat_ground",50
76.6,"for_strat_understory",0
76.6,"for_strat_midhigh",0
76.6,"for_strat_canopy",0
76.6,"for_strat_aerial",0
189.09,"for_strat_watbelowsurf",0
189.09,"for_strat_wataroundsurf",50
189.09,"for_strat_ground",50
189.09,"for_strat_understory",0
189.09,"for_strat_midhigh",0
189.09,"for_strat_canopy",0
189.09,"for_strat_aerial",0
239,"for_strat_watbelowsurf",0
239,"for_strat_wataroundsurf",50
239,"for_strat_ground",50
239,"for_strat_understory",0
239,"for_strat_midhigh",0
239,"for_strat_canopy",0
239,"for_strat_aerial",0
41.3,"for_strat_watbelowsurf",0
41.3,"for_strat_wataroundsurf",50
41.3,"for_strat_ground",50
41.3,"for_strat_understory",0
41.3,"for_strat_midhigh",0
41.3,"for_strat_canopy",0
41.3,"for_strat_aerial",0
98.8,"for_strat_watbelowsurf",0
98.8,"for_strat_wataroundsurf",50
98.8,"for_strat_ground",50
98.8,"for_strat_understory",0
98.8,"for_strat_midhigh",0
98.8,"for_strat_canopy",0
98.8,"for_strat_aerial",0
160.03,"for_strat_watbelowsurf",0
160.03,"for_strat_wataroundsurf",60
160.03,"for_strat_ground",40
160.03,"for_strat_understory",0
160.03,"for_strat_midhigh",0
160.03,"for_strat_canopy",0
160.03,"for_strat_aerial",0
155,"for_strat_watbelowsurf",0
155,"for_strat_wataroundsurf",50
155,"for_strat_ground",50
155,"for_strat_understory",0
155,"for_strat_midhigh",0
155,"for_strat_canopy",0
155,"for_strat_aerial",0
94,"for_strat_watbelowsurf",0
94,"for_strat_wataroundsurf",50
94,"for_strat_ground",50
94,"for_strat_understory",0
94,"for_strat_midhigh",0
94,"for_strat_canopy",0
94,"for_strat_aerial",0
106.24,"for_strat_watbelowsurf",0
106.24,"for_strat_wataroundsurf",50
106.24,"for_strat_ground",50
106.24,"for_strat_understory",0
106.24,"for_strat_midhigh",0
106.24,"for_strat_canopy",0
106.24,"for_strat_aerial",0
675.69,"for_strat_watbelowsurf",0
675.69,"for_strat_wataroundsurf",0
675.69,"for_strat_ground",100
675.69,"for_strat_understory",0
675.69,"for_strat_midhigh",0
675.69,"for_strat_canopy",0
675.69,"for_strat_aerial",0
493.96,"for_strat_watbelowsurf",0
493.96,"for_strat_wataroundsurf",0
493.96,"for_strat_ground",100
493.96,"for_strat_understory",0
493.96,"for_strat_midhigh",0
493.96,"for_strat_canopy",0
493.96,"for_strat_aerial",0
84.11,"for_strat_watbelowsurf",0
84.11,"for_strat_wataroundsurf",70
84.11,"for_strat_ground",30
84.11,"for_strat_understory",0
84.11,"for_strat_midhigh",0
84.11,"for_strat_canopy",0
84.11,"for_strat_aerial",0
459,"for_strat_watbelowsurf",0
459,"for_strat_wataroundsurf",0
459,"for_strat_ground",80
459,"for_strat_understory",20
459,"for_strat_midhigh",0
459,"for_strat_canopy",0
459,"for_strat_aerial",0
326,"for_strat_watbelowsurf",0
326,"for_strat_wataroundsurf",20
326,"for_strat_ground",80
326,"for_strat_understory",0
326,"for_strat_midhigh",0
326,"for_strat_canopy",0
326,"for_strat_aerial",0
320,"for_strat_watbelowsurf",0
320,"for_strat_wataroundsurf",20
320,"for_strat_ground",80
320,"for_strat_understory",0
320,"for_strat_midhigh",0
320,"for_strat_canopy",0
320,"for_strat_aerial",0
422.99,"for_strat_watbelowsurf",0
422.99,"for_strat_wataroundsurf",0
422.99,"for_strat_ground",100
422.99,"for_strat_understory",0
422.99,"for_strat_midhigh",0
422.99,"for_strat_canopy",0
422.99,"for_strat_aerial",0
787,"for_strat_watbelowsurf",0
787,"for_strat_wataroundsurf",0
787,"for_strat_ground",100
787,"for_strat_understory",0
787,"for_strat_midhigh",0
787,"for_strat_canopy",0
787,"for_strat_aerial",0
446,"for_strat_watbelowsurf",0
446,"for_strat_wataroundsurf",0
446,"for_strat_ground",100
446,"for_strat_understory",0
446,"for_strat_midhigh",0
446,"for_strat_canopy",0
446,"for_strat_aerial",0
648.07,"for_strat_watbelowsurf",0
648.07,"for_strat_wataroundsurf",0
648.07,"for_strat_ground",80
648.07,"for_strat_understory",20
648.07,"for_strat_midhigh",0
648.07,"for_strat_canopy",0
648.07,"for_strat_aerial",0
790,"for_strat_watbelowsurf",0
790,"for_strat_wataroundsurf",40
790,"for_strat_ground",60
790,"for_strat_understory",0
790,"for_strat_midhigh",0
790,"for_strat_canopy",0
790,"for_strat_aerial",0
1015.87,"for_strat_watbelowsurf",0
1015.87,"for_strat_wataroundsurf",40
1015.87,"for_strat_ground",60
1015.87,"for_strat_understory",0
1015.87,"for_strat_midhigh",0
1015.87,"for_strat_canopy",0
1015.87,"for_strat_aerial",0
526,"for_strat_watbelowsurf",0
526,"for_strat_wataroundsurf",40
526,"for_strat_ground",60
526,"for_strat_understory",0
526,"for_strat_midhigh",0
526,"for_strat_canopy",0
526,"for_strat_aerial",0
692,"for_strat_watbelowsurf",0
692,"for_strat_wataroundsurf",0
692,"for_strat_ground",100
692,"for_strat_understory",0
692,"for_strat_midhigh",0
692,"for_strat_canopy",0
692,"for_strat_aerial",0
555,"for_strat_watbelowsurf",0
555,"for_strat_wataroundsurf",0
555,"for_strat_ground",100
555,"for_strat_understory",0
555,"for_strat_midhigh",0
555,"for_strat_canopy",0
555,"for_strat_aerial",0
601.45,"for_strat_watbelowsurf",0
601.45,"for_strat_wataroundsurf",0
601.45,"for_strat_ground",100
601.45,"for_strat_understory",0
601.45,"for_strat_midhigh",0
601.45,"for_strat_canopy",0
601.45,"for_strat_aerial",0
613.88,"for_strat_watbelowsurf",0
613.88,"for_strat_wataroundsurf",0
613.88,"for_strat_ground",100
613.88,"for_strat_understory",0
613.88,"for_strat_midhigh",0
613.88,"for_strat_canopy",0
613.88,"for_strat_aerial",0
671,"for_strat_watbelowsurf",0
671,"for_strat_wataroundsurf",0
671,"for_strat_ground",100
671,"for_strat_understory",0
671,"for_strat_midhigh",0
671,"for_strat_canopy",0
671,"for_strat_aerial",0
598.66,"for_strat_watbelowsurf",0
598.66,"for_strat_wataroundsurf",0
598.66,"for_strat_ground",100
598.66,"for_strat_understory",0
598.66,"for_strat_midhigh",0
598.66,"for_strat_canopy",0
598.66,"for_strat_aerial",0
818.99,"for_strat_watbelowsurf",0
818.99,"for_strat_wataroundsurf",0
818.99,"for_strat_ground",100
818.99,"for_strat_understory",0
818.99,"for_strat_midhigh",0
818.99,"for_strat_canopy",0
818.99,"for_strat_aerial",0
724,"for_strat_watbelowsurf",0
724,"for_strat_wataroundsurf",0
724,"for_strat_ground",100
724,"for_strat_understory",0
724,"for_strat_midhigh",0
724,"for_strat_canopy",0
724,"for_strat_aerial",0
617.99,"for_strat_watbelowsurf",0
617.99,"for_strat_wataroundsurf",0
617.99,"for_strat_ground",100
617.99,"for_strat_understory",0
617.99,"for_strat_midhigh",0
617.99,"for_strat_canopy",0
617.99,"for_strat_aerial",0
294,"for_strat_watbelowsurf",0
294,"for_strat_wataroundsurf",100
294,"for_strat_ground",0
294,"for_strat_understory",0
294,"for_strat_midhigh",0
294,"for_strat_canopy",0
294,"for_strat_aerial",0
176.82,"for_strat_watbelowsurf",0
176.82,"for_strat_wataroundsurf",100
176.82,"for_strat_ground",0
176.82,"for_strat_understory",0
176.82,"for_strat_midhigh",0
176.82,"for_strat_canopy",0
176.82,"for_strat_aerial",0
195,"for_strat_watbelowsurf",0
195,"for_strat_wataroundsurf",100
195,"for_strat_ground",0
195,"for_strat_understory",0
195,"for_strat_midhigh",0
195,"for_strat_canopy",0
195,"for_strat_aerial",0
216,"for_strat_watbelowsurf",0
216,"for_strat_wataroundsurf",100
216,"for_strat_ground",0
216,"for_strat_understory",0
216,"for_strat_midhigh",0
216,"for_strat_canopy",0
216,"for_strat_aerial",0
304,"for_strat_watbelowsurf",0
304,"for_strat_wataroundsurf",50
304,"for_strat_ground",50
304,"for_strat_understory",0
304,"for_strat_midhigh",0
304,"for_strat_canopy",0
304,"for_strat_aerial",0
304.48,"for_strat_watbelowsurf",0
304.48,"for_strat_wataroundsurf",50
304.48,"for_strat_ground",50
304.48,"for_strat_understory",0
304.48,"for_strat_midhigh",0
304.48,"for_strat_canopy",0
304.48,"for_strat_aerial",0
325,"for_strat_watbelowsurf",0
325,"for_strat_wataroundsurf",50
325,"for_strat_ground",50
325,"for_strat_understory",0
325,"for_strat_midhigh",0
325,"for_strat_canopy",0
325,"for_strat_aerial",0
361,"for_strat_watbelowsurf",0
361,"for_strat_wataroundsurf",100
361,"for_strat_ground",0
361,"for_strat_understory",0
361,"for_strat_midhigh",0
361,"for_strat_canopy",0
361,"for_strat_aerial",0
214,"for_strat_watbelowsurf",0
214,"for_strat_wataroundsurf",0
214,"for_strat_ground",100
214,"for_strat_understory",0
214,"for_strat_midhigh",0
214,"for_strat_canopy",0
214,"for_strat_aerial",0
134.9,"for_strat_watbelowsurf",0
134.9,"for_strat_wataroundsurf",0
134.9,"for_strat_ground",80
134.9,"for_strat_understory",20
134.9,"for_strat_midhigh",0
134.9,"for_strat_canopy",0
134.9,"for_strat_aerial",0
151.47,"for_strat_watbelowsurf",0
151.47,"for_strat_wataroundsurf",0
151.47,"for_strat_ground",100
151.47,"for_strat_understory",0
151.47,"for_strat_midhigh",0
151.47,"for_strat_canopy",0
151.47,"for_strat_aerial",0
250,"for_strat_watbelowsurf",0
250,"for_strat_wataroundsurf",0
250,"for_strat_ground",100
250,"for_strat_understory",0
250,"for_strat_midhigh",0
250,"for_strat_canopy",0
250,"for_strat_aerial",0
146,"for_strat_watbelowsurf",0
146,"for_strat_wataroundsurf",40
146,"for_strat_ground",60
146,"for_strat_understory",0
146,"for_strat_midhigh",0
146,"for_strat_canopy",0
146,"for_strat_aerial",0
64.04,"for_strat_watbelowsurf",0
64.04,"for_strat_wataroundsurf",0
64.04,"for_strat_ground",100
64.04,"for_strat_understory",0
64.04,"for_strat_midhigh",0
64.04,"for_strat_canopy",0
64.04,"for_strat_aerial",0
46.74,"for_strat_watbelowsurf",0
46.74,"for_strat_wataroundsurf",0
46.74,"for_strat_ground",100
46.74,"for_strat_understory",0
46.74,"for_strat_midhigh",0
46.74,"for_strat_canopy",0
46.74,"for_strat_aerial",0
62.7,"for_strat_watbelowsurf",0
62.7,"for_strat_wataroundsurf",20
62.7,"for_strat_ground",80
62.7,"for_strat_understory",0
62.7,"for_strat_midhigh",0
62.7,"for_strat_canopy",0
62.7,"for_strat_aerial",0
38.7,"for_strat_watbelowsurf",0
38.7,"for_strat_wataroundsurf",20
38.7,"for_strat_ground",80
38.7,"for_strat_understory",0
38.7,"for_strat_midhigh",0
38.7,"for_strat_canopy",0
38.7,"for_strat_aerial",0
55.1,"for_strat_watbelowsurf",0
55.1,"for_strat_wataroundsurf",40
55.1,"for_strat_ground",60
55.1,"for_strat_understory",0
55.1,"for_strat_midhigh",0
55.1,"for_strat_canopy",0
55.1,"for_strat_aerial",0
96.44,"for_strat_watbelowsurf",0
96.44,"for_strat_wataroundsurf",0
96.44,"for_strat_ground",100
96.44,"for_strat_understory",0
96.44,"for_strat_midhigh",0
96.44,"for_strat_canopy",0
96.44,"for_strat_aerial",0
11.5,"for_strat_watbelowsurf",0
11.5,"for_strat_wataroundsurf",0
11.5,"for_strat_ground",100
11.5,"for_strat_understory",0
11.5,"for_strat_midhigh",0
11.5,"for_strat_canopy",0
11.5,"for_strat_aerial",0
61.9,"for_strat_watbelowsurf",0
61.9,"for_strat_wataroundsurf",40
61.9,"for_strat_ground",60
61.9,"for_strat_understory",0
61.9,"for_strat_midhigh",0
61.9,"for_strat_canopy",0
61.9,"for_strat_aerial",0
34,"for_strat_watbelowsurf",0
34,"for_strat_wataroundsurf",30
34,"for_strat_ground",70
34,"for_strat_understory",0
34,"for_strat_midhigh",0
34,"for_strat_canopy",0
34,"for_strat_aerial",0
31.2,"for_strat_watbelowsurf",0
31.2,"for_strat_wataroundsurf",20
31.2,"for_strat_ground",80
31.2,"for_strat_understory",0
31.2,"for_strat_midhigh",0
31.2,"for_strat_canopy",0
31.2,"for_strat_aerial",0
47.5,"for_strat_watbelowsurf",0
47.5,"for_strat_wataroundsurf",0
47.5,"for_strat_ground",100
47.5,"for_strat_understory",0
47.5,"for_strat_midhigh",0
47.5,"for_strat_canopy",0
47.5,"for_strat_aerial",0
54.39,"for_strat_watbelowsurf",0
54.39,"for_strat_wataroundsurf",40
54.39,"for_strat_ground",60
54.39,"for_strat_understory",0
54.39,"for_strat_midhigh",0
54.39,"for_strat_canopy",0
54.39,"for_strat_aerial",0
34.8,"for_strat_watbelowsurf",0
34.8,"for_strat_wataroundsurf",40
34.8,"for_strat_ground",60
34.8,"for_strat_understory",0
34.8,"for_strat_midhigh",0
34.8,"for_strat_canopy",0
34.8,"for_strat_aerial",0
42.3,"for_strat_watbelowsurf",0
42.3,"for_strat_wataroundsurf",40
42.3,"for_strat_ground",60
42.3,"for_strat_understory",0
42.3,"for_strat_midhigh",0
42.3,"for_strat_canopy",0
42.3,"for_strat_aerial",0
48.3,"for_strat_watbelowsurf",0
48.3,"for_strat_wataroundsurf",20
48.3,"for_strat_ground",80
48.3,"for_strat_understory",0
48.3,"for_strat_midhigh",0
48.3,"for_strat_canopy",0
48.3,"for_strat_aerial",0
37.4,"for_strat_watbelowsurf",0
37.4,"for_strat_wataroundsurf",40
37.4,"for_strat_ground",60
37.4,"for_strat_understory",0
37.4,"for_strat_midhigh",0
37.4,"for_strat_canopy",0
37.4,"for_strat_aerial",0
42,"for_strat_watbelowsurf",0
42,"for_strat_wataroundsurf",40
42,"for_strat_ground",60
42,"for_strat_understory",0
42,"for_strat_midhigh",0
42,"for_strat_canopy",0
42,"for_strat_aerial",0
61.9,"for_strat_watbelowsurf",0
61.9,"for_strat_wataroundsurf",40
61.9,"for_strat_ground",60
61.9,"for_strat_understory",0
61.9,"for_strat_midhigh",0
61.9,"for_strat_canopy",0
61.9,"for_strat_aerial",0
28.3,"for_strat_watbelowsurf",0
28.3,"for_strat_wataroundsurf",40
28.3,"for_strat_ground",60
28.3,"for_strat_understory",0
28.3,"for_strat_midhigh",0
28.3,"for_strat_canopy",0
28.3,"for_strat_aerial",0
59.4,"for_strat_watbelowsurf",0
59.4,"for_strat_wataroundsurf",40
59.4,"for_strat_ground",60
59.4,"for_strat_understory",0
59.4,"for_strat_midhigh",0
59.4,"for_strat_canopy",0
59.4,"for_strat_aerial",0
65,"for_strat_watbelowsurf",0
65,"for_strat_wataroundsurf",40
