"ioc_order","bl_family_english","scientific","english","diet_inv","diet_vend","diet_vect","diet_vfish","diet_vunk","diet_scav","diet_fruit","diet_nect","diet_seed","diet_plant_o","diet_5cat","for_strat_watbelowsurf","for_strat_wataroundsurf","for_strat_ground","for_strat_understory","for_strat_midhigh","for_strat_canopy","for_strat_aerial","nocturnal","body_mass_value"
"Passeriformes","Orioles and figbirds","Sphecotheres viridis","Timor Figbird",0,0,0,0,0,0,100,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,121.04
"Passeriformes","Orioles and figbirds","Sphecotheres vieilloti","Australasian Figbird",10,0,0,0,0,0,70,10,10,0,"FruiNect",0,0,10,20,20,50,0,0,108
"Passeriformes","Cuckoo-shrikes","Coracina maxima","Ground Cuckooshrike",80,0,0,0,0,0,0,0,10,10,"Invertebrate",0,0,33,33,33,0,0,0,127
"Passeriformes","Cuckoo-shrikes","Coracina larvata","Sunda Cuckooshrike",80,0,0,0,0,0,20,0,0,0,"Invertebrate",0,0,0,0,20,80,0,0,67.96
"Passeriformes","Cuckoo-shrikes","Coracina macei","Large Cuckooshrike",80,0,0,0,0,0,20,0,0,0,"Invertebrate",0,0,10,10,20,60,0,0,67.96
"Passeriformes","Cuckoo-shrikes","Coracina javensis","Javan Cuckooshrike",80,0,0,0,0,0,20,0,0,0,"Invertebrate",0,0,0,0,20,80,0,0,67.96
"Passeriformes","Cuckoo-shrikes","Coracina schistacea","Slaty Cuckooshrike",40,0,30,0,0,0,30,0,0,0,"Omnivore",0,0,0,0,70,30,0,0,67.96
"Passeriformes","Cuckoo-shrikes","Coracina personata","Wallacean Cuckooshrike",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,0,100,0,0,67.96
"Passeriformes","Cuckoo-shrikes","Coracina atriceps","Moluccan Cuckooshrike",80,0,0,0,0,0,20,0,0,0,"Invertebrate",0,0,0,0,40,60,0,0,139
"Passeriformes","Cuckoo-shrikes","Coracina fortis","Buru Cuckooshrike",80,0,0,0,0,0,20,0,0,0,"Invertebrate",0,0,10,20,20,40,10,0,67.96
"Passeriformes","Cuckoo-shrikes","Coracina caledonica","Melanesian Cuckooshrike",50,0,0,0,0,0,50,0,0,0,"Omnivore",0,0,10,20,20,40,10,0,140
"Passeriformes","Cuckoo-shrikes","Coracina novaehollandiae","Black-faced Cuckooshrike",50,0,0,0,0,0,20,0,30,0,"Omnivore",0,0,33,33,33,0,0,0,118
"Passeriformes","Cuckoo-shrikes","Coracina caeruleogrisea","Stout-billed Cuckooshrike",50,0,20,0,0,0,30,0,0,0,"Omnivore",0,0,0,0,50,50,0,0,138.17
"Passeriformes","Cuckoo-shrikes","Coracina temminckii","Cerulean Cuckooshrike",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,60,40,0,0,67.96
"Passeriformes","Cuckoo-shrikes","Coracina striata","Bar-bellied Cuckooshrike",70,0,0,0,0,0,30,0,0,0,"Invertebrate",0,0,0,0,60,40,0,0,111
"Passeriformes","Cuckoo-shrikes","Coracina bicolor","Pied Cuckooshrike",50,0,0,0,0,0,50,0,0,0,"Omnivore",0,0,0,0,0,100,0,0,67.96
"Passeriformes","Cuckoo-shrikes","Coracina lineata","Yellow-eyed Cuckooshrike",30,0,0,0,0,0,70,0,0,0,"FruiNect",0,0,0,0,0,100,0,0,76.01
"Passeriformes","Cuckoo-shrikes","Coracina boyeri","Boyer's Cuckooshrike",20,0,0,0,0,0,80,0,0,0,"FruiNect",0,0,0,0,0,100,0,0,66.4
"Passeriformes","Cuckoo-shrikes","Coracina leucopygia","White-rumped Cuckooshrike",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,20,0,20,60,0,0,67.96
"Passeriformes","Cuckoo-shrikes","Coracina papuensis","White-bellied Cuckooshrike",50,0,0,0,0,0,20,10,20,0,"Omnivore",0,0,20,0,40,40,0,0,63.45
"Passeriformes","Cuckoo-shrikes","Coracina longicauda","Hooded Cuckooshrike",70,0,10,0,0,0,20,0,0,0,"Invertebrate",0,0,0,0,40,60,0,0,101
"Passeriformes","Cuckoo-shrikes","Coracina parvula","Halmahera Cuckooshrike",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,20,80,0,0,67.96
"Passeriformes","Cuckoo-shrikes","Coracina abbotti","Pygmy Cuckooshrike",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,0,80,20,0,67.96
"Passeriformes","Cuckoo-shrikes","Coracina analis","New Caledonian Cuckooshrike",80,0,0,0,0,0,20,0,0,0,"Invertebrate",0,0,10,20,20,40,10,0,82.4
"Passeriformes","Cuckoo-shrikes","Coracina pectoralis","White-breasted Cuckooshrike",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,20,80,0,0,54.4
"Passeriformes","Cuckoo-shrikes","Coracina caesia","Grey Cuckooshrike",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,50,50,0,0,47.29
"Passeriformes","Cuckoo-shrikes","Coracina azurea","Blue Cuckooshrike",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,40,60,0,0,46.1
"Passeriformes","Cuckoo-shrikes","Coracina graueri","Grauer's Cuckooshrike",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,33,33,33,0,0,67.96
"Passeriformes","Cuckoo-shrikes","Coracina cinerea","Ashy Cuckooshrike",90,0,0,0,0,0,10,0,0,0,"Invertebrate",0,0,0,0,20,80,0,0,47.2
"Passeriformes","Cuckoo-shrikes","Coracina typica","Mauritius Cuckooshrike",80,0,20,0,0,0,0,0,0,0,"Invertebrate",0,0,0,33,33,33,0,0,42.9
"Passeriformes","Cuckoo-shrikes","Coracina newtoni","Reunion Cuckooshrike",80,0,0,0,0,0,20,0,0,0,"Invertebrate",0,0,0,0,60,40,0,0,67.96
"Passeriformes","Cuckoo-shrikes","Coracina coerulescens","Blackish Cuckooshrike",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,50,50,0,0,62.84
"Passeriformes","Cuckoo-shrikes","Coracina tenuirostris","Slender-billed Cicadabird",80,0,0,0,0,0,10,0,10,0,"Invertebrate",0,0,0,20,40,40,0,0,60.92
"Passeriformes","Cuckoo-shrikes","Coracina dohertyi","Sumba Cicadabird",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,80,20,0,0,67.96
"Passeriformes","Cuckoo-shrikes","Coracina sula","Sula Cicadabird",80,0,0,0,0,0,20,0,0,0,"Invertebrate",0,0,0,60,40,0,0,0,67.96
"Passeriformes","Cuckoo-shrikes","Coracina dispar","Kai Cicadabird",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,80,20,0,0,67.96
"Passeriformes","Cuckoo-shrikes","Coracina mindanensis","Black-bibbed Cicadabird",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,0,100,0,0,58.7
"Passeriformes","Cuckoo-shrikes","Coracina morio","Sulawesi Cicadabird",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,20,80,0,0,58.1
"Passeriformes","Cuckoo-shrikes","Coracina ceramensis","Pale Cicadabird",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,40,60,0,0,47.9
"Passeriformes","Cuckoo-shrikes","Coracina incerta","Black-shouldered Cicadabird",80,0,0,0,0,0,20,0,0,0,"Invertebrate",0,0,0,0,40,60,0,0,58.89
"Passeriformes","Cuckoo-shrikes","Coracina schisticeps","Grey-headed Cuckooshrike",20,0,0,0,0,0,80,0,0,0,"FruiNect",0,0,0,0,20,80,0,0,52.8
"Passeriformes","Cuckoo-shrikes","Coracina melas","New Guinea Cuckooshrike",80,0,0,0,0,0,20,0,0,0,"Invertebrate",0,0,0,0,100,0,0,0,59.39
"Passeriformes","Cuckoo-shrikes","Coracina montana","Black-bellied Cuckooshrike",20,0,0,0,0,0,80,0,0,0,"FruiNect",0,0,0,10,10,80,0,0,79.22
"Passeriformes","Cuckoo-shrikes","Coracina holopolia","Solomons Cuckooshrike",80,0,0,0,0,0,20,0,0,0,"Invertebrate",0,0,0,0,0,100,0,0,48.9
"Passeriformes","Cuckoo-shrikes","Coracina mcgregori","McGregor's Cuckooshrike",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,30,30,40,0,0,42.6
"Passeriformes","Cuckoo-shrikes","Coracina ostenta","White-winged Cuckooshrike",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,0,100,0,0,67.96
"Passeriformes","Cuckoo-shrikes","Coracina polioptera","Indochinese Cuckooshrike",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,50,50,0,0,35.8
"Passeriformes","Cuckoo-shrikes","Coracina melaschistos","Black-winged Cuckooshrike",80,0,0,0,0,0,20,0,0,0,"Invertebrate",0,0,0,20,0,80,0,0,43
"Passeriformes","Cuckoo-shrikes","Coracina fimbriata","Lesser Cuckooshrike",80,0,0,0,0,0,10,0,10,0,"Invertebrate",0,0,0,0,0,100,0,0,29.3
"Passeriformes","Cuckoo-shrikes","Coracina melanoptera","Black-headed Cuckooshrike",80,0,0,0,0,0,20,0,0,0,"Invertebrate",0,0,20,0,20,60,0,0,29.39
"Passeriformes","Cuckoo-shrikes","Campochaera sloetii","Golden Cuckooshrike",10,0,0,0,0,0,90,0,0,0,"FruiNect",0,0,0,0,50,50,0,0,41
"Passeriformes","Cuckoo-shrikes","Lalage melanoleuca","Black-and-white Triller",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,30,40,30,0,0,46.8
"Passeriformes","Cuckoo-shrikes","Lalage nigra","Pied Triller",80,0,0,0,0,0,20,0,0,0,"Invertebrate",0,0,20,10,40,30,0,0,28.4
"Passeriformes","Cuckoo-shrikes","Lalage leucopygialis","White-rumped Triller",80,0,0,0,0,0,20,0,0,0,"Invertebrate",0,0,0,20,40,40,0,0,29.52
"Passeriformes","Cuckoo-shrikes","Lalage sueurii","White-shouldered Triller",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,100,0,0,0,0,0,26
"Passeriformes","Cuckoo-shrikes","Lalage tricolor","White-winged Triller",80,0,0,0,0,0,10,0,10,0,"Invertebrate",0,0,60,20,20,0,0,0,25
"Passeriformes","Cuckoo-shrikes","Lalage aurea","Rufous-bellied Triller",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,60,40,0,0,32
"Passeriformes","Cuckoo-shrikes","Lalage moesta","White-browed Triller",40,0,0,0,0,0,60,0,0,0,"FruiNect",0,0,0,0,50,50,0,0,29.52
"Passeriformes","Cuckoo-shrikes","Lalage atrovirens","Black-browed Triller",40,0,0,0,0,0,60,0,0,0,"FruiNect",0,0,0,0,50,50,0,0,33
"Passeriformes","Cuckoo-shrikes","Lalage leucomela","Varied Triller",80,0,0,0,0,0,10,0,10,0,"Invertebrate",0,0,0,0,0,100,0,0,29.25
"Passeriformes","Cuckoo-shrikes","Lalage maculosa","Polynesian Triller",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,100,0,0,0,0,0,30.3
"Passeriformes","Cuckoo-shrikes","Lalage sharpei","Samoan Triller",50,0,0,0,0,0,50,0,0,0,"Omnivore",0,0,0,50,50,0,0,0,28.63
"Passeriformes","Cuckoo-shrikes","Lalage leucopyga","Long-tailed Triller",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,100,0,0,0,0,0,24.3
"Passeriformes","Cuckoo-shrikes","Campephaga petiti","Petit's Cuckooshrike",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,20,80,0,0,31.34
"Passeriformes","Cuckoo-shrikes","Campephaga flava","Black Cuckooshrike",80,0,0,0,0,0,10,0,10,0,"Invertebrate",0,0,80,20,0,0,0,0,32.3
"Passeriformes","Cuckoo-shrikes","Campephaga phoenicea","Red-shouldered Cuckooshrike",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,40,30,30,0,0,0,27.1
"Passeriformes","Cuckoo-shrikes","Campephaga quiscalina","Purple-throated Cuckooshrike",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,40,60,0,0,34.5
"Passeriformes","Cuckoo-shrikes","Campephaga lobata","Western Wattled Cuckooshrike",70,0,0,0,0,0,0,0,30,0,"Invertebrate",0,0,0,0,60,40,0,0,33.1
"Passeriformes","Cuckoo-shrikes","Campephaga oriolina","Eastern Wattled Cuckooshrike",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,0,100,0,0,30.67
"Passeriformes","Cuckoo-shrikes","Pericrocotus roseus","Rosy Minivet",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,30,70,0,0,19.2
"Passeriformes","Cuckoo-shrikes","Pericrocotus cantonensis","Brown-rumped Minivet",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,0,100,0,0,16.26
"Passeriformes","Cuckoo-shrikes","Pericrocotus divaricatus","Ashy Minivet",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,0,70,30,0,24.6
"Passeriformes","Cuckoo-shrikes","Pericrocotus tegimae","Ryukyu Minivet",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,0,70,30,0,16.26
"Passeriformes","Cuckoo-shrikes","Pericrocotus cinnamomeus","Small Minivet",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,0,70,30,0,8.6
"Passeriformes","Cuckoo-shrikes","Pericrocotus igneus","Fiery Minivet",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,33,33,33,0,0,15
"Passeriformes","Cuckoo-shrikes","Pericrocotus lansbergei","Flores Minivet",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,100,0,0,0,16.26
"Passeriformes","Cuckoo-shrikes","Pericrocotus erythropygius","White-bellied Minivet",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,50,50,0,0,0,0,10.8
"Passeriformes","Cuckoo-shrikes","Pericrocotus solaris","Grey-chinned Minivet",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,0,100,0,0,14.5
"Passeriformes","Cuckoo-shrikes","Pericrocotus ethologus","Long-tailed Minivet",80,0,0,0,0,0,10,0,0,10,"Invertebrate",0,0,0,0,0,80,20,0,18.97
"Passeriformes","Cuckoo-shrikes","Pericrocotus brevirostris","Short-billed Minivet",80,0,0,0,0,0,0,0,0,20,"Invertebrate",0,0,0,33,33,33,0,0,16.49
"Passeriformes","Cuckoo-shrikes","Pericrocotus miniatus","Sunda Minivet",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,0,100,0,0,16.26
"Passeriformes","Cuckoo-shrikes","Pericrocotus flammeus","Scarlet Minivet",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,0,100,0,0,23.3
"Passeriformes","Cuckoo-shrikes","Hemipus picatus","Bar-winged Flycatcher-shrike",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,10,0,20,50,20,0,8.98
"Passeriformes","Cuckoo-shrikes","Hemipus hirundinaceus","Black-winged Flycatcher-shrike",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,0,100,0,0,10.2
"Passeriformes","Fantails","Chelidorhynx hypoxantha","Yellow-bellied Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,10,40,40,10,0,0,14.7
"Passeriformes","Fantails","Rhipidura superciliaris","Blue Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,40,60,0,0,0,13.1
"Passeriformes","Fantails","Rhipidura cyaniceps","Blue-headed Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,20,80,0,0,0,13.6
"Passeriformes","Fantails","Rhipidura phoenicura","Rufous-tailed Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,100,0,0,0,0,14.97
"Passeriformes","Fantails","Rhipidura nigrocinnamomea","Black-and-cinnamon Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,50,50,0,0,0,13
"Passeriformes","Fantails","Rhipidura albicollis","White-throated Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,40,40,20,0,0,12.9
"Passeriformes","Fantails","Rhipidura euryura","White-bellied Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,100,0,0,0,14.97
"Passeriformes","Fantails","Rhipidura aureola","White-browed Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,20,30,30,20,0,0,11.2
"Passeriformes","Fantails","Rhipidura javanica","Pied Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,20,20,60,0,0,0,12.5
"Passeriformes","Fantails","Rhipidura perlata","Spotted Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,10,0,90,0,0,0,13.4
"Passeriformes","Fantails","Rhipidura leucophrys","Willie-wagtail",70,0,10,10,0,0,0,0,10,0,"Invertebrate",0,0,0,0,50,30,20,0,27.44
"Passeriformes","Fantails","Rhipidura diluta","Brown-capped Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,100,0,0,0,0,14.97
"Passeriformes","Fantails","Rhipidura rufiventris","Northern Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,50,50,0,0,0,12
"Passeriformes","Fantails","Rhipidura fuscorufa","Cinnamon-tailed Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,20,50,30,0,0,14.97
"Passeriformes","Fantails","Rhipidura cockerelli","White-winged Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,80,20,0,0,17.5
"Passeriformes","Fantails","Rhipidura threnothorax","Sooty Thicket-fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,20,80,0,0,0,0,17.6
"Passeriformes","Fantails","Rhipidura maculipectus","Black Thicket-fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,50,50,0,0,0,0,18
"Passeriformes","Fantails","Rhipidura leucothorax","White-bellied Thicket-fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,60,20,20,0,0,17.6
"Passeriformes","Fantails","Rhipidura atra","Black Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,80,20,0,0,0,12.2
"Passeriformes","Fantails","Rhipidura hyperythra","Chestnut-bellied Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,10,90,0,0,0,11.2
"Passeriformes","Fantails","Rhipidura albolimbata","Friendly Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,100,0,0,0,10.9
"Passeriformes","Fantails","Rhipidura phasiana","Mangrove Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,20,20,20,20,20,0,6.9
"Passeriformes","Fantails","Rhipidura fuliginosa","Grey Fantail",90,0,0,0,0,0,0,0,10,0,"Invertebrate",0,0,25,25,25,25,0,0,7.53
"Passeriformes","Fantails","Rhipidura drownei","Brown Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,33,33,33,0,0,11.11
"Passeriformes","Fantails","Rhipidura tenebrosa","Dusky Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,50,50,0,0,0,17.33
"Passeriformes","Fantails","Rhipidura rennelliana","Rennell Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,10,50,40,0,0,0,14.97
"Passeriformes","Fantails","Rhipidura verreauxi","Streaked Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,20,60,20,0,0,12.9
"Passeriformes","Fantails","Rhipidura personata","Kadavu Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,33,33,33,0,35.74
"Passeriformes","Fantails","Rhipidura nebulosa","Samoan Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,50,50,0,0,0,38.49
"Passeriformes","Fantails","Rhipidura brachyrhyncha","Dimorphic Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,100,0,0,0,0,10.1
"Passeriformes","Fantails","Rhipidura teysmanni","Rusty-bellied Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,50,50,0,0,0,10.7
"Passeriformes","Fantails","Rhipidura superflua","Tawny-backed Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,100,0,0,0,0,14.97
"Passeriformes","Fantails","Rhipidura dedemi","Streaky-breasted Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,33,33,33,0,0,10.95
"Passeriformes","Fantails","Rhipidura opistherythra","Long-tailed Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,50,50,0,0,0,0,14.97
"Passeriformes","Fantails","Rhipidura lepida","Palau Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,20,60,10,10,0,0,14.97
"Passeriformes","Fantails","Rhipidura rufidorsa","Rufous-backed Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,30,70,0,0,0,9.8
"Passeriformes","Fantails","Rhipidura dahli","Bismarck Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,33,33,33,0,0,9.9
"Passeriformes","Fantails","Rhipidura matthiae","Matthias Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,33,33,33,0,0,0,14.97
"Passeriformes","Fantails","Rhipidura malaitae","Malaita Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,33,33,33,0,0,0,12
"Passeriformes","Fantails","Rhipidura kubaryi","Pohnpei Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,40,40,20,0,0,0,14.97
"Passeriformes","Fantails","Rhipidura rufifrons","Rufous Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,40,40,20,0,0,0,10.08
"Passeriformes","Fantails","Rhipidura semirubra","Manus Fantail",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,50,50,0,0,14.97
"Passeriformes","Drongos","Chaetorhynchus papuensis","Pygmy Drongo",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,100,0,0,0,37.22
"Passeriformes","Drongos","Dicrurus ludwigii","Square-tailed Drongo",90,0,0,0,0,0,0,10,0,0,"Invertebrate",0,0,0,40,40,20,0,0,29.4
"Passeriformes","Drongos","Dicrurus atripennis","Shining Drongo",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,60,40,0,0,0,38.9
"Passeriformes","Drongos","Dicrurus adsimilis","Fork-tailed Drongo",70,0,0,10,0,0,0,20,0,0,"Invertebrate",0,0,20,20,20,20,20,0,40.3
"Passeriformes","Drongos","Dicrurus modestus","Velvet-mantled Drongo",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,40,60,0,0,45.6
"Passeriformes","Drongos","Dicrurus aldabranus","Aldabra Drongo",90,0,10,0,0,0,0,0,0,0,"Invertebrate",0,0,40,30,30,0,0,0,48.43
"Passeriformes","Drongos","Dicrurus fuscipennis","Grand Comoro Drongo",60,0,0,0,0,0,40,0,0,0,"Invertebrate",0,0,20,40,40,0,0,0,50.48
"Passeriformes","Drongos","Dicrurus forficatus","Crested Drongo",80,0,10,0,0,0,10,0,0,0,"Invertebrate",0,0,0,0,20,60,20,0,47.1
"Passeriformes","Drongos","Dicrurus waldenii","Mayotte Drongo",90,0,10,0,0,0,0,0,0,0,"Invertebrate",0,0,40,40,20,0,0,0,50.48
"Passeriformes","Drongos","Dicrurus macrocercus","Black Drongo",40,10,10,0,0,10,0,20,10,0,"Omnivore",0,0,0,0,33,33,33,0,48.3
"Passeriformes","Drongos","Dicrurus leucophaeus","Ashy Drongo",80,10,10,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,40,30,30,0,37.6
"Passeriformes","Drongos","Dicrurus caerulescens","White-bellied Drongo",70,0,0,0,0,0,0,30,0,0,"Invertebrate",0,0,30,30,20,20,0,0,40
"Passeriformes","Drongos","Dicrurus annectans","Crow-billed Drongo",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,40,30,30,0,44
"Passeriformes","Drongos","Dicrurus aeneus","Bronzed Drongo",90,0,0,0,0,0,0,10,0,0,"Invertebrate",0,0,0,0,40,40,20,0,26
"Passeriformes","Drongos","Dicrurus remifer","Lesser Racket-tailed Drongo",90,0,0,0,0,0,0,10,0,0,"Invertebrate",0,0,0,20,30,30,20,0,43.1
"Passeriformes","Drongos","Dicrurus hottentottus","Hair-crested Drongo",50,0,10,0,0,0,0,40,0,0,"Omnivore",0,0,0,20,60,20,0,0,79.19
"Passeriformes","Drongos","Dicrurus balicassius","Balicassiao",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,30,30,30,10,0,72.29
"Passeriformes","Drongos","Dicrurus montanus","Sulawesi Drongo",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,40,40,20,0,61
"Passeriformes","Drongos","Dicrurus sumatranus","Sumatran Drongo",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,30,40,20,10,0,50.48
"Passeriformes","Drongos","Dicrurus densus","Wallacean Drongo",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,30,60,10,0,50.48
"Passeriformes","Drongos","Dicrurus megarhynchus","Ribbon-tailed Drongo",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,50,40,10,0,0,130
"Passeriformes","Drongos","Dicrurus bracteatus","Spangled Drongo",60,10,10,0,0,0,10,10,0,0,"Invertebrate",0,0,10,10,30,50,0,0,85.53
"Passeriformes","Drongos","Dicrurus andamanensis","Andaman Drongo",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,80,20,0,0,50.48
"Passeriformes","Drongos","Dicrurus paradiseus","Greater Racket-tailed Drongo",70,0,20,0,0,0,0,10,0,0,"Invertebrate",0,0,0,30,40,20,10,0,85.82
"Passeriformes","Chats and Old World flycatchers","Stenostira scita","Fairy Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,70,30,0,0,0,0,5.9
"Passeriformes","Monarchs","Erythrocercus mccallii","Chestnut-capped Flycatcher",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,33,33,33,0,0,7.2
"Passeriformes","Monarchs","Erythrocercus holochlorus","Yellow Flycatcher",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,20,80,0,0,0,6
"Passeriformes","Monarchs","Erythrocercus livingstonei","Livingstone's Flycatcher",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,60,40,0,0,5.9
"Passeriformes","Monarchs","Elminia longicauda","African Blue-flycatcher",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,60,40,0,0,9.9
"Passeriformes","Monarchs","Elminia albicauda","White-tailed Blue-flycatcher",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,100,0,0,0,8.33
"Passeriformes","Monarchs","Elminia nigromitrata","Dusky Crested-flycatcher",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,50,50,0,0,0,0,9.03
"Passeriformes","Monarchs","Elminia albiventris","White-bellied Crested-flycatcher",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,50,50,0,0,0,8.9
"Passeriformes","Monarchs","Elminia albonotata","White-tailed Crested-flycatcher",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,40,40,20,0,0,9.2
"Passeriformes","Monarchs","Trochocercus nitens","Blue-headed Crested-flycatcher",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,20,60,20,0,0,11.8
