"body_mass_value","diet_type","population"
866.02,"nect",0
866.02,"seed",10
866.02,"plant_o",30
1149,"inv",50
1149,"vend",0
1149,"vect",0
1149,"vfish",0
1149,"vunk",0
1149,"scav",0
1149,"fruit",30
1149,"nect",0
1149,"seed",20
1149,"plant_o",0
1330,"inv",10
1330,"vend",0
1330,"vect",0
1330,"vfish",0
1330,"vunk",0
1330,"scav",0
1330,"fruit",20
1330,"nect",0
1330,"seed",20
1330,"plant_o",50
432,"inv",0
432,"vend",0
432,"vect",0
432,"vfish",0
432,"vunk",0
432,"scav",0
432,"fruit",50
432,"nect",0
432,"seed",40
432,"plant_o",10
430.99,"inv",0
430.99,"vend",0
430.99,"vect",0
430.99,"vfish",0
430.99,"vunk",0
430.99,"scav",0
430.99,"fruit",30
430.99,"nect",0
430.99,"seed",30
430.99,"plant_o",40
367.39,"inv",0
367.39,"vend",0
367.39,"vect",0
367.39,"vfish",0
367.39,"vunk",0
367.39,"scav",0
367.39,"fruit",30
367.39,"nect",0
367.39,"seed",40
367.39,"plant_o",30
233,"inv",0
233,"vend",0
233,"vect",0
233,"vfish",0
233,"vunk",0
233,"scav",0
233,"fruit",20
233,"nect",0
233,"seed",40
233,"plant_o",40
183.86,"inv",30
183.86,"vend",0
183.86,"vect",0
183.86,"vfish",0
183.86,"vunk",0
183.86,"scav",0
183.86,"fruit",0
183.86,"nect",0
183.86,"seed",40
183.86,"plant_o",30
177.08,"inv",30
177.08,"vend",0
177.08,"vect",0
177.08,"vfish",0
177.08,"vunk",0
177.08,"scav",0
177.08,"fruit",30
177.08,"nect",0
177.08,"seed",40
177.08,"plant_o",0
165.7,"inv",0
165.7,"vend",0
165.7,"vect",0
165.7,"vfish",0
165.7,"vunk",0
165.7,"scav",0
165.7,"fruit",0
165.7,"nect",0
165.7,"seed",50
165.7,"plant_o",50
165.95,"inv",10
165.95,"vend",0
165.95,"vect",0
165.95,"vfish",0
165.95,"vunk",0
165.95,"scav",0
165.95,"fruit",0
165.95,"nect",0
165.95,"seed",40
165.95,"plant_o",50
130,"inv",10
130,"vend",0
130,"vect",0
130,"vfish",0
130,"vunk",0
130,"scav",0
130,"fruit",0
130,"nect",0
130,"seed",60
130,"plant_o",30
171.89,"inv",0
171.89,"vend",0
171.89,"vect",0
171.89,"vfish",0
171.89,"vunk",0
171.89,"scav",0
171.89,"fruit",0
171.89,"nect",0
171.89,"seed",70
171.89,"plant_o",30
129.81,"inv",0
129.81,"vend",0
129.81,"vect",0
129.81,"vfish",0
129.81,"vunk",0
129.81,"scav",0
129.81,"fruit",0
129.81,"nect",0
129.81,"seed",100
129.81,"plant_o",0
134.45,"inv",10
134.45,"vend",0
134.45,"vect",0
134.45,"vfish",0
134.45,"vunk",0
134.45,"scav",0
134.45,"fruit",0
134.45,"nect",0
134.45,"seed",90
134.45,"plant_o",0
314.06,"inv",50
314.06,"vend",0
314.06,"vect",0
314.06,"vfish",0
314.06,"vunk",0
314.06,"scav",0
314.06,"fruit",20
314.06,"nect",0
314.06,"seed",30
314.06,"plant_o",0
425.4,"inv",0
425.4,"vend",0
425.4,"vect",0
425.4,"vfish",0
425.4,"vunk",0
425.4,"scav",0
425.4,"fruit",80
425.4,"nect",0
425.4,"seed",20
425.4,"plant_o",0
335,"inv",20
335,"vend",0
335,"vect",0
335,"vfish",0
335,"vunk",0
335,"scav",0
335,"fruit",30
335,"nect",0
335,"seed",30
335,"plant_o",20
335,"inv",20
335,"vend",0
335,"vect",0
335,"vfish",0
335,"vunk",0
335,"scav",0
335,"fruit",30
335,"nect",0
335,"seed",30
335,"plant_o",20
304,"inv",20
304,"vend",0
304,"vect",0
304,"vfish",0
304,"vunk",0
304,"scav",0
304,"fruit",30
304,"nect",0
304,"seed",30
304,"plant_o",20
339.3,"inv",10
339.3,"vend",0
339.3,"vect",0
339.3,"vfish",0
339.3,"vunk",0
339.3,"scav",0
339.3,"fruit",40
339.3,"nect",0
339.3,"seed",50
339.3,"plant_o",0
322,"inv",20
322,"vend",0
322,"vect",0
322,"vfish",0
322,"vunk",0
322,"scav",0
322,"fruit",30
322,"nect",0
322,"seed",30
322,"plant_o",20
317,"inv",20
317,"vend",0
317,"vect",0
317,"vfish",0
317,"vunk",0
317,"scav",0
317,"fruit",30
317,"nect",0
317,"seed",30
317,"plant_o",20
260,"inv",20
260,"vend",0
260,"vect",0
260,"vfish",0
260,"vunk",0
260,"scav",0
260,"fruit",30
260,"nect",0
260,"seed",30
260,"plant_o",20
302,"inv",0
302,"vend",0
302,"vect",0
302,"vfish",0
302,"vunk",0
302,"scav",0
302,"fruit",50
302,"nect",0
302,"seed",50
302,"plant_o",0
340,"inv",40
340,"vend",0
340,"vect",0
340,"vfish",0
340,"vunk",0
340,"scav",0
340,"fruit",30
340,"nect",0
340,"seed",30
340,"plant_o",0
295,"inv",20
295,"vend",0
295,"vect",0
295,"vfish",0
295,"vunk",0
295,"scav",0
295,"fruit",0
295,"nect",0
295,"seed",0
295,"plant_o",80
317.43,"inv",20
317.43,"vend",0
317.43,"vect",0
317.43,"vfish",0
317.43,"vunk",0
317.43,"scav",0
317.43,"fruit",30
317.43,"nect",0
317.43,"seed",30
317.43,"plant_o",20
335.81,"inv",20
335.81,"vend",0
335.81,"vect",0
335.81,"vfish",0
335.81,"vunk",0
335.81,"scav",0
335.81,"fruit",30
335.81,"nect",0
335.81,"seed",30
335.81,"plant_o",20
303.83,"inv",20
303.83,"vend",0
303.83,"vect",0
303.83,"vfish",0
303.83,"vunk",0
303.83,"scav",0
303.83,"fruit",0
303.83,"nect",0
303.83,"seed",30
303.83,"plant_o",50
201.75,"inv",20
201.75,"vend",0
201.75,"vect",0
201.75,"vfish",0
201.75,"vunk",0
201.75,"scav",0
201.75,"fruit",0
201.75,"nect",0
201.75,"seed",40
201.75,"plant_o",40
185.38,"inv",40
185.38,"vend",0
185.38,"vect",0
185.38,"vfish",0
185.38,"vunk",0
185.38,"scav",0
185.38,"fruit",10
185.38,"nect",0
185.38,"seed",10
185.38,"plant_o",40
199.18,"inv",40
199.18,"vend",0
199.18,"vect",0
199.18,"vfish",0
199.18,"vunk",0
199.18,"scav",0
199.18,"fruit",10
199.18,"nect",0
199.18,"seed",10
199.18,"plant_o",40
150,"inv",60
150,"vend",0
150,"vect",0
150,"vfish",0
150,"vunk",0
150,"scav",0
150,"fruit",0
150,"nect",0
150,"seed",40
150,"plant_o",0
3150,"inv",10
3150,"vend",0
3150,"vect",0
3150,"vfish",0
3150,"vunk",0
3150,"scav",0
3150,"fruit",0
3150,"nect",0
3150,"seed",0
3150,"plant_o",90
2557.64,"inv",0
2557.64,"vend",0
2557.64,"vect",0
2557.64,"vfish",0
2557.64,"vunk",0
2557.64,"scav",0
2557.64,"fruit",0
2557.64,"nect",0
2557.64,"seed",0
2557.64,"plant_o",100
4400,"inv",0
4400,"vend",0
4400,"vect",0
4400,"vfish",0
4400,"vunk",0
4400,"scav",0
4400,"fruit",0
4400,"nect",0
4400,"seed",20
4400,"plant_o",80
2393.4,"inv",0
2393.4,"vend",0
2393.4,"vect",0
2393.4,"vfish",0
2393.4,"vunk",0
2393.4,"scav",0
2393.4,"fruit",0
2393.4,"nect",0
2393.4,"seed",30
2393.4,"plant_o",70
800,"inv",50
800,"vend",0
800,"vect",0
800,"vfish",0
800,"vunk",0
800,"scav",0
800,"fruit",0
800,"nect",0
800,"seed",50
800,"plant_o",0
789.99,"inv",0
789.99,"vend",0
789.99,"vect",0
789.99,"vfish",0
789.99,"vunk",0
789.99,"scav",0
789.99,"fruit",0
789.99,"nect",0
789.99,"seed",20
789.99,"plant_o",80
756.37,"inv",0
756.37,"vend",0
756.37,"vect",0
756.37,"vfish",0
756.37,"vunk",0
756.37,"scav",0
756.37,"fruit",20
756.37,"nect",0
756.37,"seed",20
756.37,"plant_o",60
796.18,"inv",0
796.18,"vend",0
796.18,"vect",0
796.18,"vfish",0
796.18,"vunk",0
796.18,"scav",0
796.18,"fruit",0
796.18,"nect",0
796.18,"seed",0
796.18,"plant_o",100
519.61,"inv",0
519.61,"vend",0
519.61,"vect",0
519.61,"vfish",0
519.61,"vunk",0
519.61,"scav",0
519.61,"fruit",0
519.61,"nect",0
519.61,"seed",20
519.61,"plant_o",80
689.99,"inv",30
689.99,"vend",0
689.99,"vect",0
689.99,"vfish",0
689.99,"vunk",0
689.99,"scav",0
689.99,"fruit",10
689.99,"nect",0
689.99,"seed",20
689.99,"plant_o",40
1150,"inv",0
1150,"vend",0
1150,"vect",0
1150,"vfish",0
1150,"vunk",0
1150,"scav",0
1150,"fruit",40
1150,"nect",0
1150,"seed",30
1150,"plant_o",30
755.3,"inv",10
755.3,"vend",0
755.3,"vect",0
755.3,"vfish",0
755.3,"vunk",0
755.3,"scav",0
755.3,"fruit",0
755.3,"nect",0
755.3,"seed",0
755.3,"plant_o",90
698.33,"inv",10
698.33,"vend",0
698.33,"vect",0
698.33,"vfish",0
698.33,"vunk",0
698.33,"scav",0
698.33,"fruit",0
698.33,"nect",0
698.33,"seed",0
698.33,"plant_o",90
364.97,"inv",20
364.97,"vend",0
364.97,"vect",0
364.97,"vfish",0
364.97,"vunk",0
364.97,"scav",0
364.97,"fruit",0
364.97,"nect",0
364.97,"seed",20
364.97,"plant_o",60
608.15,"inv",60
608.15,"vend",0
608.15,"vect",0
608.15,"vfish",0
608.15,"vunk",0
608.15,"scav",0
608.15,"fruit",0
608.15,"nect",0
608.15,"seed",40
608.15,"plant_o",0
661.09,"inv",10
661.09,"vend",0
661.09,"vect",0
661.09,"vfish",0
661.09,"vunk",0
661.09,"scav",0
661.09,"fruit",0
661.09,"nect",0
661.09,"seed",30
661.09,"plant_o",60
674,"inv",30
674,"vend",0
674,"vect",0
674,"vfish",0
674,"vunk",0
674,"scav",0
674,"fruit",0
674,"nect",0
674,"seed",40
674,"plant_o",30
642.68,"inv",30
642.68,"vend",0
642.68,"vect",0
642.68,"vfish",0
642.68,"vunk",0
642.68,"scav",0
642.68,"fruit",0
642.68,"nect",0
642.68,"seed",40
642.68,"plant_o",30
798,"inv",40
798,"vend",0
798,"vect",0
798,"vfish",0
798,"vunk",0
798,"scav",0
798,"fruit",0
798,"nect",0
798,"seed",30
798,"plant_o",30
1928.54,"inv",60
1928.54,"vend",10
1928.54,"vect",10
1928.54,"vfish",10
1928.54,"vunk",0
1928.54,"scav",0
1928.54,"fruit",0
1928.54,"nect",0
1928.54,"seed",10
1928.54,"plant_o",0
538.37,"inv",20
538.37,"vend",0
538.37,"vect",0
538.37,"vfish",0
538.37,"vunk",0
538.37,"scav",0
538.37,"fruit",0
538.37,"nect",0
538.37,"seed",40
538.37,"plant_o",40
903.27,"inv",10
903.27,"vend",0
903.27,"vect",0
903.27,"vfish",0
903.27,"vunk",0
903.27,"scav",0
903.27,"fruit",0
903.27,"nect",0
903.27,"seed",20
903.27,"plant_o",70
10682.04,"inv",10
10682.04,"vend",0
10682.04,"vect",10
10682.04,"vfish",0
10682.04,"vunk",0
10682.04,"scav",0
10682.04,"fruit",0
10682.04,"nect",0
10682.04,"seed",0
10682.04,"plant_o",80
5623.16,"inv",0
5623.16,"vend",0
5623.16,"vect",0
5623.16,"vfish",0
5623.16,"vunk",0
5623.16,"scav",0
5623.16,"fruit",0
5623.16,"nect",0
5623.16,"seed",0
5623.16,"plant_o",100
4711.68,"inv",10
4711.68,"vend",0
4711.68,"vect",0
4711.68,"vfish",0
4711.68,"vunk",0
4711.68,"scav",0
4711.68,"fruit",0
4711.68,"nect",0
4711.68,"seed",0
4711.68,"plant_o",90
9349.99,"inv",0
9349.99,"vend",0
9349.99,"vect",0
9349.99,"vfish",0
9349.99,"vunk",0
9349.99,"scav",0
9349.99,"fruit",0
9349.99,"nect",0
9349.99,"seed",0
9349.99,"plant_o",100
11071.13,"inv",10
11071.13,"vend",0
11071.13,"vect",0
11071.13,"vfish",0
11071.13,"vunk",0
11071.13,"scav",0
11071.13,"fruit",0
11071.13,"nect",0
11071.13,"seed",20
11071.13,"plant_o",70
6377.96,"inv",0
6377.96,"vend",0
6377.96,"vect",0
6377.96,"vfish",0
6377.96,"vunk",0
6377.96,"scav",0
6377.96,"fruit",0
6377.96,"nect",0
6377.96,"seed",0
6377.96,"plant_o",100
4294.78,"inv",30
4294.78,"vend",0
4294.78,"vect",0
4294.78,"vfish",30
4294.78,"vunk",0
4294.78,"scav",0
4294.78,"fruit",0
4294.78,"nect",0
4294.78,"seed",0
4294.78,"plant_o",40
3511.94,"inv",0
3511.94,"vend",0
3511.94,"vect",0
3511.94,"vfish",0
3511.94,"vunk",0
3511.94,"scav",0
3511.94,"fruit",0
3511.94,"nect",0
3511.94,"seed",0
3511.94,"plant_o",100
2642.04,"inv",0
2642.04,"vend",0
2642.04,"vect",0
2642.04,"vfish",0
2642.04,"vunk",0
2642.04,"scav",0
2642.04,"fruit",10
2642.04,"nect",0
2642.04,"seed",0
2642.04,"plant_o",90
2754.73,"inv",0
2754.73,"vend",0
2754.73,"vect",0
2754.73,"vfish",0
2754.73,"vunk",0
2754.73,"scav",0
2754.73,"fruit",20
2754.73,"nect",0
2754.73,"seed",0
2754.73,"plant_o",80
2506.39,"inv",0
2506.39,"vend",0
2506.39,"vect",0
2506.39,"vfish",0
2506.39,"vunk",0
2506.39,"scav",0
2506.39,"fruit",10
2506.39,"nect",0
2506.39,"seed",0
2506.39,"plant_o",90
1755.5,"inv",0
1755.5,"vend",0
1755.5,"vect",0
1755.5,"vfish",0
1755.5,"vunk",0
1755.5,"scav",0
1755.5,"fruit",0
1755.5,"nect",0
1755.5,"seed",0
1755.5,"plant_o",100
3302.41,"inv",0
3302.41,"vend",0
3302.41,"vect",0
3302.41,"vfish",0
3302.41,"vunk",0
3302.41,"scav",0
3302.41,"fruit",10
3302.41,"nect",0
3302.41,"seed",10
3302.41,"plant_o",80
2212.55,"inv",0
2212.55,"vend",0
2212.55,"vect",0
2212.55,"vfish",0
2212.55,"vunk",0
2212.55,"scav",0
2212.55,"fruit",0
2212.55,"nect",0
2212.55,"seed",0
2212.55,"plant_o",100
2636.15,"inv",0
2636.15,"vend",0
2636.15,"vect",0
2636.15,"vfish",0
2636.15,"vunk",0
2636.15,"scav",0
2636.15,"fruit",0
2636.15,"nect",0
2636.15,"seed",10
2636.15,"plant_o",90
1635.99,"inv",0
1635.99,"vend",0
1635.99,"vect",0
1635.99,"vfish",0
1635.99,"vunk",0
1635.99,"scav",0
1635.99,"fruit",0
1635.99,"nect",0
1635.99,"seed",0
1635.99,"plant_o",100
2136.49,"inv",10
2136.49,"vend",0
2136.49,"vect",0
2136.49,"vfish",0
2136.49,"vunk",0
2136.49,"scav",0
2136.49,"fruit",20
2136.49,"nect",0
2136.49,"seed",0
2136.49,"plant_o",70
2044.12,"inv",0
2044.12,"vend",0
2044.12,"vect",0
2044.12,"vfish",0
2044.12,"vunk",0
2044.12,"scav",0
2044.12,"fruit",0
2044.12,"nect",20
2044.12,"seed",0
2044.12,"plant_o",80
2811.68,"inv",0
2811.68,"vend",0
2811.68,"vect",0
2811.68,"vfish",0
2811.68,"vunk",0
2811.68,"scav",0
2811.68,"fruit",10
2811.68,"nect",0
2811.68,"seed",0
2811.68,"plant_o",90
1683.97,"inv",0
1683.97,"vend",0
1683.97,"vect",0
1683.97,"vfish",0
1683.97,"vunk",0
1683.97,"scav",0
1683.97,"fruit",0
1683.97,"nect",0
1683.97,"seed",10
1683.97,"plant_o",90
1277.91,"inv",0
1277.91,"vend",0
1277.91,"vect",0
1277.91,"vfish",0
1277.91,"vunk",0
1277.91,"scav",0
1277.91,"fruit",0
1277.91,"nect",0
1277.91,"seed",0
1277.91,"plant_o",100
1226.47,"inv",0
1226.47,"vend",0
1226.47,"vect",0
1226.47,"vfish",0
1226.47,"vunk",0
1226.47,"scav",0
1226.47,"fruit",0
1226.47,"nect",0
1226.47,"seed",0
1226.47,"plant_o",100
3559.99,"inv",0
3559.99,"vend",0
3559.99,"vect",0
3559.99,"vfish",0
3559.99,"vunk",0
3559.99,"scav",0
3559.99,"fruit",0
3559.99,"nect",0
3559.99,"seed",20
3559.99,"plant_o",80
3869,"inv",0
3869,"vend",0
3869,"vect",0
3869,"vfish",10
3869,"vunk",0
3869,"scav",0
3869,"fruit",10
3869,"nect",0
3869,"seed",20
3869,"plant_o",60
2610,"inv",30
2610,"vend",0
2610,"vect",0
2610,"vfish",0
2610,"vunk",0
2610,"scav",0
2610,"fruit",0
2610,"nect",0
2610,"seed",30
2610,"plant_o",40
1235.03,"inv",10
1235.03,"vend",0
1235.03,"vect",0
1235.03,"vfish",0
1235.03,"vunk",10
1235.03,"scav",0
1235.03,"fruit",0
1235.03,"nect",0
1235.03,"seed",20
1235.03,"plant_o",60
1182,"inv",20
1182,"vend",0
1182,"vect",0
1182,"vfish",0
1182,"vunk",0
1182,"scav",0
1182,"fruit",0
1182,"nect",0
1182,"seed",30
1182,"plant_o",50
1418.68,"inv",40
1418.68,"vend",0
1418.68,"vect",0
1418.68,"vfish",10
1418.68,"vunk",0
1418.68,"scav",0
1418.68,"fruit",0
1418.68,"nect",0
1418.68,"seed",20
1418.68,"plant_o",30
1540.95,"inv",50
1540.95,"vend",0
1540.95,"vect",0
1540.95,"vfish",0
1540.95,"vunk",0
1540.95,"scav",0
1540.95,"fruit",0
1540.95,"nect",0
1540.95,"seed",0
1540.95,"plant_o",50
1146.83,"inv",70
1146.83,"vend",0
1146.83,"vect",0
1146.83,"vfish",20
1146.83,"vunk",0
1146.83,"scav",0
1146.83,"fruit",0
1146.83,"nect",0
1146.83,"seed",0
1146.83,"plant_o",10
885.22,"inv",80
885.22,"vend",0
885.22,"vect",0
885.22,"vfish",0
885.22,"vunk",0
885.22,"scav",0
885.22,"fruit",0
885.22,"nect",0
885.22,"seed",0
885.22,"plant_o",20
372.79,"inv",70
372.79,"vend",0
372.79,"vect",0
372.79,"vfish",0
372.79,"vunk",0
372.79,"scav",0
372.79,"fruit",0
372.79,"nect",0
372.79,"seed",0
372.79,"plant_o",30
1873,"inv",10
1873,"vend",0
1873,"vect",0
1873,"vfish",0
1873,"vunk",0
1873,"scav",0
1873,"fruit",0
1873,"nect",0
1873,"seed",0
1873,"plant_o",90
1250,"inv",20
1250,"vend",0
1250,"vect",0
1250,"vfish",0
1250,"vunk",0
1250,"scav",0
1250,"fruit",0
1250,"nect",0
1250,"seed",0
1250,"plant_o",80
2037,"inv",0
2037,"vend",0
2037,"vect",0
2037,"vfish",0
2037,"vunk",0
2037,"scav",0
2037,"fruit",0
2037,"nect",0
2037,"seed",0
2037,"plant_o",100
2880.37,"inv",0
2880.37,"vend",0
2880.37,"vect",0
2880.37,"vfish",0
2880.37,"vunk",0
2880.37,"scav",0
2880.37,"fruit",0
2880.37,"nect",0
2880.37,"seed",20
2880.37,"plant_o",80
2281.8,"inv",0
2281.8,"vend",0
2281.8,"vect",0
2281.8,"vfish",0
2281.8,"vunk",0
2281.8,"scav",0
2281.8,"fruit",20
2281.8,"nect",0
2281.8,"seed",0
2281.8,"plant_o",80
2007.14,"inv",0
2007.14,"vend",0
2007.14,"vect",0
2007.14,"vfish",0
2007.14,"vunk",0
2007.14,"scav",0
2007.14,"fruit",0
2007.14,"nect",0
2007.14,"seed",20
2007.14,"plant_o",80
2086,"inv",0
2086,"vend",0
2086,"vect",0
2086,"vfish",0
2086,"vunk",0
2086,"scav",0
2086,"fruit",0
2086,"nect",0
2086,"seed",20
2086,"plant_o",80
1520,"inv",10
1520,"vend",0
1520,"vect",10
1520,"vfish",0
1520,"vunk",0
1520,"scav",0
1520,"fruit",0
1520,"nect",0
1520,"seed",0
1520,"plant_o",80
829.99,"inv",80
829.99,"vend",0
829.99,"vect",0
829.99,"vfish",0
829.99,"vunk",0
829.99,"scav",0
829.99,"fruit",0
829.99,"nect",0
829.99,"seed",0
829.99,"plant_o",20
398.82,"inv",90
398.82,"vend",0
398.82,"vect",0
398.82,"vfish",10
398.82,"vunk",0
398.82,"scav",0
398.82,"fruit",0
398.82,"nect",0
398.82,"seed",0
398.82,"plant_o",0
4737.59,"inv",90
4737.59,"vend",0
4737.59,"vect",0
4737.59,"vfish",10
4737.59,"vunk",0
4737.59,"scav",0
4737.59,"fruit",0
4737.59,"nect",0
4737.59,"seed",0
4737.59,"plant_o",0
3013,"inv",100
3013,"vend",0
3013,"vect",0
3013,"vfish",0
3013,"vunk",0
3013,"scav",0
3013,"fruit",0
3013,"nect",0
3013,"seed",0
3013,"plant_o",0
3450,"inv",100
3450,"vend",0
3450,"vect",0
3450,"vfish",0
3450,"vunk",0
3450,"scav",0
3450,"fruit",0
3450,"nect",0
3450,"seed",0
3450,"plant_o",0
2821.55,"inv",100
2821.55,"vend",0
2821.55,"vect",0
2821.55,"vfish",0
2821.55,"vunk",0
2821.55,"scav",0
2821.55,"fruit",0
2821.55,"nect",0
2821.55,"seed",0
2821.55,"plant_o",0
790,"inv",80
790,"vend",0
790,"vect",0
790,"vfish",0
790,"vunk",0
790,"scav",0
790,"fruit",0
790,"nect",0
790,"seed",10
790,"plant_o",10
2415.78,"inv",30
2415.78,"vend",0
2415.78,"vect",10
2415.78,"vfish",10
2415.78,"vunk",0
2415.78,"scav",0
2415.78,"fruit",0
2415.78,"nect",0
2415.78,"seed",20
2415.78,"plant_o",30
2937.39,"inv",40
2937.39,"vend",0
2937.39,"vect",0
2937.39,"vfish",0
2937.39,"vunk",0
2937.39,"scav",0
2937.39,"fruit",0
2937.39,"nect",0
2937.39,"seed",20
2937.39,"plant_o",40
657.59,"inv",0
657.59,"vend",0
657.59,"vect",0
657.59,"vfish",0
657.59,"vunk",0
657.59,"scav",0
657.59,"fruit",0
657.59,"nect",0
657.59,"seed",50
657.59,"plant_o",50
567.04,"inv",20
567.04,"vend",0
567.04,"vect",0
567.04,"vfish",10
567.04,"vunk",0
567.04,"scav",0
567.04,"fruit",0
567.04,"nect",0
567.04,"seed",40
567.04,"plant_o",30
1019.93,"inv",90
1019.93,"vend",0
1019.93,"vect",0
1019.93,"vfish",0
1019.93,"vunk",0
1019.93,"scav",0
1019.93,"fruit",0
1019.93,"nect",0
1019.93,"seed",0
1019.93,"plant_o",10
306.98,"inv",10
306.98,"vend",0
306.98,"vect",0
306.98,"vfish",0
306.98,"vunk",0
306.98,"scav",0
306.98,"fruit",0
306.98,"nect",0
306.98,"seed",20
306.98,"plant_o",70
391.33,"inv",10
391.33,"vend",0
391.33,"vect",0
391.33,"vfish",0
391.33,"vunk",0
391.33,"scav",0
391.33,"fruit",0
391.33,"nect",0
391.33,"seed",30
391.33,"plant_o",60
266,"inv",20
266,"vend",0
266,"vect",0
266,"vfish",20
266,"vunk",0
266,"scav",0
266,"fruit",0
266,"nect",0
266,"seed",40
266,"plant_o",20
362.78,"inv",0
362.78,"vend",0
362.78,"vect",0
362.78,"vfish",0
362.78,"vunk",0
362.78,"scav",0
362.78,"fruit",0
362.78,"nect",0
362.78,"seed",40
362.78,"plant_o",60
807.46,"inv",0
807.46,"vend",0
807.46,"vect",0
807.46,"vfish",0
807.46,"vunk",0
807.46,"scav",0
807.46,"fruit",0
807.46,"nect",0
807.46,"seed",0
807.46,"plant_o",100
499.99,"inv",20
499.99,"vend",0
499.99,"vect",0
499.99,"vfish",0
499.99,"vunk",0
499.99,"scav",0
499.99,"fruit",40
499.99,"nect",0
499.99,"seed",0
499.99,"plant_o",40
324,"inv",90
324,"vend",0
324,"vect",0
324,"vfish",0
324,"vunk",10
324,"scav",0
324,"fruit",0
324,"nect",0
324,"seed",0
324,"plant_o",0
1496.07,"inv",20
1496.07,"vend",0
1496.07,"vect",0
1496.07,"vfish",0
1496.07,"vunk",0
1496.07,"scav",0
1496.07,"fruit",0
1496.07,"nect",0
1496.07,"seed",30
1496.07,"plant_o",50
402,"inv",40
402,"vend",0
402,"vect",40
402,"vfish",0
402,"vunk",0
402,"scav",0
402,"fruit",0
402,"nect",0
402,"seed",10
402,"plant_o",10
915.58,"inv",0
915.58,"vend",0
915.58,"vect",0
915.58,"vfish",0
915.58,"vunk",0
915.58,"scav",0
915.58,"fruit",0
915.58,"nect",0
915.58,"seed",30
915.58,"plant_o",70
645.83,"inv",10
645.83,"vend",0
645.83,"vect",0
645.83,"vfish",0
645.83,"vunk",0
645.83,"scav",0
645.83,"fruit",0
645.83,"nect",0
645.83,"seed",30
645.83,"plant_o",60
770.03,"inv",0
770.03,"vend",0
770.03,"vect",0
770.03,"vfish",0
770.03,"vunk",0
770.03,"scav",0
770.03,"fruit",0
770.03,"nect",0
770.03,"seed",20
770.03,"plant_o",80
754.61,"inv",0
754.61,"vend",0
754.61,"vect",0
754.61,"vfish",0
754.61,"vunk",0
754.61,"scav",0
754.61,"fruit",0
754.61,"nect",0
754.61,"seed",0
754.61,"plant_o",100
923.16,"inv",0
923.16,"vend",0
923.16,"vect",0
923.16,"vfish",0
923.16,"vunk",0
923.16,"scav",0
923.16,"fruit",0
923.16,"nect",0
923.16,"seed",0
923.16,"plant_o",100
981.49,"inv",30
981.49,"vend",0
981.49,"vect",0
981.49,"vfish",20
981.49,"vunk",0
981.49,"scav",0
981.49,"fruit",0
981.49,"nect",0
981.49,"seed",0
981.49,"plant_o",50
1240.96,"inv",40
1240.96,"vend",0
1240.96,"vect",0
1240.96,"vfish",0
1240.96,"vunk",0
1240.96,"scav",0
1240.96,"fruit",0
1240.96,"nect",0
1240.96,"seed",30
1240.96,"plant_o",30
843.42,"inv",40
843.42,"vend",0
843.42,"vect",10
843.42,"vfish",10
843.42,"vunk",0
843.42,"scav",0
843.42,"fruit",0
843.42,"nect",0
843.42,"seed",20
843.42,"plant_o",20
999.96,"inv",10
999.96,"vend",0
999.96,"vect",0
999.96,"vfish",0
999.96,"vunk",0
999.96,"scav",0
999.96,"fruit",0
999.96,"nect",0
999.96,"seed",30
999.96,"plant_o",60
882.76,"inv",10
882.76,"vend",0
882.76,"vect",0
882.76,"vfish",0
882.76,"vunk",0
882.76,"scav",0
882.76,"fruit",0
882.76,"nect",0
882.76,"seed",30
882.76,"plant_o",60
832.04,"inv",40
832.04,"vend",0
832.04,"vect",10
832.04,"vfish",0
832.04,"vunk",0
832.04,"scav",0
832.04,"fruit",0
832.04,"nect",0
832.04,"seed",20
832.04,"plant_o",30
1008,"inv",30
1008,"vend",0
1008,"vect",0
1008,"vfish",0
1008,"vunk",0
1008,"scav",0
1008,"fruit",0
1008,"nect",0
1008,"seed",20
1008,"plant_o",50
959.22,"inv",20
959.22,"vend",0
959.22,"vect",0
959.22,"vfish",0
959.22,"vunk",0
959.22,"scav",0
959.22,"fruit",0
959.22,"nect",0
959.22,"seed",30
959.22,"plant_o",50
359.44,"inv",10
359.44,"vend",0
359.44,"vect",0
359.44,"vfish",0
359.44,"vunk",0
359.44,"scav",0
359.44,"fruit",0
359.44,"nect",0
359.44,"seed",30
359.44,"plant_o",60
377.45,"inv",20
377.45,"vend",0
377.45,"vect",0
377.45,"vfish",0
377.45,"vunk",0
377.45,"scav",0
377.45,"fruit",0
377.45,"nect",0
377.45,"seed",30
377.45,"plant_o",50
591.46,"inv",60
591.46,"vend",0
591.46,"vect",20
591.46,"vfish",0
591.46,"vunk",0
591.46,"scav",0
591.46,"fruit",0
591.46,"nect",0
591.46,"seed",10
591.46,"plant_o",10
465.43,"inv",30
465.43,"vend",0
465.43,"vect",0
465.43,"vfish",0
465.43,"vunk",0
465.43,"scav",0
465.43,"fruit",0
465.43,"nect",0
465.43,"seed",40
465.43,"plant_o",30
638.96,"inv",80
638.96,"vend",0
638.96,"vect",0
638.96,"vfish",0
638.96,"vunk",0
638.96,"scav",0
638.96,"fruit",0
638.96,"nect",0
638.96,"seed",10
638.96,"plant_o",10
612.56,"inv",60
612.56,"vend",0
612.56,"vect",0
612.56,"vfish",0
