"body_mass_value","diet_type","population"
78.64,"scav",0
78.64,"fruit",0
78.64,"nect",0
78.64,"seed",0
78.64,"plant_o",20
78.64,"inv",80
78.64,"vend",0
78.64,"vect",0
78.64,"vfish",0
78.64,"vunk",0
78.64,"scav",0
78.64,"fruit",20
78.64,"nect",0
78.64,"seed",0
78.64,"plant_o",0
49,"inv",40
49,"vend",0
49,"vect",0
49,"vfish",0
49,"vunk",0
49,"scav",0
49,"fruit",30
49,"nect",0
49,"seed",30
49,"plant_o",0
40.4,"inv",50
40.4,"vend",0
40.4,"vect",0
40.4,"vfish",0
40.4,"vunk",0
40.4,"scav",0
40.4,"fruit",50
40.4,"nect",0
40.4,"seed",0
40.4,"plant_o",0
31.38,"inv",60
31.38,"vend",0
31.38,"vect",0
31.38,"vfish",0
31.38,"vunk",0
31.38,"scav",10
31.38,"fruit",20
31.38,"nect",0
31.38,"seed",10
31.38,"plant_o",0
30.5,"inv",50
30.5,"vend",0
30.5,"vect",0
30.5,"vfish",0
30.5,"vunk",0
30.5,"scav",0
30.5,"fruit",50
30.5,"nect",0
30.5,"seed",0
30.5,"plant_o",0
32.7,"inv",100
32.7,"vend",0
32.7,"vect",0
32.7,"vfish",0
32.7,"vunk",0
32.7,"scav",0
32.7,"fruit",0
32.7,"nect",0
32.7,"seed",0
32.7,"plant_o",0
17.8,"inv",100
17.8,"vend",0
17.8,"vect",0
17.8,"vfish",0
17.8,"vunk",0
17.8,"scav",0
17.8,"fruit",0
17.8,"nect",0
17.8,"seed",0
17.8,"plant_o",0
23.6,"inv",100
23.6,"vend",0
23.6,"vect",0
23.6,"vfish",0
23.6,"vunk",0
23.6,"scav",0
23.6,"fruit",0
23.6,"nect",0
23.6,"seed",0
23.6,"plant_o",0
27.2,"inv",100
27.2,"vend",0
27.2,"vect",0
27.2,"vfish",0
27.2,"vunk",0
27.2,"scav",0
27.2,"fruit",0
27.2,"nect",0
27.2,"seed",0
27.2,"plant_o",0
21,"inv",100
21,"vend",0
21,"vect",0
21,"vfish",0
21,"vunk",0
21,"scav",0
21,"fruit",0
21,"nect",0
21,"seed",0
21,"plant_o",0
26.8,"inv",100
26.8,"vend",0
26.8,"vect",0
26.8,"vfish",0
26.8,"vunk",0
26.8,"scav",0
26.8,"fruit",0
26.8,"nect",0
26.8,"seed",0
26.8,"plant_o",0
25.5,"inv",100
25.5,"vend",0
25.5,"vect",0
25.5,"vfish",0
25.5,"vunk",0
25.5,"scav",0
25.5,"fruit",0
25.5,"nect",0
25.5,"seed",0
25.5,"plant_o",0
26.23,"inv",80
26.23,"vend",0
26.23,"vect",0
26.23,"vfish",0
26.23,"vunk",0
26.23,"scav",0
26.23,"fruit",0
26.23,"nect",0
26.23,"seed",0
26.23,"plant_o",20
21.4,"inv",100
21.4,"vend",0
21.4,"vect",0
21.4,"vfish",0
21.4,"vunk",0
21.4,"scav",0
21.4,"fruit",0
21.4,"nect",0
21.4,"seed",0
21.4,"plant_o",0
23.92,"inv",80
23.92,"vend",0
23.92,"vect",0
23.92,"vfish",0
23.92,"vunk",0
23.92,"scav",0
23.92,"fruit",0
23.92,"nect",0
23.92,"seed",0
23.92,"plant_o",20
17.1,"inv",100
17.1,"vend",0
17.1,"vect",0
17.1,"vfish",0
17.1,"vunk",0
17.1,"scav",0
17.1,"fruit",0
17.1,"nect",0
17.1,"seed",0
17.1,"plant_o",0
23.16,"inv",100
23.16,"vend",0
23.16,"vect",0
23.16,"vfish",0
23.16,"vunk",0
23.16,"scav",0
23.16,"fruit",0
23.16,"nect",0
23.16,"seed",0
23.16,"plant_o",0
21.5,"inv",100
21.5,"vend",0
21.5,"vect",0
21.5,"vfish",0
21.5,"vunk",0
21.5,"scav",0
21.5,"fruit",0
21.5,"nect",0
21.5,"seed",0
21.5,"plant_o",0
23.16,"inv",80
23.16,"vend",0
23.16,"vect",0
23.16,"vfish",0
23.16,"vunk",0
23.16,"scav",0
23.16,"fruit",0
23.16,"nect",0
23.16,"seed",0
23.16,"plant_o",20
26,"inv",100
26,"vend",0
26,"vect",0
26,"vfish",0
26,"vunk",0
26,"scav",0
26,"fruit",0
26,"nect",0
26,"seed",0
26,"plant_o",0
30,"inv",100
30,"vend",0
30,"vect",0
30,"vfish",0
30,"vunk",0
30,"scav",0
30,"fruit",0
30,"nect",0
30,"seed",0
30,"plant_o",0
25.1,"inv",100
25.1,"vend",0
25.1,"vect",0
25.1,"vfish",0
25.1,"vunk",0
25.1,"scav",0
25.1,"fruit",0
25.1,"nect",0
25.1,"seed",0
25.1,"plant_o",0
19.34,"inv",100
19.34,"vend",0
19.34,"vect",0
19.34,"vfish",0
19.34,"vunk",0
19.34,"scav",0
19.34,"fruit",0
19.34,"nect",0
19.34,"seed",0
19.34,"plant_o",0
17.08,"inv",100
17.08,"vend",0
17.08,"vect",0
17.08,"vfish",0
17.08,"vunk",0
17.08,"scav",0
17.08,"fruit",0
17.08,"nect",0
17.08,"seed",0
17.08,"plant_o",0
18.1,"inv",90
18.1,"vend",0
18.1,"vect",0
18.1,"vfish",0
18.1,"vunk",0
18.1,"scav",0
18.1,"fruit",10
18.1,"nect",0
18.1,"seed",0
18.1,"plant_o",0
27.2,"inv",90
27.2,"vend",0
27.2,"vect",0
27.2,"vfish",0
27.2,"vunk",0
27.2,"scav",0
27.2,"fruit",0
27.2,"nect",0
27.2,"seed",10
27.2,"plant_o",0
32.11,"inv",80
32.11,"vend",0
32.11,"vect",0
32.11,"vfish",0
32.11,"vunk",0
32.11,"scav",0
32.11,"fruit",0
32.11,"nect",0
32.11,"seed",0
32.11,"plant_o",20
16.5,"inv",100
16.5,"vend",0
16.5,"vect",0
16.5,"vfish",0
16.5,"vunk",0
16.5,"scav",0
16.5,"fruit",0
16.5,"nect",0
16.5,"seed",0
16.5,"plant_o",0
30.8,"inv",100
30.8,"vend",0
30.8,"vect",0
30.8,"vfish",0
30.8,"vunk",0
30.8,"scav",0
30.8,"fruit",0
30.8,"nect",0
30.8,"seed",0
30.8,"plant_o",0
30.6,"inv",100
30.6,"vend",0
30.6,"vect",0
30.6,"vfish",0
30.6,"vunk",0
30.6,"scav",0
30.6,"fruit",0
30.6,"nect",0
30.6,"seed",0
30.6,"plant_o",0
37,"inv",90
37,"vend",0
37,"vect",10
37,"vfish",0
37,"vunk",0
37,"scav",0
37,"fruit",0
37,"nect",0
37,"seed",0
37,"plant_o",0
48.4,"inv",100
48.4,"vend",0
48.4,"vect",0
48.4,"vfish",0
48.4,"vunk",0
48.4,"scav",0
48.4,"fruit",0
48.4,"nect",0
48.4,"seed",0
48.4,"plant_o",0
22.2,"inv",100
22.2,"vend",0
22.2,"vect",0
22.2,"vfish",0
22.2,"vunk",0
22.2,"scav",0
22.2,"fruit",0
22.2,"nect",0
22.2,"seed",0
22.2,"plant_o",0
27.9,"inv",90
27.9,"vend",0
27.9,"vect",0
27.9,"vfish",0
27.9,"vunk",0
27.9,"scav",0
27.9,"fruit",0
27.9,"nect",0
27.9,"seed",10
27.9,"plant_o",0
24.8,"inv",80
24.8,"vend",0
24.8,"vect",0
24.8,"vfish",0
24.8,"vunk",0
24.8,"scav",0
24.8,"fruit",10
24.8,"nect",0
24.8,"seed",10
24.8,"plant_o",0
18.8,"inv",70
18.8,"vend",0
18.8,"vect",0
18.8,"vfish",0
18.8,"vunk",0
18.8,"scav",0
18.8,"fruit",20
18.8,"nect",0
18.8,"seed",10
18.8,"plant_o",0
36.4,"inv",100
36.4,"vend",0
36.4,"vect",0
36.4,"vfish",0
36.4,"vunk",0
36.4,"scav",0
36.4,"fruit",0
36.4,"nect",0
36.4,"seed",0
36.4,"plant_o",0
65.8,"inv",90
65.8,"vend",0
65.8,"vect",10
65.8,"vfish",0
65.8,"vunk",0
65.8,"scav",0
65.8,"fruit",0
65.8,"nect",0
65.8,"seed",0
65.8,"plant_o",0
75.6,"inv",100
75.6,"vend",0
75.6,"vect",0
75.6,"vfish",0
75.6,"vunk",0
75.6,"scav",0
75.6,"fruit",0
75.6,"nect",0
75.6,"seed",0
75.6,"plant_o",0
58.15,"inv",100
58.15,"vend",0
58.15,"vect",0
58.15,"vfish",0
58.15,"vunk",0
58.15,"scav",0
58.15,"fruit",0
58.15,"nect",0
58.15,"seed",0
58.15,"plant_o",0
54.9,"inv",60
54.9,"vend",0
54.9,"vect",0
54.9,"vfish",0
54.9,"vunk",0
54.9,"scav",0
54.9,"fruit",20
54.9,"nect",0
54.9,"seed",20
54.9,"plant_o",0
43,"inv",80
43,"vend",0
43,"vect",0
43,"vfish",0
43,"vunk",0
43,"scav",0
43,"fruit",10
43,"nect",10
43,"seed",0
43,"plant_o",0
43,"inv",60
43,"vend",0
43,"vect",0
43,"vfish",0
43,"vunk",0
43,"scav",0
43,"fruit",20
43,"nect",0
43,"seed",20
43,"plant_o",0
28.63,"inv",70
28.63,"vend",0
28.63,"vect",0
28.63,"vfish",0
28.63,"vunk",0
28.63,"scav",0
28.63,"fruit",10
28.63,"nect",0
28.63,"seed",10
28.63,"plant_o",10
31.61,"inv",80
31.61,"vend",0
31.61,"vect",0
31.61,"vfish",0
31.61,"vunk",0
31.61,"scav",0
31.61,"fruit",10
31.61,"nect",0
31.61,"seed",10
31.61,"plant_o",0
34,"inv",80
34,"vend",0
34,"vect",0
34,"vfish",0
34,"vunk",0
34,"scav",0
34,"fruit",0
34,"nect",10
34,"seed",10
34,"plant_o",0
40,"inv",90
40,"vend",0
40,"vect",0
40,"vfish",0
40,"vunk",0
40,"scav",0
40,"fruit",0
40,"nect",0
40,"seed",0
40,"plant_o",10
28,"inv",60
28,"vend",0
28,"vect",0
28,"vfish",0
28,"vunk",0
28,"scav",0
28,"fruit",20
28,"nect",20
28,"seed",0
28,"plant_o",0
35.5,"inv",100
35.5,"vend",0
35.5,"vect",0
35.5,"vfish",0
35.5,"vunk",0
35.5,"scav",0
35.5,"fruit",0
35.5,"nect",0
35.5,"seed",0
35.5,"plant_o",0
19.44,"inv",100
19.44,"vend",0
19.44,"vect",0
19.44,"vfish",0
19.44,"vunk",0
19.44,"scav",0
19.44,"fruit",0
19.44,"nect",0
19.44,"seed",0
19.44,"plant_o",0
33,"inv",100
33,"vend",0
33,"vect",0
33,"vfish",0
33,"vunk",0
33,"scav",0
33,"fruit",0
33,"nect",0
33,"seed",0
33,"plant_o",0
29.2,"inv",100
29.2,"vend",0
29.2,"vect",0
29.2,"vfish",0
29.2,"vunk",0
29.2,"scav",0
29.2,"fruit",0
29.2,"nect",0
29.2,"seed",0
29.2,"plant_o",0
31.1,"inv",70
31.1,"vend",0
31.1,"vect",0
31.1,"vfish",0
31.1,"vunk",0
31.1,"scav",0
31.1,"fruit",30
31.1,"nect",0
31.1,"seed",0
31.1,"plant_o",0
19.9,"inv",100
19.9,"vend",0
19.9,"vect",0
19.9,"vfish",0
19.9,"vunk",0
19.9,"scav",0
19.9,"fruit",0
19.9,"nect",0
19.9,"seed",0
19.9,"plant_o",0
48.7,"inv",100
48.7,"vend",0
48.7,"vect",0
48.7,"vfish",0
48.7,"vunk",0
48.7,"scav",0
48.7,"fruit",0
48.7,"nect",0
48.7,"seed",0
48.7,"plant_o",0
37,"inv",80
37,"vend",0
37,"vect",0
37,"vfish",0
37,"vunk",0
37,"scav",0
37,"fruit",20
37,"nect",0
37,"seed",0
37,"plant_o",0
37,"inv",80
37,"vend",0
37,"vect",0
37,"vfish",0
37,"vunk",0
37,"scav",0
37,"fruit",0
37,"nect",0
37,"seed",0
37,"plant_o",20
41,"inv",80
41,"vend",0
41,"vect",0
41,"vfish",0
41,"vunk",0
41,"scav",0
41,"fruit",20
41,"nect",0
41,"seed",0
41,"plant_o",0
27,"inv",50
27,"vend",0
27,"vect",0
27,"vfish",0
27,"vunk",0
27,"scav",0
27,"fruit",0
27,"nect",0
27,"seed",50
27,"plant_o",0
19.5,"inv",100
19.5,"vend",0
19.5,"vect",0
19.5,"vfish",0
19.5,"vunk",0
19.5,"scav",0
19.5,"fruit",0
19.5,"nect",0
19.5,"seed",0
19.5,"plant_o",0
26.8,"inv",100
26.8,"vend",0
26.8,"vect",0
26.8,"vfish",0
26.8,"vunk",0
26.8,"scav",0
26.8,"fruit",0
26.8,"nect",0
26.8,"seed",0
26.8,"plant_o",0
61,"inv",100
61,"vend",0
61,"vect",0
61,"vfish",0
61,"vunk",0
61,"scav",0
61,"fruit",0
61,"nect",0
61,"seed",0
61,"plant_o",0
16,"inv",100
16,"vend",0
16,"vect",0
16,"vfish",0
16,"vunk",0
16,"scav",0
16,"fruit",0
16,"nect",0
16,"seed",0
16,"plant_o",0
20.9,"inv",50
20.9,"vend",0
20.9,"vect",0
20.9,"vfish",0
20.9,"vunk",0
20.9,"scav",0
20.9,"fruit",0
20.9,"nect",0
20.9,"seed",50
20.9,"plant_o",0
20.5,"inv",100
20.5,"vend",0
20.5,"vect",0
20.5,"vfish",0
20.5,"vunk",0
20.5,"scav",0
20.5,"fruit",0
20.5,"nect",0
20.5,"seed",0
20.5,"plant_o",0
12,"inv",100
12,"vend",0
12,"vect",0
12,"vfish",0
12,"vunk",0
12,"scav",0
12,"fruit",0
12,"nect",0
12,"seed",0
12,"plant_o",0
11,"inv",100
11,"vend",0
11,"vect",0
11,"vfish",0
11,"vunk",0
11,"scav",0
11,"fruit",0
11,"nect",0
11,"seed",0
11,"plant_o",0
6,"inv",100
6,"vend",0
6,"vect",0
6,"vfish",0
6,"vunk",0
6,"scav",0
6,"fruit",0
6,"nect",0
6,"seed",0
6,"plant_o",0
7,"inv",100
7,"vend",0
7,"vect",0
7,"vfish",0
7,"vunk",0
7,"scav",0
7,"fruit",0
7,"nect",0
7,"seed",0
7,"plant_o",0
5,"inv",100
5,"vend",0
5,"vect",0
5,"vfish",0
5,"vunk",0
5,"scav",0
5,"fruit",0
5,"nect",0
5,"seed",0
5,"plant_o",0
11.83,"inv",100
11.83,"vend",0
11.83,"vect",0
11.83,"vfish",0
11.83,"vunk",0
11.83,"scav",0
11.83,"fruit",0
11.83,"nect",0
11.83,"seed",0
11.83,"plant_o",0
12,"inv",100
12,"vend",0
12,"vect",0
12,"vfish",0
12,"vunk",0
12,"scav",0
12,"fruit",0
12,"nect",0
12,"seed",0
12,"plant_o",0
34.1,"inv",100
34.1,"vend",0
34.1,"vect",0
34.1,"vfish",0
34.1,"vunk",0
34.1,"scav",0
34.1,"fruit",0
34.1,"nect",0
34.1,"seed",0
34.1,"plant_o",0
6.88,"inv",100
6.88,"vend",0
6.88,"vect",0
6.88,"vfish",0
6.88,"vunk",0
6.88,"scav",0
6.88,"fruit",0
6.88,"nect",0
6.88,"seed",0
6.88,"plant_o",0
7,"inv",100
7,"vend",0
7,"vect",0
7,"vfish",0
7,"vunk",0
7,"scav",0
7,"fruit",0
7,"nect",0
7,"seed",0
7,"plant_o",0
8.3,"inv",100
8.3,"vend",0
8.3,"vect",0
8.3,"vfish",0
8.3,"vunk",0
8.3,"scav",0
8.3,"fruit",0
8.3,"nect",0
8.3,"seed",0
8.3,"plant_o",0
9.7,"inv",100
9.7,"vend",0
9.7,"vect",0
9.7,"vfish",0
9.7,"vunk",0
9.7,"scav",0
9.7,"fruit",0
9.7,"nect",0
9.7,"seed",0
9.7,"plant_o",0
9.7,"inv",80
9.7,"vend",0
9.7,"vect",0
9.7,"vfish",0
9.7,"vunk",0
9.7,"scav",0
9.7,"fruit",20
9.7,"nect",0
9.7,"seed",0
9.7,"plant_o",0
10.6,"inv",80
10.6,"vend",0
10.6,"vect",0
10.6,"vfish",0
10.6,"vunk",0
10.6,"scav",0
10.6,"fruit",20
10.6,"nect",0
10.6,"seed",0
10.6,"plant_o",0
10.3,"inv",80
10.3,"vend",0
10.3,"vect",0
10.3,"vfish",0
10.3,"vunk",0
10.3,"scav",0
10.3,"fruit",20
10.3,"nect",0
10.3,"seed",0
10.3,"plant_o",0
9.59,"inv",80
9.59,"vend",0
9.59,"vect",0
9.59,"vfish",0
9.59,"vunk",0
9.59,"scav",0
9.59,"fruit",20
9.59,"nect",0
9.59,"seed",0
9.59,"plant_o",0
9,"inv",80
9,"vend",0
9,"vect",0
9,"vfish",0
9,"vunk",0
9,"scav",0
9,"fruit",20
9,"nect",0
9,"seed",0
9,"plant_o",0
8.7,"inv",80
8.7,"vend",0
8.7,"vect",0
8.7,"vfish",0
8.7,"vunk",0
8.7,"scav",0
8.7,"fruit",20
8.7,"nect",0
8.7,"seed",0
8.7,"plant_o",0
15.7,"inv",100
15.7,"vend",0
15.7,"vect",0
15.7,"vfish",0
15.7,"vunk",0
15.7,"scav",0
15.7,"fruit",0
15.7,"nect",0
15.7,"seed",0
15.7,"plant_o",0
14.1,"inv",80
14.1,"vend",0
14.1,"vect",0
14.1,"vfish",0
14.1,"vunk",0
14.1,"scav",0
14.1,"fruit",0
14.1,"nect",0
14.1,"seed",0
14.1,"plant_o",20
14.9,"inv",80
14.9,"vend",0
14.9,"vect",0
14.9,"vfish",0
14.9,"vunk",0
14.9,"scav",0
14.9,"fruit",0
14.9,"nect",0
14.9,"seed",0
14.9,"plant_o",20
16.43,"inv",100
16.43,"vend",0
16.43,"vect",0
16.43,"vfish",0
16.43,"vunk",0
16.43,"scav",0
16.43,"fruit",0
16.43,"nect",0
16.43,"seed",0
16.43,"plant_o",0
21.88,"inv",100
21.88,"vend",0
21.88,"vect",0
21.88,"vfish",0
21.88,"vunk",0
21.88,"scav",0
21.88,"fruit",0
21.88,"nect",0
21.88,"seed",0
21.88,"plant_o",0
13.9,"inv",100
13.9,"vend",0
13.9,"vect",0
13.9,"vfish",0
13.9,"vunk",0
13.9,"scav",0
13.9,"fruit",0
13.9,"nect",0
13.9,"seed",0
13.9,"plant_o",0
29.5,"inv",80
29.5,"vend",0
29.5,"vect",0
29.5,"vfish",0
29.5,"vunk",0
29.5,"scav",0
29.5,"fruit",0
29.5,"nect",0
29.5,"seed",20
29.5,"plant_o",0
21.6,"inv",50
21.6,"vend",0
21.6,"vect",0
21.6,"vfish",0
21.6,"vunk",0
21.6,"scav",0
21.6,"fruit",50
21.6,"nect",0
21.6,"seed",0
21.6,"plant_o",0
15.96,"inv",60
15.96,"vend",0
15.96,"vect",0
15.96,"vfish",0
15.96,"vunk",0
15.96,"scav",0
15.96,"fruit",0
15.96,"nect",0
15.96,"seed",20
15.96,"plant_o",20
15.96,"inv",100
15.96,"vend",0
15.96,"vect",0
15.96,"vfish",0
15.96,"vunk",0
15.96,"scav",0
15.96,"fruit",0
15.96,"nect",0
15.96,"seed",0
15.96,"plant_o",0
15.96,"inv",100
15.96,"vend",0
15.96,"vect",0
15.96,"vfish",0
15.96,"vunk",0
15.96,"scav",0
15.96,"fruit",0
15.96,"nect",0
15.96,"seed",0
15.96,"plant_o",0
15.8,"inv",70
15.8,"vend",0
15.8,"vect",0
15.8,"vfish",0
15.8,"vunk",0
15.8,"scav",0
15.8,"fruit",10
15.8,"nect",10
15.8,"seed",10
15.8,"plant_o",0
23.32,"inv",80
23.32,"vend",0
23.32,"vect",0
23.32,"vfish",0
23.32,"vunk",0
23.32,"scav",0
23.32,"fruit",20
23.32,"nect",0
23.32,"seed",0
23.32,"plant_o",0
33,"inv",100
33,"vend",0
33,"vect",0
33,"vfish",0
33,"vunk",0
33,"scav",0
33,"fruit",0
33,"nect",0
33,"seed",0
33,"plant_o",0
15.96,"inv",100
15.96,"vend",0
15.96,"vect",0
15.96,"vfish",0
15.96,"vunk",0
15.96,"scav",0
15.96,"fruit",0
15.96,"nect",0
15.96,"seed",0
15.96,"plant_o",0
23.7,"inv",100
23.7,"vend",0
23.7,"vect",0
23.7,"vfish",0
23.7,"vunk",0
23.7,"scav",0
23.7,"fruit",0
23.7,"nect",0
23.7,"seed",0
23.7,"plant_o",0
26.2,"inv",100
26.2,"vend",0
26.2,"vect",0
26.2,"vfish",0
26.2,"vunk",0
26.2,"scav",0
26.2,"fruit",0
26.2,"nect",0
26.2,"seed",0
26.2,"plant_o",0
15.96,"inv",100
15.96,"vend",0
15.96,"vect",0
15.96,"vfish",0
15.96,"vunk",0
15.96,"scav",0
15.96,"fruit",0
15.96,"nect",0
15.96,"seed",0
15.96,"plant_o",0
29.2,"inv",100
29.2,"vend",0
29.2,"vect",0
29.2,"vfish",0
29.2,"vunk",0
29.2,"scav",0
29.2,"fruit",0
29.2,"nect",0
29.2,"seed",0
29.2,"plant_o",0
12.6,"inv",80
12.6,"vend",0
12.6,"vect",0
12.6,"vfish",0
12.6,"vunk",0
12.6,"scav",0
12.6,"fruit",20
12.6,"nect",0
12.6,"seed",0
12.6,"plant_o",0
15.96,"inv",100
15.96,"vend",0
15.96,"vect",0
15.96,"vfish",0
15.96,"vunk",0
15.96,"scav",0
15.96,"fruit",0
15.96,"nect",0
15.96,"seed",0
15.96,"plant_o",0
12.9,"inv",90
12.9,"vend",0
12.9,"vect",0
12.9,"vfish",0
12.9,"vunk",0
12.9,"scav",0
12.9,"fruit",0
12.9,"nect",10
12.9,"seed",0
12.9,"plant_o",0
16.3,"inv",100
16.3,"vend",0
16.3,"vect",0
16.3,"vfish",0
16.3,"vunk",0
16.3,"scav",0
16.3,"fruit",0
16.3,"nect",0
16.3,"seed",0
16.3,"plant_o",0
11.83,"inv",80
11.83,"vend",0
11.83,"vect",0
11.83,"vfish",0
11.83,"vunk",0
11.83,"scav",0
11.83,"fruit",20
11.83,"nect",0
11.83,"seed",0
11.83,"plant_o",0
20,"inv",100
20,"vend",0
20,"vect",0
20,"vfish",0
20,"vunk",0
20,"scav",0
20,"fruit",0
20,"nect",0
20,"seed",0
20,"plant_o",0
18.37,"inv",80
18.37,"vend",0
18.37,"vect",0
18.37,"vfish",0
18.37,"vunk",0
18.37,"scav",0
18.37,"fruit",0
18.37,"nect",0
18.37,"seed",0
18.37,"plant_o",20
16.5,"inv",80
16.5,"vend",0
16.5,"vect",0
16.5,"vfish",0
16.5,"vunk",0
16.5,"scav",0
16.5,"fruit",0
16.5,"nect",0
16.5,"seed",0
16.5,"plant_o",20
18,"inv",100
18,"vend",0
18,"vect",0
18,"vfish",0
18,"vunk",0
18,"scav",0
18,"fruit",0
18,"nect",0
18,"seed",0
18,"plant_o",0
5.5,"inv",90
5.5,"vend",0
5.5,"vect",0
5.5,"vfish",0
5.5,"vunk",0
5.5,"scav",0
5.5,"fruit",10
5.5,"nect",0
5.5,"seed",0
5.5,"plant_o",0
16,"inv",100
16,"vend",0
16,"vect",0
16,"vfish",0
16,"vunk",0
16,"scav",0
16,"fruit",0
16,"nect",0
16,"seed",0
16,"plant_o",0
17.16,"inv",80
17.16,"vend",0
17.16,"vect",0
17.16,"vfish",0
17.16,"vunk",0
17.16,"scav",0
17.16,"fruit",10
17.16,"nect",10
17.16,"seed",0
17.16,"plant_o",0
20,"inv",70
20,"vend",0
20,"vect",0
20,"vfish",0
20,"vunk",0
20,"scav",0
20,"fruit",0
20,"nect",0
20,"seed",30
20,"plant_o",0
18.71,"inv",100
18.71,"vend",0
18.71,"vect",0
18.71,"vfish",0
18.71,"vunk",0
18.71,"scav",0
18.71,"fruit",0
18.71,"nect",0
18.71,"seed",0
18.71,"plant_o",0
61,"inv",80
61,"vend",0
61,"vect",0
61,"vfish",0
61,"vunk",0
61,"scav",0
61,"fruit",10
61,"nect",0
61,"seed",10
61,"plant_o",0
33,"inv",100
33,"vend",0
33,"vect",0
33,"vfish",0
33,"vunk",0
33,"scav",0
33,"fruit",0
33,"nect",0
33,"seed",0
33,"plant_o",0
39.15,"inv",40
39.15,"vend",0
39.15,"vect",0
39.15,"vfish",0
39.15,"vunk",0
39.15,"scav",0
39.15,"fruit",20
39.15,"nect",10
39.15,"seed",0
39.15,"plant_o",30
47,"inv",80
47,"vend",0
47,"vect",0
47,"vfish",0
47,"vunk",0
47,"scav",0
47,"fruit",0
47,"nect",0
47,"seed",0
47,"plant_o",20
45.5,"inv",100
45.5,"vend",0
45.5,"vect",0
45.5,"vfish",0
45.5,"vunk",0
45.5,"scav",0
45.5,"fruit",0
45.5,"nect",0
45.5,"seed",0
45.5,"plant_o",0
35,"inv",100
35,"vend",0
35,"vect",0
35,"vfish",0
35,"vunk",0
35,"scav",0
35,"fruit",0
35,"nect",0
35,"seed",0
35,"plant_o",0
75.7,"inv",70
75.7,"vend",0
75.7,"vect",0
75.7,"vfish",0
75.7,"vunk",0
75.7,"scav",0
75.7,"fruit",10
75.7,"nect",0
75.7,"seed",10
75.7,"plant_o",10
72.88,"inv",50
72.88,"vend",0
72.88,"vect",10
72.88,"vfish",0
72.88,"vunk",0
72.88,"scav",10
72.88,"fruit",10
72.88,"nect",10
72.88,"seed",10
72.88,"plant_o",0
61.39,"inv",40
61.39,"vend",0
61.39,"vect",0
61.39,"vfish",0
61.39,"vunk",0
61.39,"scav",0
61.39,"fruit",20
61.39,"nect",0
61.39,"seed",20
61.39,"plant_o",20
35.3,"inv",60
35.3,"vend",0
35.3,"vect",0
35.3,"vfish",0
35.3,"vunk",0
35.3,"scav",0
35.3,"fruit",20
35.3,"nect",0
35.3,"seed",20
35.3,"plant_o",0
40.6,"inv",80
40.6,"vend",0
40.6,"vect",0
40.6,"vfish",0
40.6,"vunk",0
40.6,"scav",0
40.6,"fruit",20
40.6,"nect",0
40.6,"seed",0
40.6,"plant_o",0
66.67,"inv",70
66.67,"vend",0
66.67,"vect",0
66.67,"vfish",0
66.67,"vunk",0
66.67,"scav",0
66.67,"fruit",10
66.67,"nect",10
66.67,"seed",0
66.67,"plant_o",10
65.99,"inv",30
65.99,"vend",0
65.99,"vect",10
65.99,"vfish",0
65.99,"vunk",0
65.99,"scav",0
65.99,"fruit",20
65.99,"nect",10
65.99,"seed",10
65.99,"plant_o",20
63.28,"inv",80
63.28,"vend",0
63.28,"vect",0
63.28,"vfish",0
63.28,"vunk",0
63.28,"scav",0
63.28,"fruit",20
63.28,"nect",0
63.28,"seed",0
63.28,"plant_o",0
63.28,"inv",50
63.28,"vend",0
63.28,"vect",0
63.28,"vfish",0
63.28,"vunk",0
63.28,"scav",10
63.28,"fruit",20
63.28,"nect",10
63.28,"seed",0
63.28,"plant_o",10
78.8,"inv",50
78.8,"vend",0
78.8,"vect",0
78.8,"vfish",0
78.8,"vunk",0
78.8,"scav",0
78.8,"fruit",50
78.8,"nect",0
78.8,"seed",0
78.8,"plant_o",0
76,"inv",80
76,"vend",0
76,"vect",0
76,"vfish",0
76,"vunk",0
76,"scav",0
76,"fruit",20
76,"nect",0
76,"seed",0
76,"plant_o",0
77,"inv",40
77,"vend",0
77,"vect",30
77,"vfish",0
77,"vunk",0
77,"scav",0
77,"fruit",30
77,"nect",0
77,"seed",0
77,"plant_o",0
69.37,"inv",40
69.37,"vend",0
69.37,"vect",0
69.37,"vfish",0
69.37,"vunk",0
69.37,"scav",0
69.37,"fruit",30
69.37,"nect",0
69.37,"seed",30
69.37,"plant_o",0
82.4,"inv",40
82.4,"vend",0
82.4,"vect",0
82.4,"vfish",0
82.4,"vunk",0
82.4,"scav",0
82.4,"fruit",30
82.4,"nect",0
82.4,"seed",30
82.4,"plant_o",0
86.2,"inv",100
86.2,"vend",0
86.2,"vect",0
86.2,"vfish",0
86.2,"vunk",0
86.2,"scav",0
86.2,"fruit",0
86.2,"nect",0
86.2,"seed",0
86.2,"plant_o",0
78.3,"inv",70
78.3,"vend",0
78.3,"vect",30
78.3,"vfish",0
78.3,"vunk",0
78.3,"scav",0
78.3,"fruit",0
78.3,"nect",0
78.3,"seed",0
78.3,"plant_o",0
79.3,"inv",60
79.3,"vend",0
79.3,"vect",20
79.3,"vfish",0
79.3,"vunk",0
79.3,"scav",0
79.3,"fruit",20
79.3,"nect",0
79.3,"seed",0
79.3,"plant_o",0
74,"inv",40
74,"vend",0
74,"vect",0
74,"vfish",0
74,"vunk",0
74,"scav",0
