"diet_inv","diet_vend","diet_vect","diet_vfish","diet_vunk","diet_scav","diet_fruit","diet_nect","diet_seed","diet_plant_o","body_mass_value"
40,0,10,0,0,0,30,0,0,20,279
20,0,0,0,0,0,60,0,0,20,1959.93
60,0,0,0,0,0,40,0,0,0,1273.65
30,0,0,0,10,0,0,0,40,20,4154.81
70,0,0,0,0,0,10,0,10,10,2205.71
10,0,0,0,0,0,10,0,0,80,685.61
0,0,0,0,0,0,10,0,0,90,473.65
0,0,0,0,0,0,20,0,0,80,1047.31
0,0,0,0,0,0,10,0,0,90,566.86
0,0,0,0,0,0,20,0,10,70,535.3
0,0,0,0,0,0,0,0,0,100,354.97
10,0,0,0,0,0,10,0,10,70,1068.66
0,0,0,0,0,0,20,0,10,70,813.99
0,0,0,0,0,0,10,0,0,90,2716.61
10,0,0,0,0,0,10,0,0,80,2752.29
0,0,0,0,0,0,20,0,10,70,429
0,0,0,0,0,0,0,0,20,80,267.29
10,0,0,0,0,0,20,0,0,70,530.91
10,0,0,0,0,0,0,0,0,90,1902.46
10,0,0,0,0,0,10,0,10,70,882.38
20,0,0,0,0,0,10,0,50,20,870.08
60,0,0,0,0,0,0,0,0,40,745.82
20,0,0,0,0,0,20,0,20,40,5791.37
20,0,0,0,0,0,20,0,30,30,5525
80,0,0,0,0,0,10,0,10,0,815
70,0,0,0,0,0,10,0,10,10,699.99
30,0,0,0,0,0,10,0,20,40,1299
50,0,0,0,0,0,10,0,10,30,866.02
50,0,0,0,0,0,30,0,20,0,1149
10,0,0,0,0,0,20,0,20,50,1330
0,0,0,0,0,0,50,0,40,10,432
0,0,0,0,0,0,30,0,30,40,430.99
0,0,0,0,0,0,30,0,40,30,367.39
0,0,0,0,0,0,20,0,40,40,233
30,0,0,0,0,0,0,0,40,30,183.86
30,0,0,0,0,0,30,0,40,0,177.08
0,0,0,0,0,0,0,0,50,50,165.7
10,0,0,0,0,0,0,0,40,50,165.95
10,0,0,0,0,0,0,0,60,30,130
0,0,0,0,0,0,0,0,70,30,171.89
0,0,0,0,0,0,0,0,100,0,129.81
10,0,0,0,0,0,0,0,90,0,134.45
50,0,0,0,0,0,20,0,30,0,314.06
0,0,0,0,0,0,80,0,20,0,425.4
20,0,0,0,0,0,30,0,30,20,335
20,0,0,0,0,0,30,0,30,20,335
20,0,0,0,0,0,30,0,30,20,304
10,0,0,0,0,0,40,0,50,0,339.3
20,0,0,0,0,0,30,0,30,20,322
20,0,0,0,0,0,30,0,30,20,317
20,0,0,0,0,0,30,0,30,20,260
0,0,0,0,0,0,50,0,50,0,302
40,0,0,0,0,0,30,0,30,0,340
20,0,0,0,0,0,0,0,0,80,295
20,0,0,0,0,0,30,0,30,20,317.43
20,0,0,0,0,0,30,0,30,20,335.81
20,0,0,0,0,0,0,0,30,50,303.83
20,0,0,0,0,0,0,0,40,40,201.75
40,0,0,0,0,0,10,0,10,40,185.38
40,0,0,0,0,0,10,0,10,40,199.18
60,0,0,0,0,0,0,0,40,0,150
10,0,0,0,0,0,0,0,0,90,3150
0,0,0,0,0,0,0,0,0,100,2557.64
0,0,0,0,0,0,0,0,20,80,4400
0,0,0,0,0,0,0,0,30,70,2393.4
50,0,0,0,0,0,0,0,50,0,800
0,0,0,0,0,0,0,0,20,80,789.99
0,0,0,0,0,0,20,0,20,60,756.37
0,0,0,0,0,0,0,0,0,100,796.18
0,0,0,0,0,0,0,0,20,80,519.61
30,0,0,0,0,0,10,0,20,40,689.99
0,0,0,0,0,0,40,0,30,30,1150
10,0,0,0,0,0,0,0,0,90,755.3
10,0,0,0,0,0,0,0,0,90,698.33
20,0,0,0,0,0,0,0,20,60,364.97
60,0,0,0,0,0,0,0,40,0,608.15
10,0,0,0,0,0,0,0,30,60,661.09
30,0,0,0,0,0,0,0,40,30,674
30,0,0,0,0,0,0,0,40,30,642.68
40,0,0,0,0,0,0,0,30,30,798
60,10,10,10,0,0,0,0,10,0,1928.54
20,0,0,0,0,0,0,0,40,40,538.37
10,0,0,0,0,0,0,0,20,70,903.27
10,0,10,0,0,0,0,0,0,80,10682.04
0,0,0,0,0,0,0,0,0,100,5623.16
10,0,0,0,0,0,0,0,0,90,4711.68
0,0,0,0,0,0,0,0,0,100,9349.99
10,0,0,0,0,0,0,0,20,70,11071.13
0,0,0,0,0,0,0,0,0,100,6377.96
30,0,0,30,0,0,0,0,0,40,4294.78
0,0,0,0,0,0,0,0,0,100,3511.94
0,0,0,0,0,0,10,0,0,90,2642.04
0,0,0,0,0,0,20,0,0,80,2754.73
0,0,0,0,0,0,10,0,0,90,2506.39
0,0,0,0,0,0,0,0,0,100,1755.5
0,0,0,0,0,0,10,0,10,80,3302.41
0,0,0,0,0,0,0,0,0,100,2212.55
0,0,0,0,0,0,0,0,10,90,2636.15
0,0,0,0,0,0,0,0,0,100,1635.99
10,0,0,0,0,0,20,0,0,70,2136.49
0,0,0,0,0,0,0,20,0,80,2044.12
0,0,0,0,0,0,10,0,0,90,2811.68
0,0,0,0,0,0,0,0,10,90,1683.97
0,0,0,0,0,0,0,0,0,100,1277.91
0,0,0,0,0,0,0,0,0,100,1226.47
0,0,0,0,0,0,0,0,20,80,3559.99
0,0,0,10,0,0,10,0,20,60,3869
30,0,0,0,0,0,0,0,30,40,2610
10,0,0,0,10,0,0,0,20,60,1235.03
20,0,0,0,0,0,0,0,30,50,1182
40,0,0,10,0,0,0,0,20,30,1418.68
50,0,0,0,0,0,0,0,0,50,1540.95
70,0,0,20,0,0,0,0,0,10,1146.83
80,0,0,0,0,0,0,0,0,20,885.22
70,0,0,0,0,0,0,0,0,30,372.79
10,0,0,0,0,0,0,0,0,90,1873
20,0,0,0,0,0,0,0,0,80,1250
0,0,0,0,0,0,0,0,0,100,2037
0,0,0,0,0,0,0,0,20,80,2880.37
0,0,0,0,0,0,20,0,0,80,2281.8
0,0,0,0,0,0,0,0,20,80,2007.14
0,0,0,0,0,0,0,0,20,80,2086
10,0,10,0,0,0,0,0,0,80,1520
80,0,0,0,0,0,0,0,0,20,829.99
90,0,0,10,0,0,0,0,0,0,398.82
90,0,0,10,0,0,0,0,0,0,4737.59
100,0,0,0,0,0,0,0,0,0,3013
100,0,0,0,0,0,0,0,0,0,3450
100,0,0,0,0,0,0,0,0,0,2821.55
80,0,0,0,0,0,0,0,10,10,790
30,0,10,10,0,0,0,0,20,30,2415.78
40,0,0,0,0,0,0,0,20,40,2937.39
0,0,0,0,0,0,0,0,50,50,657.59
20,0,0,10,0,0,0,0,40,30,567.04
90,0,0,0,0,0,0,0,0,10,1019.93
10,0,0,0,0,0,0,0,20,70,306.98
10,0,0,0,0,0,0,0,30,60,391.33
20,0,0,20,0,0,0,0,40,20,266
0,0,0,0,0,0,0,0,40,60,362.78
0,0,0,0,0,0,0,0,0,100,807.46
20,0,0,0,0,0,40,0,0,40,499.99
90,0,0,0,10,0,0,0,0,0,324
20,0,0,0,0,0,0,0,30,50,1496.07
40,0,40,0,0,0,0,0,10,10,402
0,0,0,0,0,0,0,0,30,70,915.58
10,0,0,0,0,0,0,0,30,60,645.83
0,0,0,0,0,0,0,0,20,80,770.03
0,0,0,0,0,0,0,0,0,100,754.61
0,0,0,0,0,0,0,0,0,100,923.16
30,0,0,20,0,0,0,0,0,50,981.49
40,0,0,0,0,0,0,0,30,30,1240.96
40,0,10,10,0,0,0,0,20,20,843.42
10,0,0,0,0,0,0,0,30,60,999.96
10,0,0,0,0,0,0,0,30,60,882.76
40,0,10,0,0,0,0,0,20,30,832.04
30,0,0,0,0,0,0,0,20,50,1008
20,0,0,0,0,0,0,0,30,50,959.22
10,0,0,0,0,0,0,0,30,60,359.44
20,0,0,0,0,0,0,0,30,50,377.45
60,0,20,0,0,0,0,0,10,10,591.46
30,0,0,0,0,0,0,0,40,30,465.43
80,0,0,0,0,0,0,0,10,10,638.96
60,0,0,0,0,0,0,0,20,20,612.56
30,0,0,0,0,0,0,0,20,50,378.48
20,0,0,0,0,0,0,0,40,40,488.11
20,0,0,0,0,0,0,0,40,40,624.01
100,0,0,0,0,0,0,0,0,0,499.09
0,0,0,0,0,0,0,0,30,70,489.97
10,0,0,0,0,0,20,0,20,50,558.82
40,0,0,0,0,0,0,0,30,30,434
20,0,0,0,10,0,0,0,20,50,944.62
10,0,0,0,0,0,0,0,20,70,623.82
40,0,10,10,0,0,0,0,10,30,325.6
10,0,0,0,0,0,0,0,20,70,433.98
30,0,0,0,0,0,0,0,20,50,341.89
10,0,0,0,0,0,0,0,30,60,595.21
30,0,0,0,0,0,10,0,20,40,276.36
20,0,0,0,0,0,0,0,20,60,477
0,0,0,0,0,0,0,0,30,70,1118
0,0,0,0,0,0,0,0,20,80,999.99
10,0,0,0,0,0,0,0,60,30,780.38
10,0,10,10,0,0,0,0,20,50,822.99
10,0,0,10,0,0,0,0,20,60,1202
10,0,0,0,0,0,0,0,20,70,1075.69
20,0,0,0,0,0,0,0,20,60,704.55
10,0,10,10,0,0,0,0,20,50,574
50,0,0,0,0,0,0,0,50,0,685
20,0,0,0,20,0,0,0,10,50,681.23
10,0,0,0,0,0,0,0,20,70,869.41
50,0,0,0,0,10,0,0,20,20,701.17
50,0,0,0,0,0,0,0,0,50,681.98
80,0,0,0,0,0,0,0,10,10,1005.37
20,0,0,0,0,0,0,0,30,50,819.45
70,0,0,10,0,0,10,0,0,10,2060.93
80,0,0,0,0,0,0,0,10,10,1616.71
70,0,0,0,0,0,10,0,10,10,1557.16
80,0,0,20,0,0,0,0,0,0,806.76
100,0,0,0,0,0,0,0,0,0,561.57
80,0,0,0,0,0,10,0,0,10,871
70,0,0,10,0,0,0,0,10,10,1049.98
80,0,0,0,0,0,0,0,10,10,1096.33
80,0,0,10,0,0,0,0,0,10,1800.17
70,0,0,10,0,0,0,0,10,10,918.56
80,0,0,0,0,0,0,0,10,10,921.21
70,0,0,20,0,0,0,0,10,0,397.46
70,0,0,20,0,0,0,0,0,10,608.55
40,0,10,30,0,0,0,0,10,10,613.77
40,0,0,60,0,0,0,0,0,0,983
20,0,0,70,0,0,0,0,0,10,1015.17
0,0,0,100,0,0,0,0,0,0,1234
10,10,10,70,0,0,0,0,0,0,1451.02
60,0,0,0,0,0,0,0,40,0,52.69
40,0,0,0,0,0,0,0,30,30,39.14
40,0,0,0,0,0,0,0,30,30,50.61
20,0,0,0,0,0,0,0,60,20,52.79
50,0,0,0,0,0,0,0,40,10,110
30,0,0,0,0,0,0,0,50,20,49.1
50,0,0,0,0,0,0,0,50,0,61.3
70,0,0,0,0,0,0,0,30,0,87.06
50,0,0,0,0,0,0,0,50,0,82.71
50,0,0,0,0,0,0,0,50,0,56.39
20,0,0,0,0,0,30,0,30,20,90.23
50,0,0,0,0,0,0,0,40,10,56.39
50,0,0,0,0,0,0,0,40,10,28
50,0,0,0,0,0,0,0,50,0,45.66
20,0,0,0,0,0,0,0,60,20,44.28
50,0,0,0,0,0,0,0,50,0,17.6
20,0,0,0,0,0,10,70,0,0,46.8
30,0,0,0,0,0,10,60,0,0,48.76
20,0,0,0,0,0,20,60,0,0,50.4
40,0,0,0,0,0,10,50,0,0,32.4
20,0,0,0,0,0,10,70,0,0,28.2
30,0,0,0,0,0,20,50,0,0,31.8
100,0,0,0,0,0,0,0,0,0,15.4
30,0,0,0,0,0,20,50,0,0,17.92
100,0,0,0,0,0,0,0,0,0,13.12
60,0,0,0,0,0,10,20,0,10,14.04
100,0,0,0,0,0,0,0,0,0,30.38
20,0,0,0,0,0,10,70,0,0,54.2
40,0,0,0,0,0,30,0,30,0,24.2
100,0,0,0,0,0,0,0,0,0,23.6
80,0,0,0,0,0,20,0,0,0,10.4
80,0,0,0,0,0,10,0,10,0,10.2
100,0,0,0,0,0,0,0,0,0,14.1
100,0,0,0,0,0,0,0,0,0,34.96
100,0,0,0,0,0,0,0,0,0,46.4
100,0,0,0,0,0,0,0,0,0,10.2
100,0,0,0,0,0,0,0,0,0,8.94
100,0,0,0,0,0,0,0,0,0,9.48
100,0,0,0,0,0,0,0,0,0,9.48
100,0,0,0,0,0,0,0,0,0,9.3
100,0,0,0,0,0,0,0,0,0,11.32
100,0,0,0,0,0,0,0,0,0,11.02
100,0,0,0,0,0,0,0,0,0,10.2
100,0,0,0,0,0,0,0,0,0,13.2
100,0,0,0,0,0,0,0,0,0,13.29
100,0,0,0,0,0,0,0,0,0,11
100,0,0,0,0,0,0,0,0,0,9.9
100,0,0,0,0,0,0,0,0,0,11.32
100,0,0,0,0,0,0,0,0,0,9.6
100,0,0,0,0,0,0,0,0,0,11.5
100,0,0,0,0,0,0,0,0,0,11.9
100,0,0,0,0,0,0,0,0,0,10.2
100,0,0,0,0,0,0,0,0,0,21
100,0,0,0,0,0,0,0,0,0,11.32
100,0,0,0,0,0,0,0,0,0,11.32
100,0,0,0,0,0,0,0,0,0,11.6
100,0,0,0,0,0,0,0,0,0,11.4
100,0,0,0,0,0,0,0,0,0,10.4
100,0,0,0,0,0,0,0,0,0,10.6
100,0,0,0,0,0,0,0,0,0,12.2
100,0,0,0,0,0,0,0,0,0,11.32
100,0,0,0,0,0,0,0,0,0,9.4
100,0,0,0,0,0,0,0,0,0,9.2
100,0,0,0,0,0,0,0,0,0,9.7
80,0,0,0,0,0,20,0,0,0,32.19
20,0,0,0,0,0,60,0,20,0,108
60,0,0,0,0,0,0,20,20,0,105.76
60,0,0,0,0,0,20,0,20,0,100
70,0,0,0,0,0,10,0,10,10,59.86
60,0,0,0,10,0,0,0,20,10,71.6
20,0,0,0,0,0,10,10,60,0,79.62
60,0,0,0,0,0,20,10,10,0,62.4
60,0,0,0,0,0,40,0,0,0,52.48
50,0,0,0,0,0,50,0,0,0,58.1
30,0,0,0,0,0,40,0,30,0,57.78
50,0,0,0,0,0,50,0,0,0,34.94
60,0,0,0,0,0,20,10,10,0,73.4
40,0,10,0,0,0,50,0,0,0,108
80,0,0,0,0,0,10,0,10,0,67.72
40,0,0,0,0,0,60,0,0,0,52.4
60,0,0,0,0,0,30,10,0,0,38.81
60,0,0,0,0,0,30,10,0,0,52.33
40,10,10,0,0,0,20,10,10,0,64.66
30,10,10,0,0,0,20,10,20,0,69.5
60,10,0,0,0,0,30,0,0,0,77.31
40,0,0,0,10,0,30,0,20,0,80.77
50,0,0,0,0,0,40,10,0,0,72.16
50,0,0,0,0,0,10,30,10,0,50.3
50,0,0,0,0,0,10,30,10,0,48.49
70,0,0,0,0,0,0,0,0,30,54.79
50,0,0,0,0,0,20,30,0,0,47.6
90,10,0,0,0,0,0,0,0,0,60.86
100,0,0,0,0,0,0,0,0,0,71.79
100,0,0,0,0,0,0,0,0,0,59.7
100,0,0,0,0,0,0,0,0,0,70.1
100,0,0,0,0,0,0,0,0,0,67.52
100,0,0,0,0,0,0,0,0,0,59.58
