"diet_inv","diet_vend","diet_vect","diet_vfish","diet_vunk","diet_scav","diet_fruit","diet_nect","diet_seed","diet_plant_o","body_mass_value"
0,0,0,0,0,0,100,0,0,0,370
0,0,0,0,0,0,60,0,30,10,340
0,0,0,0,0,0,50,0,30,20,625.99
0,0,0,0,0,0,60,0,30,10,327.37
0,0,0,0,0,0,40,0,30,30,254
0,0,0,0,0,0,50,0,50,0,676
0,0,0,0,0,0,100,0,0,0,327.37
0,0,0,0,0,0,50,0,50,0,646
0,0,0,0,0,0,50,0,50,0,327.37
0,0,0,0,0,0,40,0,20,40,246
10,0,0,0,0,0,30,0,30,30,90
100,0,0,0,0,0,0,0,0,0,39.67
100,0,0,0,0,0,0,0,0,0,28.1
100,0,0,0,0,0,0,0,0,0,44.68
100,0,0,0,0,0,0,0,0,0,41.95
100,0,0,0,0,0,0,0,0,0,22.1
100,0,0,0,0,0,0,0,0,0,39.5
100,0,0,0,0,0,0,0,0,0,34.54
100,0,0,0,0,0,0,0,0,0,82.25
100,0,0,0,0,0,0,0,0,0,21.8
100,0,0,0,0,0,0,0,0,0,20.2
100,0,0,0,0,0,0,0,0,0,86.79
100,0,0,0,0,0,0,0,0,0,95.81
100,0,0,0,0,0,0,0,0,0,175
100,0,0,0,0,0,0,0,0,0,35.8
100,0,0,0,0,0,0,0,0,0,6.29
100,0,0,0,0,0,0,0,0,0,5.9
100,0,0,0,0,0,0,0,0,0,5.4
100,0,0,0,0,0,0,0,0,0,10.7
100,0,0,0,0,0,0,0,0,0,8.9
100,0,0,0,0,0,0,0,0,0,11
100,0,0,0,0,0,0,0,0,0,11.3
100,0,0,0,0,0,0,0,0,0,13.35
100,0,0,0,0,0,0,0,0,0,10.1
100,0,0,0,0,0,0,0,0,0,8.03
100,0,0,0,0,0,0,0,0,0,12
100,0,0,0,0,0,0,0,0,0,13.42
100,0,0,0,0,0,0,0,0,0,14
100,0,0,0,0,0,0,0,0,0,13.35
100,0,0,0,0,0,0,0,0,0,13.35
100,0,0,0,0,0,0,0,0,0,11.3
100,0,0,0,0,0,0,0,0,0,10.7
100,0,0,0,0,0,0,0,0,0,13.35
100,0,0,0,0,0,0,0,0,0,13.35
100,0,0,0,0,0,0,0,0,0,8.6
100,0,0,0,0,0,0,0,0,0,7.4
100,0,0,0,0,0,0,0,0,0,13.35
100,0,0,0,0,0,0,0,0,0,17
100,0,0,0,0,0,0,0,0,0,10.7
100,0,0,0,0,0,0,0,0,0,19.9
100,0,0,0,0,0,0,0,0,0,42.5
100,0,0,0,0,0,0,0,0,0,32.6
100,0,0,0,0,0,0,0,0,0,10.5
100,0,0,0,0,0,0,0,0,0,8
100,0,0,0,0,0,0,0,0,0,13
100,0,0,0,0,0,0,0,0,0,32.61
100,0,0,0,0,0,0,0,0,0,52
100,0,0,0,0,0,0,0,0,0,13.6
100,0,0,0,0,0,0,0,0,0,16
100,0,0,0,0,0,0,0,0,0,39.97
100,0,0,0,0,0,0,0,0,0,14.42
100,0,0,0,0,0,0,0,0,0,95.5
100,0,0,0,0,0,0,0,0,0,83.79
100,0,0,0,0,0,0,0,0,0,127
100,0,0,0,0,0,0,0,0,0,180
100,0,0,0,0,0,0,0,0,0,15.69
100,0,0,0,0,0,0,0,0,0,23.4
100,0,0,0,0,0,0,0,0,0,12.5
100,0,0,0,0,0,0,0,0,0,13.9
100,0,0,0,0,0,0,0,0,0,23.6
100,0,0,0,0,0,0,0,0,0,17.1
100,0,0,0,0,0,0,0,0,0,23.83
100,0,0,0,0,0,0,0,0,0,18.3
100,0,0,0,0,0,0,0,0,0,23.5
100,0,0,0,0,0,0,0,0,0,26
100,0,0,0,0,0,0,0,0,0,32.1
100,0,0,0,0,0,0,0,0,0,20.14
100,0,0,0,0,0,0,0,0,0,17.6
100,0,0,0,0,0,0,0,0,0,10.2
100,0,0,0,0,0,0,0,0,0,6.5
100,0,0,0,0,0,0,0,0,0,10.97
100,0,0,0,0,0,0,0,0,0,48.1
100,0,0,0,0,0,0,0,0,0,21.1
100,0,0,0,0,0,0,0,0,0,13.6
100,0,0,0,0,0,0,0,0,0,9.11
100,0,0,0,0,0,0,0,0,0,100.38
100,0,0,0,0,0,0,0,0,0,92.8
100,0,0,0,0,0,0,0,0,0,35.46
100,0,0,0,0,0,0,0,0,0,37.6
100,0,0,0,0,0,0,0,0,0,22.5
100,0,0,0,0,0,0,0,0,0,32.5
100,0,0,0,0,0,0,0,0,0,41.9
100,0,0,0,0,0,0,0,0,0,42.8
100,0,0,0,0,0,0,0,0,0,38.2
100,0,0,0,0,0,0,0,0,0,42.4
100,0,0,0,0,0,0,0,0,0,39.43
100,0,0,0,0,0,0,0,0,0,35.46
100,0,0,0,0,0,0,0,0,0,22.57
100,0,0,0,0,0,0,0,0,0,29.82
100,0,0,0,0,0,0,0,0,0,27.45
100,0,0,0,0,0,0,0,0,0,22.1
100,0,0,0,0,0,0,0,0,0,35.46
100,0,0,0,0,0,0,0,0,0,29
100,0,0,0,0,0,0,0,0,0,42.8
100,0,0,0,0,0,0,0,0,0,70.1
100,0,0,0,0,0,0,0,0,0,20.63
10,0,0,0,0,0,0,90,0,0,4.8
10,0,0,0,0,0,0,90,0,0,6.76
10,0,0,0,0,0,0,90,0,0,5.6
10,0,0,0,0,0,0,90,0,0,5.2
10,0,0,0,0,0,0,90,0,0,5.4
10,0,0,0,0,0,0,90,0,0,6.3
10,0,0,0,0,0,0,90,0,0,5.8
10,0,0,0,0,0,0,90,0,0,6.3
10,0,0,0,0,0,0,90,0,0,5.9
10,0,0,0,0,0,0,90,0,0,5.3
10,0,0,0,0,0,0,90,0,0,5
10,0,0,0,0,0,0,90,0,0,5.9
10,0,0,0,0,0,0,90,0,0,4.3
10,0,0,0,0,0,0,90,0,0,5.03
10,0,0,0,0,0,0,90,0,0,5
10,0,0,0,0,0,0,90,0,0,3.4
10,0,0,0,0,0,0,90,0,0,3.7
10,0,0,0,0,0,0,90,0,0,6
10,0,0,0,0,0,0,90,0,0,5.6
10,0,0,0,0,0,0,90,0,0,3.8
10,0,0,0,0,0,0,90,0,0,3.1
10,0,0,0,0,0,0,90,0,0,3
10,0,0,0,0,0,0,90,0,0,2.4
10,0,0,0,0,0,0,90,0,0,2.9
10,0,0,0,0,0,0,90,0,0,2.3
10,0,0,0,0,0,0,90,0,0,3
10,0,0,0,0,0,0,90,0,0,3
10,0,0,0,0,0,0,90,0,0,2.6
10,0,0,0,0,0,0,90,0,0,10.6
10,0,0,0,0,0,0,90,0,0,10.79
10,0,0,0,0,0,0,90,0,0,7.3
10,0,0,0,0,0,0,90,0,0,7.9
10,0,0,0,0,0,0,90,0,0,5.8
10,0,0,0,0,0,0,90,0,0,4.81
10,0,0,0,0,0,0,90,0,0,6
10,0,0,0,0,0,0,90,0,0,8.9
10,0,0,0,0,0,0,90,0,0,6
10,0,0,0,0,0,0,90,0,0,8.3
10,0,0,0,0,0,0,90,0,0,7.1
10,0,0,0,0,0,0,90,0,0,6.4
10,0,0,0,0,0,0,90,0,0,6.05
10,0,0,0,0,0,0,90,0,0,9.72
10,0,0,0,0,0,0,90,0,0,9.6
10,0,0,0,0,0,0,90,0,0,7.2
10,0,0,0,0,0,0,90,0,0,7.65
10,0,0,0,0,0,0,90,0,0,7.38
10,0,0,0,0,0,0,90,0,0,9
10,0,0,0,0,0,0,90,0,0,7.4
10,0,0,0,0,0,0,90,0,0,8.1
10,0,0,0,0,0,0,90,0,0,6.4
10,0,0,0,0,0,0,90,0,0,5.9
10,0,0,0,0,0,0,90,0,0,6.7
10,0,0,0,0,0,0,90,0,0,6.7
10,0,0,0,0,0,0,90,0,0,7.5
10,0,0,0,0,0,0,90,0,0,6.4
0,0,0,0,0,0,0,100,0,0,7
10,0,0,0,0,0,0,90,0,0,7
10,0,0,0,0,0,0,90,0,0,8.3
10,0,0,0,0,0,0,90,0,0,5.77
10,0,0,0,0,0,0,90,0,0,6.6
10,0,0,0,0,0,0,90,0,0,4.2
10,0,0,0,0,0,0,90,0,0,8.85
10,0,0,0,0,0,0,90,0,0,5.7
10,0,0,0,0,0,0,90,0,0,3.9
10,0,0,0,0,0,0,90,0,0,3.02
10,0,0,0,0,0,0,90,0,0,2.6
10,0,0,0,0,0,0,90,0,0,2.7
10,0,0,0,0,0,0,90,0,0,4
50,0,0,0,0,0,0,50,0,0,2.3
0,0,0,0,0,0,0,100,0,0,2.4
50,0,0,0,0,0,0,50,0,0,2.7
10,0,0,0,0,0,0,90,0,0,2.68
10,0,0,0,0,0,0,90,0,0,2.8
10,0,0,0,0,0,0,90,0,0,2.68
10,0,0,0,0,0,0,90,0,0,3
10,0,0,0,0,0,0,90,0,0,3
10,0,0,0,0,0,0,90,0,0,2.6
10,0,0,0,0,0,0,90,0,0,2.7
10,0,0,0,0,0,0,90,0,0,2.5
10,0,0,0,0,0,0,90,0,0,2.8
0,0,0,0,0,0,0,100,0,0,2.83
10,0,0,0,0,0,0,90,0,0,3
10,0,0,0,0,0,0,90,0,0,3.4
10,0,0,0,0,0,0,90,0,0,4.2
10,0,0,0,0,0,0,90,0,0,3.69
10,0,0,0,0,0,0,90,0,0,2.61
10,0,0,0,0,0,0,90,0,0,3.5
10,0,0,0,0,0,0,90,0,0,3.2
10,0,0,0,0,0,0,90,0,0,4.3
10,0,0,0,0,0,0,90,0,0,3.1
10,0,0,0,0,0,0,90,0,0,3.4
10,0,0,0,0,0,0,90,0,0,3.4
10,0,0,0,0,0,0,90,0,0,3.5
10,0,0,0,0,0,0,90,0,0,3.5
10,0,0,0,0,0,0,90,0,0,4
10,0,0,0,0,0,0,90,0,0,3.1
10,0,0,0,0,0,0,90,0,0,4.5
10,0,0,0,0,0,0,90,0,0,3.8
10,0,0,0,0,0,0,90,0,0,4.5
10,0,0,0,0,0,0,90,0,0,4.45
10,0,0,0,0,0,0,90,0,0,4.19
10,0,0,0,0,0,0,90,0,0,4.6
10,0,0,0,0,0,0,90,0,0,4.8
10,0,0,0,0,0,0,90,0,0,5.7
10,0,0,0,0,0,0,90,0,0,3.3
10,0,0,0,0,0,0,90,0,0,4.2
10,0,0,0,0,0,0,90,0,0,4.3
10,0,0,0,0,0,0,90,0,0,4
10,0,0,0,0,0,0,90,0,0,3.4
10,0,0,0,0,0,0,90,0,0,3.39
10,0,0,0,0,0,0,90,0,0,3.6
10,0,0,0,0,0,0,90,0,0,4.4
10,0,0,0,0,0,0,90,0,0,3.3
10,0,0,0,0,0,0,90,0,0,4.5
10,0,0,0,0,0,0,90,0,0,5.6
10,0,0,0,0,0,0,90,0,0,5.04
0,0,0,0,0,0,0,100,0,0,4.1
0,0,0,0,0,0,0,100,0,0,3.4
10,0,0,0,0,0,0,90,0,0,4.84
10,0,0,0,0,0,0,90,0,0,6.3
10,0,0,0,0,0,0,90,0,0,5.2
10,0,0,0,0,0,0,90,0,0,4.1
10,0,0,0,0,0,0,90,0,0,3.8
10,0,0,0,0,0,0,90,0,0,6
10,0,0,0,0,0,0,90,0,0,4.5
10,0,0,0,0,0,0,90,0,0,6.4
10,0,0,0,0,0,0,90,0,0,4.6
10,0,0,0,0,0,0,90,0,0,7
10,0,0,0,0,0,0,90,0,0,6.1
10,0,0,0,0,0,0,90,0,0,5.04
10,0,0,0,0,0,0,90,0,0,3.8
10,0,0,0,0,0,0,90,0,0,4.3
10,0,0,0,0,0,0,90,0,0,4.1
10,0,0,0,0,0,0,90,0,0,4.78
10,0,0,0,0,0,0,90,0,0,4.9
10,0,0,0,0,0,0,90,0,0,4.6
0,0,0,0,0,0,0,100,0,0,4.3
10,0,0,0,0,0,0,90,0,0,3.7
10,0,0,0,0,0,0,90,0,0,4.5
10,0,0,0,0,0,0,90,0,0,5
10,0,0,0,0,0,0,90,0,0,4.7
10,0,0,0,0,0,0,90,0,0,5.1
10,0,0,0,0,0,0,90,0,0,5
10,0,0,0,0,0,0,90,0,0,4.5
10,0,0,0,0,0,0,90,0,0,3.9
10,0,0,0,0,0,0,90,0,0,4.5
10,0,0,0,0,0,0,90,0,0,4.7
10,0,0,0,0,0,0,90,0,0,3.74
10,0,0,0,0,0,0,90,0,0,4.7
10,0,0,0,0,0,0,90,0,0,5.24
10,0,0,0,0,0,0,90,0,0,3.89
10,0,0,0,0,0,0,90,0,0,4.79
10,0,0,0,0,0,0,90,0,0,5
10,0,0,0,0,0,0,90,0,0,4.3
10,0,0,0,0,0,0,90,0,0,6.3
10,0,0,0,0,0,0,90,0,0,5.1
10,0,0,0,0,0,0,90,0,0,4.85
0,0,0,0,0,0,0,100,0,0,4.8
10,0,0,0,0,0,0,90,0,0,4.3
10,0,0,0,0,0,0,90,0,0,3.5
10,0,0,0,0,0,0,90,0,0,3
10,0,0,0,0,0,0,90,0,0,3
10,0,0,0,0,0,0,90,0,0,2.7
10,0,0,0,0,0,0,90,0,0,6.79
10,0,0,0,0,0,0,90,0,0,6.38
10,0,0,0,0,0,0,90,0,0,7.7
10,0,0,0,0,0,0,90,0,0,7.55
10,0,0,0,0,0,0,90,0,0,5.2
10,0,0,0,0,0,0,90,0,0,5.33
10,0,0,0,0,0,0,90,0,0,6.02
10,0,0,0,0,0,0,90,0,0,5.5
10,0,0,0,0,0,0,90,0,0,5.08
10,0,0,0,0,0,0,90,0,0,7.8
10,0,0,0,0,0,0,90,0,0,4.93
0,0,0,0,0,0,0,100,0,0,4.24
10,0,0,0,0,0,0,90,0,0,2.8
10,0,0,0,0,0,0,90,0,0,2.7
10,0,0,0,0,0,0,90,0,0,7.9
10,0,0,0,0,0,0,90,0,0,8.8
10,0,0,0,0,0,0,90,0,0,6.99
10,0,0,0,0,0,0,90,0,0,6.3
10,0,0,0,0,0,0,90,0,0,5.2
10,0,0,0,0,0,0,90,0,0,9.17
10,0,0,0,0,0,0,90,0,0,6.4
10,0,0,0,0,0,0,90,0,0,7.79
10,0,0,0,0,0,0,90,0,0,8.09
10,0,0,0,0,0,0,90,0,0,7.4
10,0,0,0,0,0,0,90,0,0,8
10,0,0,0,0,0,0,90,0,0,12.96
10,0,0,0,0,0,0,90,0,0,8
10,0,0,0,0,0,0,90,0,0,12.11
10,0,0,0,0,0,0,90,0,0,8.2
10,0,0,0,0,0,0,90,0,0,8.1
10,0,0,0,0,0,0,90,0,0,8.15
10,0,0,0,0,0,0,90,0,0,9.1
10,0,0,0,0,0,0,90,0,0,7.85
10,0,0,0,0,0,0,90,0,0,11.4
10,0,0,0,0,0,0,90,0,0,20.2
10,0,0,0,0,0,0,90,0,0,7.6
10,0,0,0,0,0,0,90,0,0,6.7
10,0,0,0,0,0,0,90,0,0,7.8
10,0,0,0,0,0,0,90,0,0,5.5
10,0,0,0,0,0,0,90,0,0,5.3
10,0,0,0,0,0,0,90,0,0,9.25
10,0,0,0,0,0,0,90,0,0,6.8
10,0,0,0,0,0,0,90,0,0,6.7
10,0,0,0,0,0,0,90,0,0,6.98
10,0,0,0,0,0,0,90,0,0,6.72
10,0,0,0,0,0,0,90,0,0,6.1
10,0,0,0,0,0,0,90,0,0,6.49
10,0,0,0,0,0,0,90,0,0,6.64
10,0,0,0,0,0,0,90,0,0,7.29
10,0,0,0,0,0,0,90,0,0,7.39
10,0,0,0,0,0,0,90,0,0,6.9
10,0,0,0,0,0,0,90,0,0,11.2
0,0,0,0,0,0,0,100,0,0,5.17
0,0,0,0,0,0,0,100,0,0,8.73
10,0,0,0,0,0,0,90,0,0,8.2
10,0,0,0,0,0,0,90,0,0,7.7
10,0,0,0,0,0,0,90,0,0,9.1
10,0,0,0,0,0,0,90,0,0,4.2
10,0,0,0,0,0,0,90,0,0,5.04
10,0,0,0,0,0,0,90,0,0,5.5
10,0,0,0,0,0,0,90,0,0,4.59
10,0,0,0,0,0,0,90,0,0,5.4
10,0,0,0,0,0,0,90,0,0,3.6
10,0,0,0,0,0,0,90,0,0,4.45
10,0,0,0,0,0,0,90,0,0,4.54
10,0,0,0,0,0,0,90,0,0,5.06
10,0,0,0,0,0,0,90,0,0,6
10,0,0,0,0,0,0,90,0,0,5.3
0,0,0,0,0,0,0,100,0,0,5.3
0,0,0,0,0,0,0,100,0,0,3.7
0,0,0,0,0,0,0,100,0,0,5.06
10,0,0,0,0,0,0,90,0,0,4.24
10,0,0,0,0,0,0,90,0,0,5.06
10,0,0,0,0,0,0,90,0,0,5.2
10,0,0,0,0,0,0,90,0,0,6.9
10,0,0,0,0,0,0,90,0,0,3.9
10,0,0,0,0,0,0,90,0,0,4.3
10,0,0,0,0,0,0,90,0,0,3
10,0,0,0,0,0,0,90,0,0,5
10,0,0,0,0,0,0,90,0,0,3.7
10,0,0,0,0,0,0,90,0,0,5.3
0,0,0,0,0,0,0,100,0,0,4.8
10,0,0,0,0,0,0,90,0,0,3.6
10,0,0,0,0,0,0,90,0,0,3.5
0,0,0,0,0,0,0,100,0,0,4.5
0,0,0,0,0,0,0,100,0,0,4.3
10,0,0,0,0,0,0,90,0,0,5.1
0,0,0,0,0,0,0,100,0,0,4.9
0,0,0,0,0,0,0,100,0,0,4.6
10,0,0,0,0,0,0,90,0,0,5.2
0,0,0,0,0,0,0,100,0,0,5.4
10,0,0,0,0,0,0,90,0,0,3.8
0,0,0,0,0,0,0,100,0,0,3.85
10,0,0,0,0,0,0,90,0,0,3.4
10,0,0,0,0,0,0,90,0,0,8.5
10,0,0,0,0,0,0,90,0,0,5.8
10,0,0,0,0,0,0,90,0,0,6.1
10,0,0,0,0,0,0,90,0,0,5.8
10,0,0,0,0,0,0,90,0,0,4.8
10,0,0,0,0,0,0,90,0,0,5.76
0,0,0,0,0,0,0,100,0,0,8.94
10,0,0,0,0,0,0,90,0,0,4.84
10,0,0,0,0,0,0,90,0,0,4.97
10,0,0,0,0,0,0,90,0,0,5.61
10,0,0,0,0,0,0,90,0,0,7.7
10,0,0,0,0,0,0,90,0,0,4
10,0,0,0,0,0,0,90,0,0,3
10,0,0,0,0,0,0,90,0,0,3.6
10,0,0,0,0,0,0,90,0,0,5.5
10,0,0,0,0,0,0,90,0,0,5.4
10,0,0,0,0,0,0,90,0,0,4.4
0,0,0,0,0,0,0,100,0,0,3
10,0,0,0,0,0,0,90,0,0,7.3
10,0,0,0,0,0,0,90,0,0,6.6
10,0,0,0,0,0,0,90,0,0,5.9
10,0,0,0,0,0,0,90,0,0,5.4
10,0,0,0,0,0,0,90,0,0,3.8
10,0,0,0,0,0,0,90,0,0,1.9
10,0,0,0,0,0,0,90,0,0,3.3
10,0,0,0,0,0,0,90,0,0,3.1
10,0,0,0,0,0,0,90,0,0,2.4
10,0,0,0,0,0,0,90,0,0,2.5
10,0,0,0,0,0,0,90,0,0,2.2
10,0,0,0,0,0,0,90,0,0,2.5
10,0,0,0,0,0,0,90,0,0,3.3
10,0,0,0,0,0,0,90,0,0,2.7
40,0,0,0,0,0,0,60,0,0,3.09
10,0,0,0,0,0,0,90,0,0,3.39
10,0,0,0,0,0,0,90,0,0,4.24
10,0,0,0,0,0,0,90,0,0,3.09
10,0,0,0,0,0,0,90,0,0,2.4
10,0,0,0,0,0,0,90,0,0,2.8
10,0,0,0,0,0,0,90,0,0,2.2
0,0,0,0,0,0,0,100,0,0,2.4
10,0,0,0,0,0,0,90,0,0,2.64
10,0,0,0,0,0,0,90,0,0,2.2
10,0,0,0,0,0,0,90,0,0,2.9
10,0,0,0,0,0,0,90,0,0,2.3
10,0,0,0,0,0,0,90,0,0,3.96
10,0,0,0,0,0,0,90,0,0,2.21
10,0,0,0,0,0,0,90,0,0,3.9
0,0,0,0,0,0,0,100,0,0,6.5
10,0,0,0,0,0,0,90,0,0,3.01
10,0,0,0,0,0,0,90,0,0,3.21
10,0,0,0,0,0,0,90,0,0,3.01
10,0,0,0,0,0,0,90,0,0,3.26
10,0,0,0,0,0,0,90,0,0,3.54
10,0,0,0,0,0,0,90,0,0,3.5
10,0,0,0,0,0,0,90,0,0,3.36
10,0,0,0,0,0,0,90,0,0,2.69
10,0,0,0,0,0,0,90,0,0,2.2
10,0,0,0,0,0,0,90,0,0,3.08
0,0,0,0,0,0,60,0,0,40,306
0,0,0,0,0,0,100,0,0,0,235
0,0,0,0,0,0,100,0,0,0,206.39
10,0,0,0,0,0,70,0,0,20,250
0,0,0,0,0,0,100,0,0,0,249
10,0,0,0,0,0,70,0,10,10,308
0,0,0,0,0,0,100,0,0,0,224
0,0,0,0,0,0,60,0,40,0,261.24
10,0,0,0,0,0,70,0,10,10,243.72
0,0,0,0,0,0,100,0,0,0,265
0,0,0,0,0,0,100,0,0,0,263
10,0,0,0,0,0,90,0,0,0,224
10,0,0,0,0,0,70,0,0,20,219
10,0,0,0,0,0,80,0,0,10,240
0,0,0,0,0,0,100,0,0,0,259
0,0,0,0,0,0,70,0,30,0,360
10,0,0,0,0,0,70,0,0,20,361.42
10,0,0,0,0,0,70,0,0,20,258
0,0,0,0,0,0,80,0,0,20,250
0,0,0,0,0,0,40,0,30,30,216.16
0,0,0,0,0,0,100,0,0,0,370
0,0,0,0,0,0,80,0,0,20,527
10,0,0,0,0,0,60,0,0,30,964.99
0,100,0,0,0,0,0,0,0,0,660.6
0,100,0,0,0,0,0,0,0,0,521.71
0,100,0,0,0,0,0,0,0,0,521.71
0,100,0,0,0,0,0,0,0,0,521.71
0,100,0,0,0,0,0,0,0,0,521.71
0,100,0,0,0,0,0,0,0,0,521.71
10,80,10,0,0,0,0,0,0,0,631.85
0,100,0,0,0,0,0,0,0,0,521.71
0,100,0,0,0,0,0,0,0,0,284
10,80,10,0,0,0,0,0,0,0,403.32
0,90,10,0,0,0,0,0,0,0,521.71
10,80,10,0,0,0,0,0,0,0,364.74
0,100,0,0,0,0,0,0,0,0,352.5
20,40,40,0,0,0,0,0,0,0,195
20,40,40,0,0,0,0,0,0,0,280.24
90,10,0,0,0,0,0,0,0,0,122.64
90,10,0,0,0,0,0,0,0,0,76.54
100,0,0,0,0,0,0,0,0,0,73.29
100,0,0,0,0,0,0,0,0,0,50.3
100,0,0,0,0,0,0,0,0,0,123.28
80,20,0,0,0,0,0,0,0,0,67.5
100,0,0,0,0,0,0,0,0,0,95
90,0,10,0,0,0,0,0,0,0,82.2
100,0,0,0,0,0,0,0,0,0,88.3
100,0,0,0,0,0,0,0,0,0,82.87
100,0,0,0,0,0,0,0,0,0,123.28
90,10,0,0,0,0,0,0,0,0,61.32
90,0,10,0,0,0,0,0,0,0,79
70,20,10,0,0,0,0,0,0,0,84.35
100,0,0,0,0,0,0,0,0,0,59.9
80,10,10,0,0,0,0,0,0,0,92
80,10,10,0,0,0,0,0,0,0,78.09
90,0,10,0,0,0,0,0,0,0,67
80,20,0,0,0,0,0,0,0,0,124
100,0,0,0,0,0,0,0,0,0,106
90,0,0,0,10,0,0,0,0,0,165
100,0,0,0,0,0,0,0,0,0,165
90,10,0,0,0,0,0,0,0,0,123.28
100,0,0,0,0,0,0,0,0,0,104.88
50,0,50,0,0,0,0,0,0,0,123.28
90,0,0,0,10,0,0,0,0,0,101
100,0,0,0,0,0,0,0,0,0,123.28
100,0,0,0,0,0,0,0,0,0,119
100,0,0,0,0,0,0,0,0,0,69.49
100,0,0,0,0,0,0,0,0,0,123.28
80,10,10,0,0,0,0,0,0,0,146.3
80,10,10,0,0,0,0,0,0,0,142.33
90,10,0,0,0,0,0,0,0,0,142.33
70,20,10,0,0,0,0,0,0,0,121.53
100,0,0,0,0,0,0,0,0,0,123.28
100,0,0,0,0,0,0,0,0,0,123.28
100,0,0,0,0,0,0,0,0,0,178.4
90,10,0,0,0,0,0,0,0,0,123.28
10,90,0,0,0,0,0,0,0,0,204
50,40,10,0,0,0,0,0,0,0,141.82
50,0,0,0,50,0,0,0,0,0,160
80,20,0,0,0,0,0,0,0,0,149.94
50,0,0,0,50,0,0,0,0,0,179.99
100,0,0,0,0,0,0,0,0,0,88.26
90,0,0,0,10,0,0,0,0,0,132
100,0,0,0,0,0,0,0,0,0,116.93
100,0,0,0,0,0,0,0,0,0,126.7
90,10,0,0,0,0,0,0,0,0,158.46
100,0,0,0,0,0,0,0,0,0,69
100,0,0,0,0,0,0,0,0,0,165.32
90,10,0,0,0,0,0,0,0,0,101
90,0,0,0,10,0,0,0,0,0,129
90,0,0,0,10,0,0,0,0,0,118.89
100,0,0,0,0,0,0,0,0,0,110
90,0,0,0,10,0,0,0,0,0,118
50,0,0,0,50,0,0,0,0,0,179.72
90,0,10,0,0,0,0,0,0,0,95.2
90,0,0,0,10,0,0,0,0,0,137.34
100,0,0,0,0,0,0,0,0,0,123.28
90,0,0,0,10,0,0,0,0,0,159
60,30,10,0,0,0,0,0,0,0,253
10,90,0,0,0,0,0,0,0,0,1575.7
10,80,10,0,0,0,0,0,0,0,2668.51
10,70,10,10,0,0,0,0,0,0,1100
10,80,10,0,0,0,0,0,0,0,2100
0,90,10,0,0,0,0,0,0,0,1118.64
60,20,20,0,0,0,0,0,0,0,685
60,20,20,0,0,0,0,0,0,0,654.94
60,20,20,0,0,0,0,0,0,0,822.5
0,60,20,20,0,0,0,0,0,0,1396.42
60,30,10,0,0,0,0,0,0,0,1525
0,100,0,0,0,0,0,0,0,0,1257
10,60,20,10,0,0,0,0,0,0,2114.94
0,70,20,10,0,0,0,0,0,0,1392.15
100,0,0,0,0,0,0,0,0,0,532.54
0,100,0,0,0,0,0,0,0,0,1392.15
20,10,10,60,0,0,0,0,0,0,937.5
30,10,20,40,0,0,0,0,0,0,1105
20,20,0,60,0,0,0,0,0,0,2315
10,10,20,60,0,0,0,0,0,0,1293
10,90,0,0,0,0,0,0,0,0,2028.76
20,0,10,70,0,0,0,0,0,0,1942.75
0,0,0,100,0,0,0,0,0,0,787.18
20,10,30,40,0,0,0,0,0,0,636.99
30,70,0,0,0,0,0,0,0,0,1011
10,80,10,0,0,0,0,0,0,0,559.09
10,80,10,0,0,0,0,0,0,0,970
10,80,10,0,0,0,0,0,0,0,472.46
10,80,10,0,0,0,0,0,0,0,219
10,80,10,0,0,0,0,0,0,0,586.37
10,70,10,10,0,0,0,0,0,0,711.49
20,60,20,0,0,0,0,0,0,0,559.09
30,70,0,0,0,0,0,0,0,0,345.38
0,100,0,0,0,0,0,0,0,0,380
10,90,0,0,0,0,0,0,0,0,780.56
30,60,10,0,0,0,0,0,0,0,559.09
10,70,20,0,0,0,0,0,0,0,1061.89
40,30,30,0,0,0,0,0,0,0,283.97
70,30,0,0,0,0,0,0,0,0,457.89
80,0,0,0,20,0,0,0,0,0,370
50,50,0,0,0,0,0,0,0,0,559.09
60,20,20,0,0,0,0,0,0,0,350
90,0,0,0,0,0,0,0,0,10,183
90,0,0,0,10,0,0,0,0,0,538.66
10,70,20,0,0,0,0,0,0,0,983.55
30,60,0,0,10,0,0,0,0,0,481
20,70,10,0,0,0,0,0,0,0,695.5
0,90,0,0,10,0,0,0,0,0,319.9
0,100,0,0,0,0,0,0,0,0,57.87
30,40,30,0,0,0,0,0,0,0,59.39
60,30,10,0,0,0,0,0,0,0,79.24
40,50,10,0,0,0,0,0,0,0,67.5
60,30,10,0,0,0,0,0,0,0,61.25
50,50,0,0,0,0,0,0,0,0,66.9
50,40,10,0,0,0,0,0,0,0,62.95
30,40,30,0,0,0,0,0,0,0,45.7
50,0,50,0,0,0,0,0,0,0,55
40,30,30,0,0,0,0,0,0,0,50.58
40,30,30,0,0,0,0,0,0,0,61.39
70,0,0,0,30,0,0,0,0,0,58.3
60,20,20,0,0,0,0,0,0,0,50
60,20,20,0,0,0,0,0,0,0,75.1
50,50,0,0,0,0,0,0,0,0,62.41
10,80,10,0,0,0,0,0,0,0,73.7
60,20,20,0,0,0,0,0,0,0,69.47
80,20,0,0,0,0,0,0,0,0,87.39
70,20,10,0,0,0,0,0,0,0,139
60,20,20,0,0,0,0,0,0,0,198.16
60,30,10,0,0,0,0,0,0,0,76.02
